rows,1000
columns,11
x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,F12
3,-1,3,4,1,2,1,5,-3,3,20
3,1,-2,-2,5,4,-4,-4,-3,5,23
-3,-2,-5,-3,-1,-5,4,-5,2,0,2
-3,-2,4,0,-3,-3,-2,-5,4,2,15
2,1,-3,0,5,4,5,-1,-1,-3,48
-5,4,5,-3,-1,3,0,-4,-5,-2,-68
5,-5,1,-3,0,1,-2,-1,4,-3,-71
-5,-4,3,3,-3,4,1,5,5,1,4
-4,4,-5,-3,0,2,1,0,-3,0,11
-1,0,1,-1,-5,1,-4,-4,-5,4,-22
5,4,-3,-1,-5,1,-1,-1,0,5,3
2,1,5,3,-2,-2,5,4,4,-5,111
-4,-1,5,-2,-4,-1,4,1,1,3,-33
-1,-4,0,5,-3,1,4,2,-5,2,21
5,0,5,-1,1,0,-2,5,-4,2,35
4,-2,5,4,3,2,4,-5,-3,-2,-50
-3,5,5,5,2,5,5,0,-3,4,165
-3,-1,5,0,-1,2,5,1,3,-3,-74
0,4,1,-1,0,-4,-2,3,-4,-3,11
3,-4,1,4,-1,-3,-2,3,2,-3,-8
1,4,-1,-3,-3,0,-5,-2,1,5,2
2,-1,-2,3,-3,5,-3,-2,-5,4,-33
4,4,2,-2,-1,4,4,0,5,-5,48
5,1,3,-3,2,0,1,-4,-5,-1,-29
5,1,2,1,4,4,-3,1,4,1,-29
0,-4,-4,-4,-1,5,-3,-5,-1,5,-89
4,-2,5,1,-2,-2,4,2,-3,3,-77
-1,0,-3,-2,0,-4,3,1,-2,2,36
-1,-1,3,0,2,-1,-1,-3,5,-3,13
0,1,3,1,2,5,2,-5,-4,-1,-2
-3,5,0,-2,-2,2,-2,3,3,2,-1
-4,-4,-1,3,-4,2,2,3,-1,-1,15
2,0,0,4,-1,0,3,-2,0,-2,0
-5,0,0,-1,4,-4,2,0,4,-1,-56
2,-2,-5,-1,0,5,-3,-2,4,-3,52
4,-5,2,-3,0,-4,-4,2,5,1,-114
1,0,-2,-2,-3,3,4,4,-2,-2,-1
3,4,-3,3,1,-3,0,3,-4,-5,-45
2,2,2,5,1,2,4,-5,3,0,40
2,5,-4,-3,-3,0,2,-4,-3,-5,10
1,1,-4,-5,5,-1,0,-2,4,-3,4
-3,2,5,4,-3,0,3,4,-4,-4,50
5,-4,0,-5,3,2,4,-4,-3,1,-74
4,1,-2,2,5,-5,4,-4,-1,-4,-81
-3,-5,-1,5,0,-5,1,-4,-1,-2,3
-4,0,5,2,3,-1,5,0,3,-3,-38
4,5,-4,5,-3,-4,-3,4,4,4,28
3,2,3,-2,-3,2,5,3,1,2,21
-5,1,-4,1,2,-1,-1,5,1,-2,-14
5,-5,2,1,5,5,4,-1,3,-2,42
-4,-4,-2,4,0,2,-1,4,4,2,16
-5,1,2,-1,-1,-2,3,1,-4,-3,67
1,-2,0,-2,5,0,1,3,5,-3,3
-1,5,5,-5,-3,1,4,5,0,5,-8
-4,5,1,0,1,2,-2,-2,0,5,-8
0,-2,1,-3,-4,1,-4,-5,3,-2,-9
0,0,-2,5,0,-2,-1,-5,2,-1,-14
0,-4,-4,-4,0,5,5,3,-4,5,-84
-5,1,-2,5,-5,4,2,-5,3,-3,-41
3,-5,1,5,-1,3,-2,2,-5,4,29
0,4,-1,-4,3,-4,-5,-3,-5,4,8
0,0,-4,4,0,4,-5,0,-3,0,-16
-3,-5,3,-2,-2,-2,3,-3,4,4,-47
5,-3,-5,-1,4,-3,1,5,-5,-2,-77
4,4,-3,-3,3,-5,-3,5,-5,4,130
1,1,4,-2,-1,-2,-4,0,3,-2,-1
-2,-4,-2,-3,0,2,4,-5,-4,-1,50
5,5,5,3,-3,-4,4,4,-5,1,-68
4,0,-2,-1,2,0,3,-4,2,3,26
5,-2,-3,5,-1,-1,-3,0,-5,5,66
2,4,3,3,5,-4,-5,5,-2,3,-19
1,-1,-3,-1,4,-5,5,-3,2,2,22
5,3,4,2,-5,-4,1,-3,0,3,-5
5,4,1,3,-1,-2,-2,-1,-4,1,63
-2,2,-1,-4,-1,-3,1,-3,1,-4,-11
2,4,-3,-4,-1,2,0,2,-2,5,-12
1,-5,0,5,0,-4,3,2,3,1,4
-5,0,-2,-1,-2,4,-1,-1,-4,-4,6
3,1,-5,2,-5,-1,0,-5,4,2,8
5,-2,5,-5,1,4,0,0,-2,4,49
5,-4,5,-1,-2,0,-3,5,-2,0,5
1,-5,0,4,1,2,5,1,4,0,17
-3,-5,-2,-2,1,-4,5,-5,5,-3,-84
5,1,-3,-2,-3,-4,0,-4,-2,5,83
-1,-4,-2,3,0,-5,-4,-1,-1,-2,-26
3,-1,3,-3,-4,-5,2,5,5,3,-7
1,3,-3,-4,-1,3,-3,2,-4,1,15
4,1,4,-5,4,3,-4,2,3,1,-40
-2,2,3,-5,-3,3,-2,2,5,5,37
-3,5,-5,4,5,0,2,-5,-3,2,-17
4,-4,-1,-2,4,-3,2,5,5,4,26
1,5,5,4,2,-3,-2,0,-2,2,-7
3,3,-2,0,5,2,-2,0,-1,1,21
-5,0,5,0,-1,-5,-2,-2,3,-3,110
4,1,4,1,-5,-4,2,-4,-5,-2,20
2,-1,5,3,-3,-4,2,2,0,5,-75
3,-2,5,5,0,4,-5,0,-4,-5,-21
-5,0,-5,-4,-3,4,-3,4,0,5,-92
0,-2,3,2,-2,-3,4,1,5,0,12
4,4,-5,4,-3,0,0,3,1,2,-4
0,2,-5,-3,2,-4,0,3,2,-2,-33
0,3,4,4,0,4,1,-5,4,1,32
0,3,2,-4,-5,-1,-5,-4,5,-5,7
-2,-4,0,-3,-5,0,2,0,5,-2,-12
5,0,0,-3,0,-1,-1,0,-1,4,5
0,2,2,4,0,3,-2,5,0,2,20
-2,3,-3,2,-5,-2,4,3,-2,3,32
3,-1,1,-4,5,4,3,-2,2,1,35
0,2,5,2,-3,5,-4,-2,-1,1,20
3,0,0,-2,2,-2,0,3,3,-5,-4
0,4,-2,-2,0,-1,-5,-1,-3,1,6
-3,-5,-1,4,0,0,1,2,2,-3,5
5,5,-4,1,-4,-2,-3,2,0,1,37
-4,5,-3,-2,4,-5,1,2,4,-1,-65
0,5,5,3,0,-4,-2,3,2,-3,75
4,3,-4,3,3,-4,-1,2,5,-3,-80
2,-3,2,3,0,5,-5,2,3,-2,-50
-5,4,0,0,4,-4,-2,0,3,3,-6
2,-4,-1,-4,1,5,1,-1,1,-3,18
4,5,-5,4,-3,-1,0,4,-3,1,8
5,-5,-2,-1,-1,-1,-4,-4,3,5,-72
-5,4,3,-1,0,-2,-2,-3,2,5,-33
-3,-3,0,-1,2,4,2,3,-4,-4,41
-3,0,5,0,3,5,-4,-3,-1,-3,-72
-3,2,1,-4,0,4,1,-3,1,-4,-29
-1,2,-3,5,-2,-2,2,-1,4,-1,-27
1,4,-5,1,2,-4,5,-2,3,-2,-34
5,-2,2,4,5,0,5,-3,3,-4,73
5,5,3,-5,1,-1,-3,5,-2,-5,54
-2,-2,4,4,4,-3,4,2,0,-5,68
4,2,1,5,-4,-1,-1,-4,-3,1,28
-1,2,5,-3,-5,-2,-5,1,-3,-4,18
-5,2,5,3,3,-4,5,1,1,5,-132
4,-1,0,1,3,2,-1,3,-4,-2,18
3,-5,0,5,-3,-4,4,-3,-5,2,-63
-3,0,-3,0,-1,3,0,-3,-4,5,-48
1,-4,-3,-1,-4,-2,4,-2,3,-4,-5
-1,1,5,2,0,1,3,0,-4,3,36
-2,1,-4,-2,-2,-4,-5,0,0,-1,-2
-1,2,2,2,-5,-5,-3,0,3,0,36
-4,-1,-2,3,4,-4,-2,4,0,5,22
0,-2,-1,-3,3,5,0,-3,-5,3,3
5,1,4,4,4,-2,-3,-2,2,5,-57
-5,-1,5,-3,-5,4,-5,-3,-2,-1,-100
0,-2,-4,-5,2,-4,-3,-4,2,-3,-36
2,-2,2,-4,-3,-2,0,5,-3,3,-18
-5,5,-3,-1,2,1,2,-5,0,3,-29
-3,3,-4,-2,-1,-4,-1,3,-5,2,20
-2,5,-4,3,-4,-2,-1,-2,-2,0,-18
5,0,0,2,-3,-5,-4,4,0,-5,15
-5,3,5,-1,-2,-4,-4,4,5,2,48
-5,2,-1,-1,4,4,5,3,-2,2,49
2,-1,4,-3,2,5,1,1,0,-1,-24
-5,-4,-5,2,4,5,-4,1,-2,0,-10
3,2,-5,-2,3,-3,-2,5,-1,-3,-32
-4,-2,1,2,4,2,0,3,5,1,20
3,-2,-5,3,-4,-3,-5,2,-4,-2,21
-3,-3,3,-2,4,4,4,0,3,1,-5
-2,4,-3,-1,-1,3,3,-1,-2,0,4
-2,-2,0,5,-5,4,4,2,1,-4,-24
-4,1,-4,0,4,-4,0,-2,-3,4,44
5,-4,0,2,-5,4,-3,5,-4,2,20
5,-4,-3,-5,4,-4,-2,-4,-3,1,21
1,-1,0,-3,3,1,-2,-3,-4,1,10
-1,-5,5,-3,4,-3,-2,1,5,0,-12
-4,-5,-4,-3,5,-1,1,-3,3,5,35
-3,-1,5,0,3,0,-4,-5,-1,4,-9
5,-1,-1,-5,5,0,5,-2,1,5,25
2,-5,-2,3,1,-3,0,-4,5,-4,-43
-3,2,-3,0,2,5,1,0,4,2,-38
1,-2,-3,0,-3,-3,2,2,-2,-4,-33
-5,-2,-1,-3,-1,5,0,0,-2,-5,33
3,-3,1,0,-1,-4,3,1,-3,-5,-12
-1,1,4,4,1,-3,-4,-3,-5,4,-56
3,1,4,-1,0,1,1,-1,2,3,17
1,-4,-2,5,2,3,4,-4,0,1,-14
-1,-5,-2,-2,-2,-3,3,-5,5,-5,-30
3,3,-4,3,5,-4,3,5,5,4,86
-1,-2,-2,-1,1,1,5,2,-5,5,20
-1,-4,-1,-4,-5,2,2,4,-4,0,6
-3,3,4,2,1,-1,2,1,-2,2,2
-1,3,-5,5,2,0,-5,-4,-2,-3,-38
0,-1,3,-1,-3,-2,-4,1,5,5,-27
0,0,5,-1,1,-2,1,2,5,1,-17
-3,-4,3,1,1,5,-1,-5,-2,5,89
-2,-4,5,-5,-1,5,3,-3,-3,5,121
-2,-4,-5,4,1,-3,-4,0,-2,-3,-76
-1,-1,-2,-1,-4,3,-3,4,0,1,-15
-5,-3,3,-5,0,-1,-3,-4,5,-5,90
-4,2,-2,-4,-3,4,3,1,0,-2,4
-3,3,-3,0,-3,3,-1,-1,-3,-3,0
-1,-4,-5,4,4,2,5,4,1,0,-13
-2,1,-5,-5,-2,3,2,-2,5,1,-18
2,-4,0,5,-4,5,1,-5,-2,-2,-32
4,3,-1,0,0,-3,-2,2,0,-3,3
-5,-1,2,-2,-5,-4,0,0,2,0,21
3,-5,3,3,4,-3,3,0,-5,-3,-36
5,3,2,-4,2,2,-2,1,2,4,7
-2,3,1,1,-2,2,-5,-4,-5,2,-55
-4,-3,1,-2,-4,-1,0,-4,-5,0,14
3,-4,5,4,-1,-1,0,3,2,1,4
4,-1,2,2,2,-5,-1,4,-4,1,-4
-3,4,-2,-4,3,3,1,-5,5,-1,-4
-4,-2,2,-3,-3,-4,-1,3,-2,3,-18
2,-4,-2,-5,3,5,1,0,-4,5,-41
-3,3,-1,-3,-4,-4,-3,-2,3,3,49
-5,2,1,-5,2,-1,-2,-2,3,-5,18
1,1,-1,-1,-3,0,-5,-4,-2,3,12
3,0,4,1,-4,-2,3,-2,1,-3,45
2,1,5,1,2,-3,-1,-1,-2,-4,65
5,3,3,5,-5,-2,2,-2,3,-3,88
-5,3,-2,4,-5,-2,-2,-3,4,-2,19
-5,4,3,2,-5,-3,-5,0,-3,-3,-47
-3,5,-5,-3,-4,0,1,-5,3,-3,-9
3,-3,-3,3,3,5,-4,-4,-5,5,-18
-4,1,-5,3,5,0,-1,-2,2,-2,-11
-2,-4,-3,4,-1,3,-2,5,-1,1,-20
-1,-2,-4,1,1,-5,4,5,-3,1,25
5,-4,2,5,-5,-5,5,-5,1,3,10
-4,-4,-3,-4,3,-3,-1,-2,4,4,71
-4,-4,1,3,0,0,-5,-1,1,1,39
0,5,2,-3,0,1,1,1,-5,1,-4
5,-2,-2,4,0,1,3,1,1,-5,7
-4,-5,-2,-5,-5,-1,-1,-1,3,5,57
-1,-4,-2,-4,3,3,-3,1,-1,-4,42
4,4,0,3,-1,-5,-3,-5,-3,3,57
-5,-1,0,1,-3,2,-1,-2,-2,-4,-11
5,3,-5,1,0,5,-3,-3,-3,-2,105
-3,4,-2,5,-2,5,-4,-5,-4,3,-110
-4,3,-3,5,0,-2,-4,3,-2,-3,-77
3,-3,-4,-2,0,-4,-5,4,-4,4,123
-1,5,-5,-1,3,0,4,-1,-3,0,12
-2,-4,-2,1,-4,1,-1,3,-2,3,-8
1,0,-2,0,-2,1,-4,-1,1,4,-14
3,0,-5,3,-3,5,-1,0,3,-3,36
3,0,0,0,-3,5,-4,-1,1,-2,-27
4,5,-1,4,4,-5,4,-5,1,-5,-13
3,0,-3,-4,2,1,3,-4,5,4,47
4,-2,-3,4,2,1,-3,-1,4,-2,-60
-1,-1,-5,-5,2,-3,-3,2,-3,3,56
1,-2,0,3,-2,-2,5,-4,-3,-5,-13
-4,-4,-5,1,-5,0,5,-4,-2,1,51
-3,-5,3,-2,5,4,-3,-1,0,-5,-31
-3,5,4,0,-1,4,-2,1,2,2,25
4,-5,2,-1,-2,0,5,1,1,-1,-2
-2,3,1,-2,-3,-3,3,0,-4,-1,28
-2,1,4,2,-5,0,2,5,3,-1,-6
4,3,5,5,-3,2,-2,2,3,-5,-43
5,3,5,1,-3,-3,5,-2,3,0,104
2,2,0,3,2,1,-4,4,-3,-5,30
3,-4,3,4,2,-3,-5,4,-2,4,-12
1,0,4,-5,1,1,-5,-4,-2,0,-9
2,2,4,-3,4,5,-4,3,2,-5,-104
0,-1,-4,1,2,-1,4,-4,2,5,14
3,-5,5,1,-5,4,2,-5,2,4,62
-5,-3,1,-3,1,3,4,1,2,5,-10
-4,4,-4,-5,5,4,-1,-5,2,-5,112
0,2,0,0,-3,-4,0,2,3,-3,12
-4,0,-5,1,-3,-2,1,-1,0,5,51
5,-3,-1,5,-4,5,5,0,4,5,35
-5,5,5,0,5,-4,1,1,0,-3,15
2,-3,-3,1,-4,1,1,-5,-3,-2,-13
4,5,-2,0,4,5,4,-2,4,-2,124
-2,2,1,5,3,-2,4,-3,2,5,-31
2,1,1,-4,4,5,-5,5,4,-4,-42
1,-4,2,-2,5,-4,1,-4,5,-5,17
-3,-1,0,-4,-2,-2,-4,1,-2,-3,-17
3,4,4,-1,-3,5,4,-2,0,1,13
4,5,0,-3,1,-2,4,3,-2,5,-14
1,-5,5,5,1,-4,-5,-4,5,-5,91
-4,-1,3,0,2,1,5,0,3,-3,-63
2,-1,4,5,2,5,0,3,-4,5,128
0,-1,5,2,5,4,2,2,0,-1,10
3,1,-1,-2,2,1,3,2,-4,-1,-28
3,-1,4,-5,5,4,-5,5,2,5,47
4,-4,-4,1,-2,-3,-3,-2,-3,5,82
0,4,4,-1,-3,-4,1,4,-3,-3,56
-4,4,1,-1,-5,2,2,4,3,0,-51
-1,3,-2,4,-2,5,2,5,-3,-1,-5
4,-5,-2,-5,-1,-3,-5,-1,-1,0,13
-5,4,-2,1,1,3,-1,0,4,-3,19
2,-1,-3,-4,2,4,4,-1,0,2,-6
1,1,2,-5,2,1,-2,-4,-4,1,3
4,5,-4,2,3,1,-4,-5,2,-5,3
3,-1,4,5,4,2,3,4,3,-5,12
-1,0,-5,2,2,5,5,4,4,-3,55
-5,-4,2,0,0,-4,-3,5,0,1,12
1,5,-3,-3,1,-5,4,-1,-4,-5,-82
-3,2,-5,3,3,-3,-5,0,4,-3,-15
-3,-3,2,4,2,-2,1,0,-2,-5,39
5,-4,-4,3,0,0,4,-2,0,-2,-32
5,4,-1,2,5,-1,-4,-1,2,2,-25
3,-1,-4,-5,-1,-3,2,-1,-3,-5,-58
-5,2,0,2,-2,1,4,3,5,2,-112
-2,5,2,-2,0,-3,-2,5,5,4,-18
-3,-5,5,-1,-3,1,4,0,3,4,-9
3,0,3,3,-4,-4,4,-1,2,-2,73
-2,5,1,-3,-2,-1,1,4,0,-3,-8
-4,4,-1,-4,-5,-4,-1,3,5,2,36
1,3,-3,2,5,-5,1,-3,-3,4,29
1,-2,1,-5,3,3,-2,-2,2,3,7
4,4,-4,-5,2,-4,-4,-4,2,-3,-52
0,3,4,-5,-2,4,5,0,-4,-1,-44
4,-2,-5,-5,0,-1,-4,4,-2,-4,29
-3,5,-4,-3,3,5,-1,5,1,-1,35
-4,-2,-5,1,5,4,-1,3,2,-5,131
2,1,-2,-1,4,-1,-5,3,-5,1,52
5,4,-1,-1,0,-3,5,-5,5,4,158
-3,4,-1,2,5,0,2,-4,4,3,-38
0,-5,3,-5,5,-2,-5,-1,-2,5,-55
4,-4,4,-4,2,4,-1,5,5,3,4
-5,0,2,-3,-2,0,2,4,5,2,-56
-1,-4,-2,3,5,-3,-4,4,0,2,-5
-3,-3,5,5,2,-4,4,-2,0,3,-34
-3,4,-2,-3,-1,-2,5,5,3,1,-45
2,0,-4,-4,-4,2,4,-5,5,2,32
1,4,-2,2,5,-1,-3,-5,1,-3,-14
-4,1,-4,0,1,2,-5,3,-2,0,-42
-4,1,4,-1,-4,-2,5,-1,-5,-1,108
2,-5,4,-2,-5,2,-4,-3,4,-5,-100
-5,2,1,1,3,-1,4,4,3,-5,-67
-4,2,3,-5,-1,1,-3,1,-1,-2,-42
5,4,-2,-1,1,1,2,-3,-2,2,-1
-1,5,-5,5,-1,-3,-3,0,-5,-5,-117
2,1,-3,-3,-3,2,1,1,3,0,11
3,-3,1,2,2,2,3,4,-4,2,-35
3,4,4,-4,2,-2,-4,-3,1,4,-52
-5,2,5,-4,3,5,-2,5,0,-4,-115
-4,0,0,-1,3,-3,-2,-2,-2,-5,-25
-3,3,0,5,-2,-4,0,-5,1,5,-1
1,0,-2,3,5,3,0,4,-1,4,-15
-4,4,-2,2,2,-3,2,1,-5,1,20
1,-3,-5,3,2,1,-3,-4,5,-3,-16
2,0,-4,-2,-3,-1,2,1,3,2,31
-3,2,3,5,-5,4,3,1,-3,4,64
2,-3,-5,4,-3,5,2,0,0,-1,-16
-2,0,5,4,-1,-4,-2,-2,-3,2,-28
2,3,2,1,-5,2,-4,3,0,-1,-6
1,-2,5,-5,1,-2,-4,0,-3,4,-57
3,5,3,4,-4,-1,-5,0,4,1,-32
3,-3,-1,1,-1,4,0,-3,4,-4,2
2,3,5,2,-1,4,-5,4,3,-1,-38
5,4,3,1,-2,4,-4,-4,-2,2,79
-2,-1,-3,-1,4,1,-1,1,1,5,-4
5,-4,-4,4,5,0,1,4,0,3,-36
-1,-2,0,5,-5,-2,-1,3,0,5,12
-3,4,2,-4,1,3,4,5,0,0,-17
-4,4,-2,1,-3,-1,3,5,1,-3,-33
5,3,-5,-1,-3,-2,0,5,0,-4,-14
4,-5,1,-1,4,5,1,4,-5,2,-11
-2,2,-1,1,1,-5,3,1,4,5,-9
3,-5,-5,-5,4,2,-3,1,-2,5,-14
4,-1,-4,0,-2,-2,1,0,-5,1,-12
1,1,-4,3,-5,5,1,5,-5,0,-41
-2,2,1,3,4,3,-3,1,3,1,32
1,3,-5,-4,4,-3,1,-5,1,-2,-18
-4,1,-4,1,-4,-3,5,4,-4,4,132
-2,-3,1,4,-1,5,5,0,0,-1,0
0,-5,-2,0,5,2,1,1,4,-2,18
-5,5,0,5,-3,1,3,1,-1,-4,-13
2,2,-1,-3,5,3,2,1,2,0,30
3,-4,3,-4,2,3,-4,-5,-4,-5,-15
1,5,1,-2,2,1,5,-1,-3,-4,-14
-3,-3,5,5,-1,1,1,2,1,5,55
-2,-4,1,-5,1,4,-1,0,-5,0,-3
-5,-4,-5,1,4,0,2,-3,4,1,-25
3,-4,-1,4,-4,0,-5,0,5,0,-91
-4,2,-2,5,1,5,-1,4,5,-4,47
1,-5,-3,-1,-3,-3,-1,0,2,4,41
-1,0,1,2,4,-2,-3,4,-1,5,-19
-3,-3,4,-1,-3,2,-2,4,-4,1,-17
3,1,-5,-5,1,-5,3,3,-2,1,30
-4,5,-5,1,-3,-2,2,-2,3,3,-13
-3,-1,-2,3,0,-5,0,0,3,4,37
5,-5,-3,2,-4,4,5,-4,-5,1,-184
-3,-4,0,1,5,3,-1,4,3,-1,36
1,2,-3,1,1,4,0,5,4,5,-57
5,-4,-4,3,2,2,4,2,0,4,-60
5,-5,3,2,1,5,3,-4,-5,3,-44
3,-3,5,-5,-5,0,-5,4,-4,-5,26
5,1,-1,0,-1,4,3,2,4,-2,69
-4,1,-2,-1,-4,-4,4,-5,-5,3,118
4,-3,-1,-1,0,-3,2,-5,5,1,32
-3,0,-4,2,2,-2,4,-3,-4,-1,28
-3,3,-3,-5,2,-4,0,4,5,4,46
-2,2,1,5,-1,5,-4,0,3,-3,5
-4,2,1,-5,5,3,5,0,4,4,-66
2,4,1,-1,3,1,-3,2,0,0,10
1,3,1,5,-2,-3,-1,5,4,2,4
4,4,-4,4,-1,-4,-4,3,0,0,4
-1,3,1,2,3,-5,-1,-3,0,-5,9
2,0,5,-5,-3,5,0,2,-2,5,85
5,3,1,3,0,3,4,-4,4,-3,89
-2,-1,-5,-4,-2,-3,-5,-3,-3,-2,-32
0,3,-2,5,-1,-4,5,-2,-2,0,-6
-1,-5,1,2,-4,-3,5,-1,2,5,-6
0,-4,-5,2,-5,0,3,-1,-2,-5,-10
3,5,-1,-2,-3,-4,-1,1,1,-4,10
0,-3,-2,4,-3,-5,5,5,0,1,17
3,-5,-1,4,3,-2,4,-2,-5,-4,-93
1,-4,0,-3,2,5,1,3,0,4,6
-3,2,1,-4,5,5,0,-5,-3,-2,5
-1,4,4,3,0,-2,-1,0,-5,-3,27
-3,2,0,-2,2,5,-2,-3,-4,-2,-20
5,-1,0,-4,1,-4,1,-4,-3,2,-24
4,3,3,5,3,-1,-3,-1,1,1,9
1,-4,-4,-4,-2,-2,2,1,1,1,26
5,1,-1,0,5,5,5,-3,5,-3,170
5,2,1,-2,5,4,4,-5,2,-3,56
5,-4,1,-1,0,0,-4,4,-2,-5,19
-3,-5,4,-4,2,0,1,2,-3,0,8
4,-2,-3,-3,-5,-5,-1,-1,2,-2,-12
5,-3,-3,0,1,-1,-1,4,-2,1,-3
5,5,-2,0,-3,-4,5,1,-1,-3,-12
-1,3,-3,2,-4,2,3,4,2,2,-35
-3,-4,-3,-4,-1,5,3,2,3,-2,22
3,3,-3,4,-2,3,2,-2,-2,1,-30
1,3,4,5,-1,-4,1,1,-2,-2,57
0,-1,4,4,-4,4,2,-2,-5,-2,-32
2,-4,1,2,5,-1,-1,2,-5,-5,4
2,4,-2,3,2,2,-5,0,-3,5,16
5,2,-2,5,-3,-4,-4,-4,-1,-5,-8
2,-2,1,-3,2,0,-4,-1,-4,5,25
-3,-2,-2,-5,4,1,5,0,0,-3,26
3,-1,-1,-4,-4,2,1,-3,-4,-5,-9
0,3,-5,-5,2,-5,2,-3,-3,2,65
-4,4,-4,-2,-4,3,4,-3,1,-2,-12
2,5,4,0,-4,2,4,0,3,3,50
-4,-2,-5,-4,1,-3,0,-4,-1,-3,-20
0,4,-5,-1,1,3,2,1,-2,0,8
-3,4,0,2,-4,-1,3,5,-4,5,28
2,5,2,2,1,3,5,-3,4,5,87
3,-3,-1,2,0,-1,5,-3,3,5,39
2,1,-2,0,-5,1,2,4,-5,-4,-15
3,-2,5,1,1,1,0,4,-5,3,15
-5,-5,4,1,-2,-3,-1,5,-2,1,13
5,1,-4,2,-5,2,-2,4,2,-3,-9
-5,5,-3,2,-5,-3,2,4,3,1,-37
-5,5,4,-1,3,2,1,-3,-3,-1,-16
2,-4,-3,-1,0,5,2,1,2,3,-42
1,-4,-4,-1,-5,-4,1,-1,-2,4,82
-3,5,2,-2,3,-5,-1,4,0,2,-54
-2,-4,-1,0,3,-1,-4,5,2,5,26
-5,4,1,2,1,-4,-1,-3,0,-2,-14
-2,-3,3,2,-4,-1,2,-5,3,-2,10
0,3,1,-3,4,-4,-3,-4,4,-4,-3
-3,2,-1,-2,-3,2,-5,-1,1,-5,15
