rows,50000
columns,7
x1,x2,x3,x4,x5,x6,F14
5,2,2,-2,3,3,-3.6
2,-5,2,-4,4,-4,-80.0
-1,-1,1,5,5,3,75.0
3,4,5,-3,-2,-5,-8.0
3,0,1,2,-2,4,inf
-4,1,-5,2,-2,0,0.0
-5,4,5,0,2,-1,inf
5,-5,-4,0,-3,-1,inf
-2,-1,-4,4,1,4,-2.0
2,5,1,-4,-2,-3,-60.0
-2,5,-1,-5,0,1,-0.0
1,-5,1,2,3,3,-90.0
-1,5,-1,1,-5,5,-125.0
-3,1,2,-2,-5,-2,3.3333333333333335
4,-3,-3,-3,1,-3,2.25
-4,1,-5,-1,-3,-2,-0.3
4,-1,-1,5,3,-1,-3.75
-3,-1,-2,1,-4,-3,-2.0
2,0,-4,-2,-5,0,inf
-4,0,0,1,2,-3,inf
3,-3,-3,-5,-3,3,15.0
-1,-2,3,0,4,-1,inf
-1,2,-3,5,4,2,26.666666666666668
-2,2,-2,-1,-4,-2,-4.0
-3,4,2,-3,5,1,10.0
-4,-4,-3,-3,-3,0,0.0
5,-4,5,1,0,1,-0.0
-1,4,2,-2,0,1,0.0
-5,-1,-1,0,-5,4,inf
4,1,2,-2,0,1,-0.0
4,0,-2,-1,-1,-2,inf
-3,-1,-5,1,0,4,-0.0
2,3,3,4,2,-3,-12.0
-5,-2,5,4,5,0,0.0
1,-5,-2,1,2,2,10.0
-1,5,-3,-4,4,3,-79.99999999999999
5,-3,-5,3,-3,-3,3.2399999999999998
3,4,2,-4,-3,0,-0.0
-2,5,2,3,0,-3,-0.0
-2,1,4,-5,-1,0,0.0
-2,-2,2,-4,-1,-5,-10.0
-4,0,2,1,-3,2,inf
1,4,1,-5,-5,2,200.0
5,0,5,3,-4,0,inf
3,-2,-2,0,-1,3,inf
-4,-5,-5,-4,-2,-4,8.0
2,-5,0,-3,2,-5,inf
-2,-5,5,-3,-5,1,7.499999999999999
4,3,-4,-5,1,2,1.875
-4,4,4,4,3,-2,6.0
3,0,5,1,1,3,inf
-4,0,-3,-2,-4,1,inf
2,0,-1,-2,-5,-3,inf
3,-5,-2,2,-1,0,0.0
-4,-2,-2,1,5,0,-0.0
1,-2,-1,0,5,-4,inf
5,5,-2,5,1,-5,12.5
4,-5,4,4,-4,-4,-20.0
3,3,5,-1,5,3,-3.0
-5,4,-3,5,0,3,0.0
-5,-3,-3,-1,-5,2,-2.0
0,2,1,0,-4,-4,inf
4,-4,1,5,1,1,-5.0
-3,-5,4,4,3,4,20.0
0,-4,-5,-4,2,4,inf
-3,4,-4,-4,1,4,-5.333333333333333
5,4,1,-2,-4,4,25.6
-5,0,3,2,1,-2,inf
2,5,-4,1,-1,-1,-0.625
-5,-1,5,-5,-3,-3,-1.8
0,3,-4,2,-1,4,inf
-2,2,1,0,0,-2,inf
4,-2,-2,4,2,2,4.0
-4,4,4,-2,3,-4,-6.0
-4,-2,1,4,-3,1,-6.0
2,4,-5,2,-3,1,2.4
-2,1,-2,-2,5,-4,10.0
2,0,-3,-3,-5,-4,inf
1,-5,5,2,3,-2,12.0
-3,0,-3,-5,-2,2,inf
-1,4,-1,4,3,4,192.0
1,-5,-3,3,3,0,0.0
2,-3,-3,-3,-1,0,-0.0
-3,-5,-5,-4,-4,-4,21.333333333333332
3,-3,2,4,-1,-3,-6.0
-1,1,-4,5,5,0,0.0
1,2,1,-5,-4,-3,-120.0
-2,5,2,-3,5,-5,-93.75
5,-4,3,5,1,2,-2.6666666666666665
1,-3,2,-2,3,-1,-9.0
-1,-1,0,-5,1,0,inf
-3,5,0,-4,1,-3,inf
-5,0,-4,-4,3,-3,inf
3,-2,5,2,-1,-5,-1.3333333333333333
1,-2,-1,0,-5,2,inf
-1,-2,1,1,-1,0,0.0
-2,4,-4,2,3,-3,-9.0
4,-1,0,3,4,-4,inf
-1,1,1,-3,-4,0,0.0
5,-3,-4,-4,2,0,-0.0
3,3,3,-4,-2,-4,-10.666666666666666
-5,0,5,-3,-5,3,inf
-3,-3,3,5,1,3,5.0
0,-2,-1,1,-1,-1,inf
-1,-4,1,1,-5,4,-80.0
-5,-5,-4,-2,3,4,6.0
-3,-5,1,-5,-4,-4,-133.33333333333334
5,0,1,5,-5,-3,inf
3,-1,0,5,5,0,inf
5,5,-4,-2,1,1,0.5
-4,2,-2,-3,-2,0,-0.0
3,1,2,4,-2,0,0.0
-2,3,3,0,-5,2,inf
-4,0,4,5,-4,-1,inf
0,4,3,-4,0,-1,inf
3,1,-1,5,-4,-2,-13.333333333333332
1,0,-5,1,-1,-5,inf
3,0,-1,0,5,-4,inf
-3,-3,-2,-5,-2,2,-10.0
-5,4,-5,0,-3,-4,inf
3,-5,-5,-5,-1,2,3.3333333333333335
3,-5,-2,1,-5,0,0.0
2,1,3,1,1,-3,-0.5
0,3,-2,-3,5,-1,inf
-2,0,3,-1,-4,-3,inf
-5,-2,-5,1,0,1,-0.0
-1,-3,1,1,5,-4,-60.0
3,5,-4,-2,-4,2,-6.666666666666667
1,1,3,4,-4,-3,16.0
-2,-3,2,-4,1,4,-12.0
0,1,0,-2,-5,2,inf
-5,-5,-5,3,-2,-2,-2.4
4,4,-1,2,5,0,-0.0
2,5,-5,3,-2,-4,-11.999999999999998
-2,-1,5,3,-2,0,0.0
2,3,-4,5,5,-5,46.875
-3,-1,3,5,-1,2,-1.1111111111111112
1,-4,3,2,3,0,-0.0
-2,3,-1,-1,-1,-4,-6.0
1,0,-2,-5,-2,-1,inf
-1,-5,-3,5,1,1,-8.333333333333334
0,1,2,2,-4,5,inf
5,-5,-3,2,-3,1,-2.0
-4,0,5,-2,4,1,inf
2,2,3,3,-4,-4,16.0
3,0,-3,-2,1,-2,inf
1,1,0,-3,-1,-5,inf
-3,-2,2,-3,-2,-3,-6.0
0,0,4,4,-5,-2,inf
0,-1,-4,-4,1,-1,inf
1,4,0,5,-1,-3,inf
2,4,-2,-4,-4,5,-80.0
2,1,-4,1,-4,4,2.0
1,-2,3,0,4,3,inf
-2,-3,3,3,5,-5,-37.5
-4,-2,-3,3,-1,-4,-2.0
-4,2,4,1,0,4,-0.0
3,1,3,-3,3,0,-0.0
-4,1,-4,1,-1,5,-0.3125
-1,-5,5,-5,3,-5,75.0
2,-5,3,-1,3,2,4.999999999999999
1,-5,4,-4,-4,-1,20.0
-3,4,3,5,-2,5,22.222222222222225
3,0,-3,-3,-2,1,inf
1,-5,-2,-5,-5,-5,-312.49999999999994
1,5,5,5,1,-4,-20.0
-4,1,4,3,3,4,-2.25
-5,-3,-2,-1,5,5,7.5
0,2,4,5,-3,-3,inf
-3,1,-5,-1,-1,1,0.06666666666666667
2,5,-3,-2,-3,-2,9.999999999999998
0,5,-1,-2,-2,4,inf
2,-1,1,-3,1,1,1.5
-3,0,-1,-3,2,5,inf
5,-4,4,3,-2,2,2.4000000000000004
-5,-3,2,3,2,2,3.5999999999999996
2,-4,4,2,1,-4,4.0
-3,1,3,1,2,2,-0.4444444444444444
-3,5,-2,-2,-1,3,5.0
-5,-5,0,2,3,4,inf
0,-2,-3,2,-3,3,inf
2,-5,-3,-1,-4,-4,-13.333333333333332
-2,0,2,2,0,5,inf
1,-3,-5,5,0,-3,0.0
-3,4,0,-3,-1,-1,inf
-5,0,-1,-2,-3,-4,inf
4,2,5,-2,-5,-4,-4.0
0,3,0,0,-5,0,inf
-1,-3,-1,1,-1,-3,-9.0
3,1,-2,2,-2,-3,-2.0
3,1,-2,5,-3,-1,-2.4999999999999996
1,-1,3,2,-1,0,-0.0
-2,2,2,-4,0,-1,0.0
2,-4,-1,3,3,3,54.0
5,0,4,1,1,-3,inf
1,-4,2,-3,1,0,0.0
-5,0,-2,1,-4,-1,inf
5,3,1,-1,1,-3,1.7999999999999998
0,2,0,0,1,-3,inf
2,0,4,4,3,5,inf
-3,4,1,-2,5,-5,-66.66666666666667
-1,1,0,2,4,5,inf
3,-5,1,4,2,-4,53.333333333333336
0,-5,0,-5,5,4,inf
1,4,-2,-1,-1,4,-8.0
0,5,0,3,-2,5,inf
0,5,-2,-4,5,3,inf
-1,4,-2,3,-3,4,-72.0
-5,0,-5,5,1,4,inf
-2,-2,1,-4,-2,1,8.0
3,-2,-5,4,2,5,5.333333333333333
2,-2,2,-3,4,-1,-6.0
-5,0,1,-4,1,0,inf
2,1,-5,5,-2,-1,-1.0
-4,3,-3,5,5,5,31.250000000000004
0,0,1,-1,1,-5,inf
-1,-4,1,-1,-1,-3,-12.0
-3,-2,-3,-4,1,-2,-1.7777777777777777
0,1,5,0,2,0,inf
4,2,0,4,2,0,inf
-3,0,0,-1,-2,0,inf
-3,-4,2,-4,-3,-3,-24.0
-5,-4,0,2,-1,0,inf
3,3,-5,4,-2,3,4.8
5,5,-2,-5,-5,-3,37.5
1,-1,-5,4,0,2,0.0
2,3,3,-3,2,-3,9.0
3,4,5,-3,0,-2,-0.0
-3,2,1,-5,-5,-5,83.33333333333331
3,0,-2,-1,5,5,inf
-2,-5,0,0,-3,2,inf
5,2,2,-2,-4,2,3.2
-5,3,-4,-2,-3,1,0.8999999999999999
4,0,1,-2,-1,5,inf
1,-2,4,-2,5,-5,-25.0
-4,2,0,3,0,0,inf
0,3,-3,1,2,5,inf
-1,-2,4,-4,2,0,-0.0
5,4,5,0,1,-3,inf
-1,-1,5,-1,4,1,-0.8
2,1,-3,0,-2,2,inf
-1,4,-1,-2,-5,-4,-160.0
-5,5,-1,-3,-4,5,60.0
-4,2,-1,-2,3,0,-0.0
4,3,4,0,2,4,inf
-4,1,-2,-5,-4,-5,-12.5
-2,1,3,0,-2,2,inf
-4,3,0,0,-2,5,inf
2,0,-4,3,2,0,inf
-1,-2,4,1,5,-1,-2.5
-2,-2,-4,-3,2,3,4.5
1,1,-4,-2,2,-4,-4.0
-4,1,-2,3,3,4,4.5
5,-1,-5,-3,3,0,-0.0
-2,4,-3,-3,-3,1,6.0
3,-2,4,4,0,3,-0.0
4,-4,-2,-2,3,4,-12.0
5,3,-1,1,-5,0,-0.0
-1,1,1,2,2,-2,8.0
3,-1,5,1,3,2,-0.4
0,-4,-2,-5,5,3,inf
-3,-3,5,5,-3,4,-12.0
-4,0,0,-1,-1,1,inf
-1,4,-4,0,4,1,inf
-1,-1,3,1,4,-1,-1.3333333333333333
1,-2,-2,2,3,-1,-6.0
2,3,0,3,5,1,inf
4,5,-2,3,0,-2,-0.0
4,3,3,-2,4,-3,6.0
-2,-2,-2,1,2,-2,2.0
3,3,-1,-4,-3,-5,60.0
1,-2,0,3,2,3,inf
4,3,-3,-3,3,2,4.5
-5,4,5,3,0,4,-0.0
1,1,-1,2,-2,-5,-20.0
-1,4,1,5,-2,4,160.0
4,-1,-2,0,-4,-3,inf
-1,-4,-4,-1,-2,-4,8.0
-3,-5,-5,4,-4,2,10.666666666666666
-2,-4,3,-4,4,-2,21.333333333333332
-1,3,-3,-5,5,2,-50.00000000000001
0,-2,0,-3,1,-1,inf
3,-4,1,-2,-1,-5,13.333333333333334
0,1,-3,3,4,3,inf
5,-4,4,-4,1,1,0.8
1,5,5,-5,1,-1,5.0
1,-2,-1,-2,3,3,-36.0
-1,3,5,-3,-3,-2,10.799999999999999
-3,4,-4,0,-4,5,inf
1,-3,1,5,-4,-1,-60.0
3,-1,0,1,-3,-4,inf
1,3,-2,1,2,-2,6.0
1,1,2,4,5,-1,-10.0
-1,3,-2,0,4,-2,inf
-3,2,4,-1,-4,-1,0.6666666666666666
4,4,5,-5,-5,1,5.0
1,4,2,0,0,1,inf
-3,3,-1,1,2,1,2.0
4,-1,-3,4,-1,4,-1.3333333333333333
1,5,0,-3,-2,-5,inf
1,-5,3,0,-5,5,inf
3,3,1,3,-2,1,-6.0
4,4,0,0,5,2,inf
-3,-2,3,-5,4,1,-4.444444444444445
4,-2,-1,4,2,-2,-8.0
2,0,0,5,-4,-5,inf
-3,5,-2,-1,5,5,-20.833333333333336
5,2,0,-3,1,2,inf
5,4,-5,4,-3,-4,-7.68
-2,-4,-1,3,-2,-3,-36.0
-1,3,1,0,-4,-1,inf
-4,5,3,2,5,-5,20.83333333333333
0,-5,0,3,-2,-5,inf
-3,2,-1,-3,-1,-1,-2.0
3,-3,4,-5,-5,-2,12.5
2,1,3,1,5,2,1.6666666666666667
3,-3,3,2,-1,-2,-1.3333333333333333
-3,-2,-1,2,0,0,-0.0
-4,-5,-5,-2,5,-2,-5.0
2,2,-5,5,1,-3,3.0
5,5,3,-4,-5,-3,-20.0
-4,1,-4,-1,-5,5,1.5625
-5,-4,2,4,2,-2,-6.4
1,-3,-2,-1,3,5,-22.5
-3,-3,1,0,-3,3,inf
-4,-4,2,-1,-2,3,3.0
-1,-2,3,2,2,2,5.333333333333333
5,-2,0,1,-1,0,inf
4,4,4,-3,-4,2,6.0
-5,1,3,2,5,-3,2.0
5,2,-5,0,-4,1,inf
5,-4,-4,-4,5,3,-12.0
2,-1,5,5,-5,0,-0.0
-4,-1,0,1,1,-3,inf
-5,0,-3,3,-4,0,inf
-4,-5,-2,-1,-3,2,-3.75
4,-3,-5,0,0,5,inf
4,5,-5,5,0,4,-0.0
5,-1,-4,4,-1,1,-0.2
-1,-3,5,3,-1,5,-9.0
1,-3,-3,3,2,-2,-12.0
-3,3,-1,-5,-4,-5,-100.0
-1,-5,2,0,-5,-5,inf
3,-5,5,-4,5,4,26.666666666666668
2,2,-2,3,0,-1,-0.0
-5,1,-4,-2,-5,-4,-2.0
-2,5,-4,0,4,4,inf
0,-3,3,-4,4,-1,inf
2,-3,4,-1,5,-2,-3.75
-5,0,5,-5,0,0,inf
-1,-4,2,-1,-4,-3,-24.0
-2,2,1,1,4,-2,8.0
3,-3,-3,-3,4,3,-12.0
-5,3,-3,-3,0,-2,-0.0
-4,3,-1,-3,1,-2,4.5
0,-5,2,0,2,1,inf
2,-1,2,-5,-2,-2,5.0
2,5,-2,1,-3,1,3.75
3,1,0,2,1,0,inf
5,-5,3,2,-2,-2,-2.6666666666666665
-5,0,-4,-5,1,-1,inf
-3,-2,-2,-4,4,2,10.666666666666666
1,4,0,-2,2,-2,inf
-3,-5,-3,1,5,3,-8.333333333333334
-3,-1,1,3,5,-4,-20.0
0,-1,4,5,-2,1,inf
3,5,-4,-3,-2,2,-5.0
2,4,0,0,5,5,inf
4,5,0,-3,3,-4,inf
0,-5,1,5,-1,2,inf
5,0,2,0,0,4,inf
0,0,1,0,-5,-5,inf
-1,2,0,5,3,-2,inf
-1,-1,0,-3,-4,-2,inf
-3,-4,-5,-2,1,4,2.1333333333333333
3,5,-1,-1,-1,-1,1.6666666666666667
4,-3,3,2,-1,5,2.5
0,0,-1,-4,1,-5,inf
3,-5,-3,-5,-2,-2,-11.11111111111111
-2,-4,-4,-1,2,0,0.0
2,-2,-5,2,3,-5,-6.0
5,-1,-5,2,-5,0,0.0
-1,-3,2,-3,-2,1,9.0
2,5,3,0,5,2,inf
5,-4,-4,-1,2,-3,1.2
-2,1,-4,-5,4,-5,12.5
-4,5,2,-5,5,0,0.0
3,-5,-1,-5,4,4,-133.33333333333334
3,3,2,4,3,-3,-18.0
-1,1,1,-1,-3,5,-15.0
4,-2,5,-5,0,4,0.0
-5,2,-3,-3,5,1,-2.0
3,2,0,-1,0,5,inf
-3,-2,4,-1,-2,5,1.6666666666666667
-2,1,-3,-3,-2,4,4.0
4,3,-4,3,5,-2,5.625
5,3,-1,5,5,-3,44.99999999999999
0,5,-3,2,-3,5,inf
1,1,4,-3,-3,0,-0.0
2,2,3,2,0,-4,0.0
-2,-2,5,-4,0,0,-0.0
3,4,-3,-1,-3,-4,5.333333333333333
-4,-2,2,-4,-3,-2,-6.0
-2,-4,3,-2,3,1,-4.0
5,4,2,2,-2,-1,1.6
-5,0,4,-1,-1,1,inf
5,-1,-1,4,3,2,4.8
2,0,-2,3,-3,-1,inf
4,3,3,-2,2,-2,2.0
5,-4,2,-5,-3,-3,18.0
-3,3,4,-1,2,2,1.0
-3,-3,0,-4,-4,5,inf
-2,4,-2,-3,1,-4,12.0
3,4,-3,-5,1,3,6.666666666666667
-2,-4,-5,-3,2,-1,-2.4
-2,-5,0,-3,5,-2,inf
1,1,1,0,3,3,inf
0,-4,1,2,5,1,inf
4,-1,-2,5,3,5,9.375
1,4,-2,-4,-5,-5,200.0
4,5,-4,-5,-2,-4,12.499999999999998
4,-1,3,3,2,5,-2.5
3,4,5,-4,-1,0,-0.0
-2,-1,-1,-2,4,-4,-16.0
-5,2,0,-2,5,0,inf
-5,0,-3,-3,4,-3,inf
3,-4,3,2,4,3,-10.666666666666666
1,-5,4,-4,1,3,15.0
2,4,-4,-2,-2,1,-2.0
0,3,-1,-2,0,1,inf
-4,-4,4,4,-4,-5,20.0
1,0,-1,2,5,1,inf
1,5,-3,4,4,-5,133.33333333333331
3,-2,2,5,-1,0,-0.0
-2,-2,4,-2,0,-5,-0.0
-3,-2,4,1,-4,1,-0.6666666666666666
-5,-1,4,4,-1,-1,0.2
-4,3,-5,0,-4,-4,inf
3,-2,4,4,2,-4,5.333333333333333
1,-1,-5,4,-3,-1,2.4
-2,0,-3,-4,-3,4,inf
5,-2,-2,-3,0,2,-0.0
0,0,-4,-2,4,3,inf
-4,-5,2,-4,1,2,-5.0
4,4,-3,-3,-3,5,-15.0
1,-2,-1,0,2,5,inf
3,-4,2,-1,2,-5,-6.666666666666667
1,-2,-2,-1,0,1,-0.0
-3,-4,3,1,-2,2,-1.7777777777777777
-4,3,-3,3,0,-2,0.0
-4,0,-5,-4,-5,0,inf
0,-3,3,-5,-3,1,inf
5,3,-3,-1,-3,-5,3.0
-4,-3,1,-4,-3,5,45.0
0,3,-2,-5,3,-5,inf
3,5,-4,1,-5,0,-0.0
5,0,1,5,4,1,inf
-4,-1,-2,1,-3,1,0.375
-1,-1,3,-3,-1,5,5.0
2,4,2,-3,-2,-5,-30.0
1,3,1,-3,1,-2,18.0
4,2,-5,0,-4,-3,inf
1,-4,3,-1,-5,-4,26.666666666666668
-4,-4,1,-2,-4,2,16.0
-1,1,2,5,3,2,-15.0
5,4,3,0,1,5,inf
4,-5,3,-1,4,1,1.6666666666666665
4,-2,4,1,5,-2,1.25
4,-5,-5,3,-1,-3,2.2499999999999996
-1,-2,-4,-4,2,-5,-20.0
-1,5,-3,1,3,-4,-19.999999999999996
3,0,0,-2,2,-1,inf
2,3,-5,-2,5,-1,-3.0000000000000004
0,0,-2,-3,-4,3,inf
-1,1,-1,-1,1,-3,3.0
2,-1,0,3,-1,-1,inf
-2,1,-1,0,-5,-1,inf
0,-1,1,3,-1,2,inf
1,5,-5,3,0,-3,-0.0
1,2,4,-1,-2,-3,-3.0
1,-3,0,5,-5,-2,inf
-3,2,-3,3,-3,1,-2.0
4,-4,0,-1,-1,2,inf
-5,4,4,-1,2,-2,-0.8
1,0,0,1,-5,-1,inf
2,-3,-1,-1,4,-5,30.0
2,2,-4,-3,0,3,0.0
0,-2,2,-5,5,-1,inf
4,-5,2,-1,-1,0,0.0
-1,-3,-1,0,4,2,inf
-3,3,3,-2,2,-5,-6.666666666666667
-2,5,-5,-2,-3,-5,-15.0
-5,-5,-1,-3,-5,2,-30.0
-1,-3,2,3,-1,-3,13.5
4,0,-4,-4,2,4,inf
3,4,2,4,4,-1,-10.666666666666666
2,2,3,-4,2,1,-2.6666666666666665
4,-1,3,2,-1,-3,-0.5
4,-1,2,-4,-5,-5,12.5
-3,4,-5,4,-1,4,-4.266666666666667
0,-5,-3,-4,-4,1,inf
5,4,-5,5,-5,1,4.0
0,3,-2,0,4,4,inf
2,1,-5,0,-3,1,inf
3,-4,1,2,-4,-1,-10.666666666666666
2,1,2,1,1,0,0.0
0,-2,5,4,0,3,inf
2,-2,3,4,-2,-4,-10.666666666666666
4,4,1,-4,2,1,-8.0
1,-1,1,-2,5,-4,-40.0
-2,-5,-3,2,-1,-4,-6.666666666666666
-3,4,0,-4,-1,-3,inf
0,-5,2,-4,-3,-2,inf
-2,5,-5,-3,-4,0,-0.0
1,-4,-3,3,3,2,24.0
-4,2,3,5,5,-5,20.833333333333336
-1,2,2,2,4,-2,16.0
-4,5,-5,3,-2,1,-1.4999999999999998
1,0,-3,1,3,-1,inf
-4,-3,1,-5,-1,5,18.75
4,-3,-2,0,1,5,inf
3,0,3,-4,1,4,inf
4,-5,-4,5,0,-4,0.0
4,-4,4,-4,-5,-5,25.0
-3,2,5,0,-4,1,inf
1,-3,-4,5,-4,-3,45.0
1,5,-5,-1,1,0,0.0
3,2,1,-2,-4,4,21.333333333333332
-4,-5,0,-1,4,-4,inf
-5,-2,-5,5,1,2,-0.8
2,4,-1,-4,-5,4,-160.0
-2,4,-3,4,-4,-2,21.333333333333332
-5,-3,5,-5,2,0,-0.0
-5,-5,-2,2,2,-1,2.0
-1,-2,-5,3,-2,5,12.0
-1,5,-2,1,4,-1,-10.0
-1,5,2,-2,1,5,25.0
-2,-3,0,0,-1,0,inf
-4,-4,4,2,5,-1,-2.5
1,-1,-4,-1,3,1,-0.75
-2,-3,-4,-2,3,-4,-9.0
2,0,1,2,4,-5,inf
2,-2,3,1,4,-5,6.666666666666667
-4,-1,-2,-1,-4,2,-1.0
5,-1,3,-2,2,0,0.0
-4,4,-2,0,2,3,inf
-5,4,-3,-1,1,-3,0.8
0,-2,2,-4,0,0,inf
-1,0,-5,-1,3,-5,inf
-5,2,-5,-3,0,3,-0.0
0,-4,-5,3,2,0,inf
-1,4,-3,0,-4,-4,inf
-5,-2,4,-1,-2,-5,-1.0
4,-4,0,-2,-2,0,inf
5,-1,-1,1,-4,2,-1.6
-2,4,-5,-5,-2,4,16.0
5,-2,-1,-2,4,-5,16.0
-5,2,3,-5,-4,3,-8.0
0,-4,4,-2,0,2,inf
4,-2,1,3,1,4,-6.0
4,1,1,4,-2,1,-2.0
1,-3,2,-5,-2,-1,15.0
-1,4,-3,-5,-1,4,26.666666666666668
5,5,-5,1,5,2,-2.0
-4,4,4,-2,-2,1,-1.0
4,4,2,-1,0,1,-0.0
-5,-1,-3,-2,-5,-2,1.3333333333333333
5,-3,-4,3,-5,0,0.0
5,3,-1,1,-5,-5,-15.0
0,-3,4,-3,-1,-2,inf
0,5,0,4,-5,0,inf
-1,-3,0,0,2,5,inf
0,4,5,4,-3,0,inf
0,-4,-5,-4,4,4,inf
