rows,1000
columns,7
x1,x2,x3,x4,x5,x6,F14
-5,-3,1,-1,2,3,-3.5999999999999996
-2,-1,-3,3,-4,-4,-8.0
4,-5,-2,-1,-2,-1,-1.25
2,0,-4,-5,-4,-3,inf
1,5,3,5,5,-3,-125.0
-1,5,1,4,-3,5,300.0
2,-2,0,-3,-4,-2,inf
-2,-1,-2,-3,-3,2,-4.5
3,5,-3,2,5,1,-5.555555555555556
0,-1,-2,5,-4,5,inf
-1,-4,5,-2,-2,-5,-16.0
1,-1,0,-3,0,1,inf
2,-2,-5,-2,4,1,-1.6
4,3,2,-2,-3,-5,-11.25
3,2,-2,-2,-3,-2,4.0
-5,0,1,-4,2,0,inf
-5,1,-4,-5,-2,-5,-2.5
4,1,-3,2,4,3,-2.0
5,-1,2,2,-4,-4,-3.2
2,4,-3,4,3,4,-32.0
0,5,4,1,2,-3,inf
-4,3,-4,5,4,2,7.5
3,5,3,5,3,-3,-25.0
-3,-1,-3,1,3,4,-1.3333333333333333
1,-4,-4,-5,-1,2,10.0
1,-1,2,1,2,3,-3.0
-4,-5,0,0,-5,-5,inf
-1,-1,1,2,-5,-2,20.0
-4,2,1,-1,-2,5,-5.0
2,-2,-2,-3,-3,3,13.5
-5,4,2,-1,1,3,1.2
-5,-5,2,-4,3,5,-30.0
4,0,3,2,-3,4,inf
-4,-1,4,4,-4,2,-2.0
4,2,1,-4,-3,0,-0.0
-2,-3,5,-5,-1,-4,-6.0
2,-2,-1,-2,2,2,-8.0
-2,2,-4,-4,-5,-3,-15.0
-5,-2,1,1,1,-4,-1.6
0,-2,-2,-3,1,5,inf
4,2,4,0,5,3,inf
3,1,-3,4,-2,-5,-4.444444444444445
5,3,1,0,0,3,inf
5,-1,-3,-5,-4,-3,-4.0
3,1,0,2,4,5,inf
4,0,-5,2,-3,5,inf
-4,-1,5,-2,4,2,-0.8
-4,0,-2,-4,3,1,inf
4,-5,0,0,4,2,inf
5,1,2,5,0,1,0.0
-5,2,5,-2,-3,0,0.0
-1,-3,2,0,5,-5,inf
4,3,-2,-5,4,-4,-30.0
-3,5,4,-4,2,2,6.666666666666667
2,-4,-5,1,2,-5,-4.0
1,-2,-4,-3,3,-1,4.5
-2,-3,4,-5,0,-3,-0.0
4,3,-4,4,-2,2,3.0
2,-2,-1,2,-5,-1,10.0
3,2,2,5,-3,0,0.0
5,0,3,-3,-1,-4,inf
-4,-1,-2,-1,-4,-5,2.5
0,0,3,-5,5,5,inf
5,1,0,-2,5,-2,inf
3,1,-1,-3,-4,4,-16.0
-5,3,-2,-4,-3,0,-0.0
-1,0,-1,-4,1,-4,inf
-4,-1,-4,-5,-4,0,0.0
0,3,4,5,1,-5,inf
-1,-2,-1,3,0,-5,-0.0
-1,-4,-2,1,-4,0,-0.0
3,-3,2,-3,4,3,18.0
-2,2,4,-5,3,5,18.75
0,2,-3,-1,5,-2,inf
-4,-1,4,-1,-5,-1,-0.3125
-3,1,-4,-5,-5,0,-0.0
-5,-3,-4,3,1,2,-0.8999999999999999
-3,-5,2,2,2,1,3.3333333333333335
-5,-4,-4,5,3,-4,12.0
-1,3,-4,4,3,-2,-18.0
3,2,4,3,-5,-4,10.0
2,-5,-5,5,1,1,2.5
3,2,-3,3,0,2,-0.0
0,3,0,5,-2,3,inf
-4,1,-4,4,4,-2,-2.0
0,-5,0,-5,4,-3,inf
-3,2,-5,-1,-3,-1,-0.4
2,-5,-3,-1,3,-1,2.4999999999999996
-5,-4,-2,-1,4,-1,-1.6
2,-4,-3,1,-1,-4,2.6666666666666665
0,5,-4,4,3,-4,inf
-4,-5,3,4,2,-3,-9.999999999999998
3,-1,4,-4,2,-4,-2.6666666666666665
5,-5,-1,2,2,-1,-4.0
1,0,-5,-4,-4,-2,inf
5,0,0,-5,-2,-1,inf
5,-3,-5,-3,0,5,-0.0
-1,0,3,-4,5,-2,inf
-4,-4,-5,-2,0,-5,0.0
-3,3,5,1,-5,4,4.0
0,0,1,2,-1,-5,inf
3,-5,-4,1,2,4,3.3333333333333335
2,1,4,0,-2,-3,inf
-4,-2,-5,0,1,5,inf
2,4,4,-2,-2,4,8.0
-1,1,3,-4,2,-4,-10.666666666666666
0,0,3,-4,4,2,inf
-2,-1,5,3,3,5,4.5
4,1,0,5,3,-4,inf
5,-1,-4,3,-1,-3,0.45000000000000007
-2,0,4,5,4,1,inf
1,-2,-1,2,0,0,0.0
5,-1,3,4,-4,0,-0.0
-1,0,-5,3,-5,2,inf
-1,3,5,4,1,4,-9.600000000000001
-5,-3,1,4,-1,2,-4.8
0,-1,5,-1,-2,2,inf
-5,1,-3,-4,-2,5,2.6666666666666665
-3,-1,1,2,-2,-3,4.0
1,0,-3,4,-5,-1,inf
0,2,-2,-3,-2,-4,inf
2,-5,0,-1,-4,3,inf
-2,-5,-1,-5,5,1,62.499999999999986
2,1,-5,0,5,4,inf
5,0,-5,2,-4,-4,inf
2,4,2,-5,-1,-1,-5.0
4,4,-1,3,-1,3,9.0
3,2,-3,-4,-4,-2,7.111111111111111
-4,-2,1,1,-4,-5,10.0
4,1,-1,-4,-2,4,-8.0
-4,1,-1,4,3,0,0.0
-2,-5,-4,-2,-4,4,-20.0
-1,-5,5,3,-3,-1,8.999999999999998
5,4,0,2,-1,-1,inf
-2,2,-4,-5,0,-4,-0.0
2,0,1,3,4,-2,inf
-5,0,5,2,2,0,inf
-1,1,-1,4,-3,-2,24.0
-1,0,5,-2,1,-4,inf
4,1,1,2,-4,3,-6.0
4,2,1,-5,-1,4,10.0
1,1,0,-1,5,-1,inf
2,4,-4,1,5,-2,5.0
5,-3,-4,0,-3,-5,inf
0,5,-1,-5,-3,2,inf
4,4,0,4,-5,-4,inf
2,-4,3,-1,-5,3,-10.0
-3,4,0,-4,-2,-2,inf
-5,-5,-4,-3,-3,-3,6.75
-5,-4,2,-2,-3,-2,-4.8
-2,-3,5,-1,5,-5,7.500000000000001
-2,1,0,-3,5,-1,inf
-1,5,1,3,0,5,-0.0
-5,5,5,4,0,3,-0.0
-1,3,4,1,-5,-3,-11.25
3,-4,5,0,-5,1,inf
-5,1,-3,-2,-4,2,1.0666666666666667
-1,-2,0,-5,1,2,inf
2,2,-1,-2,0,-5,0.0
5,2,-3,1,-5,4,2.6666666666666665
5,3,3,-5,-3,3,9.0
-5,1,-3,0,-2,5,inf
-5,4,-1,-5,5,-1,20.0
3,-5,4,-2,-4,-1,3.3333333333333335
3,-2,-5,5,-3,-4,8.0
4,-3,4,3,-3,-5,-8.4375
-3,-2,2,-5,2,1,-3.333333333333333
5,-5,2,4,-1,4,8.0
-2,-2,5,-2,-4,-5,-8.0
1,4,3,-5,0,5,-0.0
5,3,-3,-3,-2,2,-2.4
-2,-2,4,4,0,-1,0.0
-4,-5,-3,5,4,-4,33.333333333333336
-1,3,-5,4,0,3,0.0
2,-1,-4,-3,-3,-5,-5.625
-2,1,-3,-1,5,5,-4.166666666666667
-3,-5,-5,-5,3,-2,-10.0
3,-5,0,-4,-1,-5,inf
5,-4,5,4,-4,-1,-2.56
-4,3,-2,1,3,-1,-1.125
4,3,-3,-2,0,-1,0.0
5,-2,-4,-3,1,-1,0.30000000000000004
1,-3,0,5,-5,0,inf
3,4,3,-5,2,4,-17.77777777777778
-5,-4,2,-1,0,1,-0.0
3,-1,1,-1,-3,-3,3.0
4,4,-5,-4,-1,2,-1.6
1,4,1,-4,5,1,-80.0
-2,-2,1,-3,4,2,-24.0
0,-5,-5,-1,2,-2,inf
5,0,-3,-5,-2,-3,inf
0,1,-3,-2,-1,-1,inf
-4,0,0,3,-1,0,inf
5,5,-3,-4,4,4,21.333333333333332
5,0,-3,0,1,3,inf
-5,4,5,5,3,0,-0.0
-4,5,-4,-5,5,-5,39.06249999999999
-5,2,1,3,-3,5,18.0
-1,-2,0,3,4,0,inf
5,1,-4,5,-4,-1,-1.0
-2,-1,-3,3,3,-4,6.0
-2,-3,-4,-3,0,3,0.0
-1,-3,-1,2,-3,-3,-54.0
2,-4,-1,5,-5,-5,250.0
4,-3,-4,-2,3,-5,5.625
0,1,-1,3,4,5,inf
5,-5,3,-4,-1,5,-6.666666666666667
-2,-1,4,-1,1,1,-0.125
4,-3,1,-3,-2,0,0.0
5,4,1,0,-2,0,inf
1,-1,-2,5,-4,-1,10.0
-2,-3,-3,0,2,3,inf
-3,-5,5,0,-3,-5,inf
-1,-5,1,-2,5,1,-50.0
5,-2,4,3,-3,-3,-2.7
-3,-5,2,5,-2,4,-33.333333333333336
-5,3,2,2,-4,3,7.199999999999999
2,-3,0,-4,5,3,inf
-5,-2,-2,2,5,2,-4.0
3,-5,-5,2,0,1,0.0
3,0,5,-1,2,5,inf
0,4,2,4,4,3,inf
-3,-2,-2,3,-1,1,1.0
2,1,-5,-5,5,-3,-7.5
0,2,-4,1,4,-3,inf
0,-5,-4,-1,5,-2,inf
-2,-3,-1,0,0,5,inf
-5,2,-1,-3,-3,4,14.400000000000002
5,-3,4,3,-1,-1,-0.44999999999999996
-2,-5,-5,4,-3,0,-0.0
-3,2,1,0,3,-4,inf
5,-3,-3,5,4,1,4.0
3,4,5,0,4,2,inf
-3,-5,-3,0,-5,-4,inf
5,2,5,3,3,3,2.1599999999999997
0,3,0,0,5,4,inf
-1,1,1,-1,-5,3,-15.0
1,1,4,2,3,1,1.5
-2,-3,5,-1,-3,2,1.8000000000000003
-5,-2,4,3,4,2,2.4000000000000004
2,4,3,-1,5,-5,16.666666666666668
-3,-3,-4,3,-5,4,15.0
2,-4,5,1,-5,-3,-6.0
-1,2,-1,3,0,4,0.0
-3,-1,1,-5,-1,2,3.333333333333333
-2,-1,5,1,-3,5,-1.5
-3,4,-5,2,1,-4,-2.1333333333333333
-5,3,5,-2,4,0,0.0
-2,-2,-3,-5,3,-4,-20.0
-5,-2,-5,-2,0,-5,0.0
5,-3,-4,-2,-3,1,0.8999999999999999
0,-3,1,-1,0,3,inf
2,5,3,-4,-4,-1,-13.333333333333332
5,0,0,-3,-5,-4,inf
-3,3,0,-1,-5,5,inf
-3,5,-5,3,-2,-3,6.0
5,-4,2,2,2,-2,3.2
-1,-2,-1,-3,-2,5,-60.0
-5,1,3,0,-1,1,inf
5,1,3,0,-1,4,inf
0,3,-1,2,-3,2,inf
3,-4,5,0,-5,5,inf
-2,0,1,-3,3,2,inf
5,-1,-5,5,-4,0,0.0
1,0,3,2,3,4,inf
5,0,1,1,-1,-3,inf
-5,2,1,-2,5,0,0.0
1,-2,-4,2,-5,-4,20.0
0,-5,1,-5,1,-3,inf
-5,0,-2,4,-5,4,inf
2,2,5,-1,3,4,-2.4
5,-4,-2,5,1,-1,-2.0
-4,-4,5,3,5,-5,-15.0
4,5,-2,0,0,1,inf
-5,-2,5,2,-2,-3,0.96
-2,-3,-2,-4,-4,-4,48.0
-2,0,-1,5,-2,-2,inf
-1,-4,0,-3,-1,-4,inf
-2,-2,0,-1,-1,-4,inf
-3,-3,0,1,4,0,inf
1,-5,0,3,5,5,inf
0,1,-2,4,5,4,inf
4,-2,1,0,-5,4,inf
4,-3,-5,-4,2,-5,6.000000000000001
3,-1,-3,3,5,0,0.0
1,-1,4,0,1,5,inf
3,-4,-2,2,5,5,33.333333333333336
1,-5,-2,3,4,-1,-30.0
-3,-2,-3,-1,-3,-2,1.3333333333333333
-3,3,2,-4,-1,-5,10.0
-2,5,-3,4,4,-4,-53.33333333333333
5,-5,4,-5,1,4,5.0
5,0,3,-5,4,4,inf
5,2,1,2,-2,1,-1.6
0,-3,-1,4,-4,-3,inf
5,-4,-2,-3,-3,-4,-14.400000000000002
3,-4,0,-4,-4,-1,inf
1,5,-1,5,0,2,-0.0
0,2,1,2,0,-3,inf
0,1,-4,5,0,-3,inf
-2,5,2,2,2,3,-15.0
4,0,5,3,5,-1,inf
0,0,0,2,-5,1,inf
-4,-3,0,-2,-4,-2,inf
-1,5,-5,-1,3,4,-12.0
4,-3,2,-5,-5,-4,37.5
4,1,4,4,3,-1,-0.75
5,4,3,0,5,1,inf
-2,-3,5,4,4,5,24.000000000000004
4,4,4,-5,5,-3,18.75
-4,-3,1,-5,-2,-2,-15.0
-3,4,2,-5,4,-2,-26.666666666666664
2,4,5,3,0,5,0.0
3,5,1,-4,1,-5,33.333333333333336
3,-2,-5,-1,-1,3,0.4
-4,1,3,1,5,-1,0.4166666666666667
4,-2,1,0,-3,-5,inf
-1,3,5,0,-2,-5,inf
2,2,-2,1,-3,-2,-3.0
-4,-5,5,5,-5,5,-31.25
-5,3,-1,-5,-2,-5,-29.999999999999996
-2,4,-2,-4,3,4,-48.0
4,5,5,-3,-2,0,-0.0
2,-4,-3,0,-1,-1,inf
2,2,-5,5,-3,-2,-6.0
-2,3,4,2,-4,4,12.0
-2,3,-2,-2,-2,-3,-9.0
-5,3,-2,4,2,-1,-2.4
2,4,-4,4,5,-4,40.0
1,2,2,5,1,4,20.0
2,1,0,-3,3,-3,inf
5,-3,-2,-2,5,2,-6.0
0,-1,-4,5,0,3,inf
1,-4,-2,5,-5,-2,100.0
-5,-2,2,-3,-5,-1,-3.0000000000000004
3,4,5,0,5,1,inf
-4,4,4,-4,0,0,0.0
0,-5,-4,0,0,5,inf
0,-5,3,0,1,0,inf
0,-4,-1,-5,-1,5,inf
-4,1,2,2,1,5,-1.25
1,-1,0,5,5,0,inf
-4,-1,-2,-2,0,1,0.0
-4,0,-5,2,5,0,inf
4,-5,4,1,-5,-3,-4.6875
-2,4,5,-4,-4,-2,12.8
-5,-5,4,1,-2,-2,1.0
2,-5,-4,-4,4,2,-20.0
0,3,-2,-5,3,-4,inf
1,-4,-2,0,-3,5,inf
0,1,-3,5,2,3,inf
-4,5,-1,-1,4,-2,10.0
-4,1,-1,0,5,-5,inf
3,4,-5,4,0,-3,-0.0
1,-3,3,2,-3,4,24.0
-5,0,2,1,0,2,inf
-2,3,0,-3,-2,4,inf
5,3,-2,-2,4,5,12.0
2,-4,3,-5,-5,-3,50.0
-4,2,0,-1,2,4,inf
2,-1,-2,5,3,5,18.75
5,-4,4,-5,0,-2,0.0
-5,-4,1,-3,5,1,-12.000000000000002
-1,1,-4,4,1,5,5.0
-2,3,2,-3,-1,-1,2.25
0,5,0,-5,-5,4,inf
3,-4,2,2,-5,-1,-6.666666666666667
-4,-1,-1,-3,3,-3,-6.75
2,2,-2,-4,-4,-3,24.0
-5,-1,2,-4,-3,-1,-1.2
-3,-3,-4,4,-4,-1,-4.0
1,5,-5,-2,2,1,4.0
3,2,3,0,-5,1,inf
3,4,0,-1,-2,5,inf
-2,0,-5,-2,-1,-2,inf
-5,0,2,2,-4,-4,inf
5,-5,0,-4,4,1,inf
-5,-5,-4,-1,1,4,1.0
5,4,-4,-2,1,4,1.6
4,-4,4,5,-2,3,7.5
5,5,-2,2,-5,-1,-5.0
1,-3,-5,-4,-2,1,4.800000000000001
-4,-2,1,0,1,2,inf
-3,-4,-4,3,-3,4,12.0
-1,2,-5,4,-5,0,0.0
-3,-2,-2,0,-4,-4,inf
-3,-2,3,0,-2,-2,inf
0,4,-2,1,5,-2,inf
0,3,4,2,1,-5,inf
-4,2,0,1,0,-5,inf
5,-4,0,2,0,0,inf
4,5,1,-3,-3,1,11.25
4,0,-2,0,-4,-2,inf
-2,-3,-4,1,1,4,-1.5
0,-3,-2,-1,-3,-2,inf
5,0,0,0,3,4,inf
-2,-3,4,-3,-1,-2,-2.25
3,5,-1,1,-5,-4,-33.333333333333336
1,-5,5,-4,-4,-2,32.0
-1,-1,-5,4,0,2,-0.0
4,4,-1,-4,-5,-3,60.0
-3,-4,-4,-1,3,2,2.0
3,-4,-2,3,3,-2,-12.0
0,3,5,1,0,-3,inf
-3,4,-1,-2,-1,0,-0.0
4,4,-4,2,-2,3,3.0
-5,-5,-5,5,-1,-2,-2.0
-2,1,1,-1,1,-3,-1.5
-1,5,0,0,-3,-1,inf
-3,4,-3,2,0,-5,0.0
1,4,-4,5,2,-2,20.0
5,4,-1,3,2,-5,24.000000000000004
-3,3,-3,5,-4,3,-20.0
-4,3,1,1,1,-3,2.25
1,3,2,-4,0,2,-0.0
5,-5,-3,-4,-3,2,8.0
-3,5,3,0,-4,2,inf
-3,4,-1,-2,5,2,-26.666666666666668
0,3,4,4,0,2,inf
4,5,5,5,-2,5,-12.5
5,2,2,4,5,-4,-16.0
5,4,1,-4,-2,-1,-6.4
-1,3,-5,1,-1,4,-2.4000000000000004
-2,4,5,-5,0,4,0.0
-1,3,0,0,2,2,inf
-2,-2,1,-4,4,-4,64.0
-5,4,2,5,0,4,-0.0
5,-3,-5,-1,3,-1,0.36
2,-5,3,-3,0,-5,0.0
-1,4,0,-4,-3,-1,inf
-1,1,-1,0,2,-1,inf
-5,-3,-1,-3,5,0,0.0
-5,-2,-1,-1,2,-3,-2.4
2,-5,5,-2,-5,5,-25.0
-2,-5,-2,-2,5,-3,-37.5
1,-1,-2,-1,-5,0,-0.0
1,-5,4,4,1,0,-0.0
0,-1,2,1,-4,5,inf
0,0,3,2,-1,-5,inf
-3,-2,1,1,-4,0,0.0
3,-4,3,-3,-4,4,-21.333333333333332
-1,-3,-1,-2,-3,-5,90.0
-5,-5,-3,3,1,-4,4.0
-2,-5,-1,1,4,4,-40.0
-4,4,1,0,-5,-3,inf
5,1,-4,-3,-2,1,-0.30000000000000004
5,2,-2,5,2,-1,2.0
-5,-2,0,5,1,4,inf
4,-4,-2,-1,2,3,-3.0
-2,-5,0,4,-1,-2,inf
-2,0,-5,-5,2,-5,inf
4,-5,3,3,4,2,-10.0
3,-5,5,-3,-1,2,-2.0
-1,-5,-5,-3,-5,4,-59.99999999999999
-5,1,2,1,5,1,-0.5
-4,-5,0,-3,-3,5,inf
-5,3,1,1,-4,-3,-7.199999999999999
1,2,2,5,4,1,20.0
-2,0,5,2,-5,-2,inf
-2,-3,-3,0,2,-5,inf
2,2,2,-5,3,3,-22.5
-1,5,4,-3,1,1,3.75
-2,-5,3,0,-1,3,inf
-3,-3,-2,2,-2,-5,-10.0
-4,4,-2,-3,0,2,-0.0
0,-5,-4,3,1,-1,inf
-2,-1,-5,-1,-4,4,-1.6
4,-5,5,1,2,5,-2.5
-5,0,1,-1,-4,0,inf
2,5,-4,-4,-4,4,-40.0
-2,-1,2,3,-5,0,0.0
1,0,-2,1,-4,-1,inf
-3,-3,-2,4,-1,-3,-6.0
-4,-4,-3,-2,5,-5,-16.666666666666668
-3,5,1,-5,-1,-5,41.66666666666667
-3,4,-5,-4,0,0,-0.0
3,-5,4,-5,0,-4,0.0
-5,-4,-3,0,2,0,inf
1,-3,-4,4,-3,0,0.0
4,-4,4,0,0,-1,inf
