rows,500
columns,7
x1,x2,x3,x4,x5,x6,F14
3,-3,5,-1,-2,-3,1.2
-3,-3,-2,-3,-3,3,-13.5
3,-5,-5,-1,-4,5,6.666666666666667
-2,-1,0,1,-4,1,inf
1,-2,-5,-3,3,-4,14.399999999999999
-5,4,2,5,0,4,-0.0
-1,4,3,1,3,0,-0.0
1,-2,2,-5,-5,4,-100.0
3,-3,3,-5,-4,4,-26.666666666666668
-4,-2,2,3,-3,-2,4.5
-3,-2,2,1,-5,1,-1.6666666666666667
-3,-5,0,-5,0,1,inf
-1,-1,-3,-3,1,0,0.0
4,-1,-1,-4,2,5,-10.0
-3,0,-1,-5,-5,-5,inf
4,5,3,3,5,-4,-25.0
-2,1,3,-2,5,1,1.6666666666666667
4,4,-5,-4,4,-5,-16.0
2,2,5,-1,5,2,-2.0
0,-4,2,1,-1,-3,inf
2,2,-2,1,1,1,-0.5
-1,-1,-5,-1,-2,-2,0.8
1,-4,-1,-2,2,-3,48.0
2,3,1,-3,2,1,-9.0
1,-3,2,4,-3,-3,-54.0
2,1,1,1,-3,2,-3.0
-4,2,-4,-5,5,-4,12.5
-5,4,-4,5,4,3,12.0
1,4,5,-1,1,2,-1.6
3,-4,1,-3,-1,1,-4.0
5,-3,-4,1,0,-4,0.0
0,0,2,0,2,2,inf
0,-3,-3,3,0,-4,inf
-4,0,3,0,-1,-1,inf
-5,5,-3,-3,5,5,-25.0
4,4,-1,3,0,-1,-0.0
1,5,-3,2,1,5,-16.666666666666664
-2,-1,-3,5,-5,0,-0.0
3,0,-4,4,0,1,inf
-5,-4,-1,5,4,0,-0.0
-1,-1,1,-3,3,-1,9.0
-1,-2,2,-3,1,-2,6.0
3,-3,0,1,4,0,inf
2,-4,-1,-2,4,5,-80.0
2,2,4,-3,1,-1,0.75
4,2,1,4,-4,-4,32.0
-4,2,4,5,3,-4,7.5
0,3,5,2,3,0,inf
0,-4,2,4,1,5,inf
-2,5,3,-1,-3,-3,7.499999999999999
3,-2,-2,5,1,-1,-1.6666666666666665
-1,0,-2,4,4,4,inf
-3,-5,-5,-1,2,3,2.0
0,-4,5,4,-2,-4,inf
-2,-2,-4,3,-3,-1,-2.25
-4,-5,-1,3,2,-4,30.0
2,4,-2,0,0,-1,inf
3,2,0,-4,0,2,inf
-5,-1,-5,-2,-2,1,-0.16
-1,3,-1,3,-2,-2,36.0
4,4,-4,0,-3,3,inf
3,-1,5,-2,5,-1,-0.6666666666666666
-2,-4,-2,-5,-2,-4,40.0
0,2,5,0,5,1,inf
-2,1,-2,-1,4,-3,3.0
1,-1,2,4,1,1,-2.0
2,-5,1,5,-3,-2,-74.99999999999999
5,5,4,3,5,-5,-18.75
5,-5,-4,-5,-1,2,2.5
-1,1,2,1,0,5,-0.0
-3,-5,-5,5,1,-5,8.333333333333334
-5,0,0,3,-4,2,inf
2,2,2,5,5,-1,-12.5
1,1,3,5,0,-4,0.0
5,-1,-4,4,2,0,0.0
-4,-2,0,-2,3,-3,inf
0,-3,-4,-1,2,-4,inf
-4,2,-2,0,3,-2,inf
-5,-2,-2,2,1,-5,2.0
1,3,-2,3,-4,0,-0.0
-1,0,4,-4,3,-5,inf
-2,3,-5,4,1,-3,-3.6000000000000005
5,-4,-5,-4,0,3,-0.0
0,-2,-5,-2,5,4,inf
-1,2,2,4,-1,3,12.0
1,-2,-4,1,2,0,0.0
-5,4,-3,1,-5,2,-2.6666666666666665
4,5,3,2,0,2,0.0
2,-1,0,2,-2,1,inf
0,3,3,2,0,2,inf
0,4,5,-2,5,4,inf
-2,-1,2,-1,-4,-1,-1.0
1,-5,3,-4,-2,-5,66.66666666666666
-2,-1,5,3,0,-2,0.0
-2,0,-2,4,-1,-3,inf
4,3,-1,3,-2,-3,-13.5
0,4,2,-3,-1,1,inf
5,1,-1,4,3,2,-4.8
-1,1,4,-2,-1,-5,2.5
-2,2,-5,2,-5,-3,6.0
-5,0,-5,0,-3,-5,inf
3,0,-2,5,-4,3,inf
1,5,4,-4,-3,-3,-45.0
0,-4,0,1,-2,-4,inf
-5,2,4,-1,5,-4,-2.0
3,1,2,-4,2,4,-5.333333333333333
-5,-1,3,0,-2,0,inf
4,-3,1,3,-1,1,2.25
5,-3,3,-4,3,3,7.2
0,1,-2,-4,1,1,inf
-4,0,-3,3,3,3,inf
5,4,-1,3,-2,-4,-19.200000000000003
-2,5,4,4,2,-3,15.0
3,-3,-5,2,1,0,0.0
2,3,1,4,0,0,0.0
2,-3,1,0,4,1,inf
-5,2,4,-1,2,3,0.6
-5,2,3,-2,1,-3,-0.8
3,4,-3,-5,1,4,8.88888888888889
4,3,2,4,1,4,6.0
-3,3,2,-1,-2,-1,1.0
-4,-2,3,2,5,-4,-6.666666666666667
-2,1,1,-2,3,-1,-3.0
-2,1,-1,4,5,-3,-30.0
5,-2,-3,4,1,-2,-1.0666666666666667
-2,3,-4,3,2,1,2.25
-2,5,-5,-1,-4,-5,-10.0
-5,5,0,0,-1,-4,inf
-3,-4,5,0,2,-3,inf
-4,0,-4,-1,-5,-5,inf
1,-3,1,-3,-1,0,0.0
1,2,2,0,-2,-2,inf
3,-3,2,-3,5,2,15.0
5,3,2,1,-2,0,0.0
0,0,4,-5,5,5,inf
1,1,-3,0,-1,0,inf
-1,-2,5,-1,0,-2,-0.0
-4,-2,-4,0,0,4,inf
4,-2,-5,2,3,2,1.2
-3,-1,3,-3,-1,2,0.6666666666666666
-3,3,-3,-4,4,-1,5.333333333333333
-5,-1,3,4,5,2,2.6666666666666665
-5,-4,-5,5,-5,5,20.0
2,3,5,-3,-2,-3,-5.3999999999999995
5,3,4,-4,3,-3,5.3999999999999995
3,3,4,-1,3,-3,2.25
1,1,0,-4,3,0,inf
3,3,1,1,-4,-4,16.0
2,-2,-3,5,-4,5,-33.333333333333336
-3,2,4,-3,4,5,10.0
4,-1,-3,-5,-3,-2,-2.5
4,5,4,1,3,-4,-3.75
-5,3,-3,5,2,4,8.0
-5,-1,-3,5,-2,-5,-3.3333333333333335
-3,-5,2,5,-2,3,-25.0
3,2,-2,5,-1,3,4.999999999999999
2,0,1,-5,1,3,inf
0,-5,2,-3,0,5,inf
-2,2,-5,-2,-3,4,4.8
2,-5,4,-1,-5,3,-9.375
-3,0,-2,5,3,1,inf
3,-1,1,-4,-1,4,-5.333333333333333
3,-3,5,3,-3,-4,-7.199999999999999
-3,2,3,2,-1,-2,-0.8888888888888888
-4,-1,-1,2,-1,4,2.0
-4,4,4,3,3,4,-9.0
1,1,-1,-1,1,4,4.0
4,-1,3,-2,2,1,0.3333333333333333
0,5,-2,1,-5,-3,inf
0,5,0,-5,-2,4,inf
3,-3,5,5,5,1,-5.0
-3,2,-3,5,2,0,0.0
1,1,-2,-4,2,5,20.0
0,0,5,5,5,0,inf
1,0,-2,-2,1,2,inf
2,-4,5,1,-1,4,1.6
5,1,1,5,-5,-1,5.0
-4,1,2,2,-5,0,-0.0
0,-1,-1,-5,-5,-4,inf
-2,4,-4,-5,-4,5,50.0
-3,-1,4,4,-4,1,-1.3333333333333333
-5,1,-3,5,-2,3,-2.0
-4,-5,3,0,-5,2,inf
-2,2,5,1,-1,-5,-1.0
1,0,-4,4,-2,4,inf
1,-2,1,1,-4,-3,-24.0
-3,2,-3,1,-5,1,-1.1111111111111112
3,-3,-5,3,0,0,0.0
-5,-1,3,4,-5,-5,6.666666666666667
3,5,-4,-2,-3,-3,7.5
-1,4,3,-2,2,-3,-16.0
0,-3,-4,5,-4,5,inf
-4,3,-1,-3,1,-5,11.25
2,0,-4,0,-2,-5,inf
2,-1,2,1,-2,-2,-1.0
2,5,-2,-3,1,-2,-7.5
3,2,4,-2,-4,2,2.6666666666666665
2,-4,3,1,-5,3,10.0
4,-4,0,4,-1,4,inf
0,2,1,-5,3,-4,inf
-3,-2,-2,-4,5,2,13.333333333333334
1,-4,3,4,2,0,-0.0
-2,5,2,-1,4,0,0.0
5,3,3,3,-5,-4,12.0
1,3,1,-5,-2,2,60.0
-2,4,5,-5,2,-4,-16.0
0,0,-2,3,2,-1,inf
3,3,-4,-2,4,5,10.0
-3,5,2,-4,5,0,0.0
-1,2,-5,-2,-3,-3,-7.2
-2,5,4,2,-2,-2,-5.0
0,3,-5,-1,-1,1,inf
2,3,-1,4,-2,-2,-24.0
-3,1,-3,-2,-4,-5,-4.444444444444445
-5,-5,0,-4,3,5,inf
2,-5,-2,-2,-5,2,25.0
-5,1,-3,4,-1,1,-0.26666666666666666
0,4,-2,2,-3,1,inf
-4,5,2,-2,2,1,2.5
-1,3,-1,-1,-5,-4,-60.0
-4,1,-1,3,4,-4,-12.0
5,-5,2,-3,0,-2,0.0
1,-1,2,2,-4,4,16.0
-1,-3,5,1,5,-2,-6.000000000000001
4,-4,3,-4,-1,1,-1.3333333333333333
-3,0,-1,2,-3,4,inf
4,-5,0,1,-1,-4,inf
0,-5,2,-2,-1,2,inf
-4,5,0,-5,-5,3,inf
-2,-4,2,-4,2,5,-40.0
3,3,-2,3,0,4,-0.0
4,1,-3,-1,0,-4,0.0
0,2,-4,5,5,5,inf
0,2,2,-2,2,0,inf
-2,1,-1,-1,-3,-3,-4.5
1,-2,3,1,-3,5,10.0
-2,2,0,3,4,-5,inf
1,0,-5,-1,0,1,inf
3,2,5,5,2,1,1.3333333333333333
2,3,-3,1,1,0,-0.0
2,-2,1,2,5,-3,30.0
-4,-3,-5,-2,3,1,0.9000000000000001
1,-4,0,-4,-2,2,inf
3,4,2,-1,-5,1,3.3333333333333335
4,-5,-3,1,5,-4,-8.333333333333332
2,4,0,4,-1,-4,inf
2,2,-1,5,-4,5,100.0
-3,5,-2,2,5,2,16.666666666666668
-5,-5,2,0,-4,-5,inf
