rows,50000
columns,7
x1,x2,x3,x4,x5,x6,F14
1,1,-1,2,-5,0,-0.0
5,-3,4,-3,2,-2,-0.022222222222222223
4,5,1,2,-1,2,-0.05
-3,-1,-2,3,-3,-3,-0.5
-4,0,-1,-4,1,-5,inf
-3,0,-2,-2,-5,1,inf
-1,5,-4,3,5,2,0.16666666666666666
2,-3,2,0,-5,-5,inf
-4,3,3,-1,-1,-5,0.1388888888888889
-2,-1,1,0,2,-2,inf
-2,3,-4,1,1,-3,-0.125
-4,-3,5,-1,5,5,-0.4166666666666667
-3,5,5,-4,0,0,0.0
4,1,-4,-4,4,1,0.0625
-3,1,-4,1,-2,-3,0.5
-3,-4,3,-4,-3,-3,-0.0625
-2,-2,-3,2,4,4,-0.6666666666666666
0,1,-5,2,5,-2,inf
1,-4,0,4,-2,1,inf
-2,4,5,1,4,5,-0.5
-3,0,4,-2,1,5,inf
-1,0,-5,5,4,-3,inf
4,4,-2,-4,-5,-3,0.1171875
3,-1,3,-3,0,2,0.0
-5,1,-3,-5,0,-2,-0.0
5,5,-5,3,-5,-1,-0.013333333333333334
-5,-2,1,-5,4,2,-0.16
-2,-1,4,-2,5,5,-1.5625
-3,3,-3,-5,5,3,-0.1111111111111111
-3,5,-5,2,-5,-3,0.1
4,4,-2,-5,-5,-4,0.125
0,3,-5,4,-5,5,inf
-3,-1,0,0,0,-1,inf
1,-4,1,5,-2,0,-0.0
-5,5,2,-5,-2,-2,0.016
3,4,-5,-1,-2,3,-0.1
3,0,2,-2,1,-2,inf
1,5,0,-2,5,-5,inf
-1,-2,1,0,1,4,inf
2,1,4,1,-3,-2,0.75
5,5,1,-5,-3,4,0.096
-1,-5,1,-1,-2,-1,-0.4
-2,1,-5,2,3,4,0.6
1,1,-4,-4,1,5,0.3125
4,-1,-3,-3,-3,-2,-0.16666666666666666
2,3,-1,-5,0,2,0.0
2,5,0,5,0,-3,inf
2,2,0,-2,-1,0,inf
4,-3,-2,2,3,1,0.0625
0,-4,0,-2,-1,5,inf
-2,2,5,1,3,2,-0.3
-1,-2,-4,-1,-3,5,-1.875
0,-5,1,-5,-4,5,inf
-5,3,3,4,-5,5,0.1388888888888889
1,-2,-5,0,5,-4,inf
-2,3,-1,2,-2,-4,0.6666666666666666
-5,3,-1,4,1,3,0.05
0,-2,-3,0,1,0,inf
0,2,-3,5,-4,4,inf
5,1,-5,-5,-4,-2,0.064
-5,0,-5,2,4,-5,inf
4,-1,0,-1,4,-5,inf
2,2,-3,-4,-5,5,-0.5208333333333334
5,-4,4,-3,-1,0,0.0
4,-5,5,1,1,3,-0.03
5,-5,2,2,-2,-4,-0.08
-2,3,0,4,1,4,inf
-1,-4,3,4,-1,-3,0.0625
0,3,2,-3,3,-4,inf
-3,-2,1,4,-4,5,-0.8333333333333334
-1,2,-1,3,5,1,0.8333333333333334
-2,4,3,-1,-4,-2,0.3333333333333333
-2,-3,3,-3,5,5,-0.46296296296296297
3,-3,0,4,3,5,inf
4,5,-2,0,-4,-5,inf
-2,-4,5,-3,-4,1,0.03333333333333333
-2,-1,-2,-1,5,0,0.0
-1,1,2,-5,5,-3,-1.5
5,5,4,1,5,5,0.25
2,-3,4,-4,0,-4,0.0
-4,3,2,-2,4,-3,-0.25
0,2,-2,1,-4,-4,inf
4,-3,5,5,3,-5,0.05
2,-3,-3,2,-4,3,-0.3333333333333333
5,1,0,-3,5,-1,inf
-1,-2,2,3,2,2,0.3333333333333333
5,5,3,2,0,-1,0.0
-2,-4,4,3,1,5,0.052083333333333336
-4,-3,-4,-1,0,5,0.0
1,1,-5,-5,3,1,0.12
0,3,-2,5,2,-5,inf
5,1,-3,-3,0,-2,0.0
4,-3,-2,5,3,-5,-0.125
4,-4,0,4,-2,-4,inf
-1,1,3,-2,4,-5,-3.3333333333333335
-2,5,5,2,3,-4,0.12
2,2,-1,0,3,-2,inf
-1,3,4,-5,-1,5,-0.08333333333333333
3,3,1,1,-2,0,0.0
-3,-4,3,2,-4,4,-0.2222222222222222
5,-4,-5,-4,0,2,-0.0
-4,2,-3,-3,2,0,-0.0
-2,5,0,0,-4,-2,inf
-4,2,1,-5,-5,-5,0.625
-4,0,-2,3,4,1,inf
-4,-3,-3,-2,-3,4,-0.16666666666666666
-5,-3,4,0,3,1,inf
-4,-1,-4,0,3,2,inf
3,-1,4,-3,-5,1,-0.1388888888888889
-2,1,-1,-3,3,-1,0.5
4,-4,4,0,4,4,inf
1,5,3,2,3,4,0.4
0,-4,0,4,-4,1,inf
1,2,-1,-2,1,1,0.25
2,4,-3,2,3,0,-0.0
5,-2,4,4,1,-5,0.03125
5,1,-2,-1,-2,0,0.0
0,-3,0,1,2,-1,inf
-4,-3,-3,5,-2,-3,-0.03333333333333333
-2,2,-5,2,4,2,0.2
-3,1,2,-1,-1,-2,0.3333333333333333
-2,-1,-3,5,-1,3,0.1
-2,0,1,-1,0,-4,inf
5,-1,4,-4,-4,-1,0.05
1,-2,-3,-5,5,1,-0.16666666666666666
-1,5,4,5,1,-4,0.04
-5,0,5,1,2,-5,inf
1,-5,-4,5,2,-2,-0.04
-2,3,-4,0,5,5,inf
1,-3,1,4,5,5,-2.0833333333333335
0,-5,2,-5,-2,-2,inf
-3,-3,-3,3,5,4,-0.24691358024691357
-2,0,4,-5,-3,-3,inf
-4,1,4,3,-2,-2,-0.08333333333333333
-4,-5,2,-4,3,-4,0.075
0,-4,-2,-3,5,-2,inf
-5,-1,-1,5,-5,1,0.2
5,-1,5,5,4,1,-0.032
-2,2,4,-1,-5,1,-0.3125
3,-3,3,4,2,3,-0.05555555555555555
2,3,0,2,-5,5,inf
-1,3,1,5,2,2,-0.26666666666666666
1,-2,3,5,0,0,-0.0
-3,-4,-1,4,-2,1,0.041666666666666664
3,0,5,0,0,5,inf
3,0,-4,-1,2,-1,inf
5,3,2,2,4,2,0.13333333333333333
5,3,2,3,-3,3,-0.1
-3,5,-4,-1,5,4,-0.3333333333333333
1,-4,-1,2,0,3,0.0
-3,-2,-1,3,-3,-4,-0.6666666666666666
4,3,5,1,2,1,0.03333333333333333
0,4,2,4,-1,1,inf
-5,0,2,2,5,-4,inf
-5,-5,-4,4,2,0,-0.0
2,3,3,-1,-2,4,0.4444444444444444
0,-2,4,-5,0,-1,inf
0,-3,5,-4,-3,1,inf
-3,0,0,1,-1,-1,inf
-3,1,-3,-1,-5,5,2.7777777777777777
-2,2,-3,-3,-2,4,0.2222222222222222
2,0,-4,5,-1,2,inf
-5,4,1,0,-3,3,inf
1,3,3,2,-2,-1,0.1111111111111111
-2,-1,1,-3,5,-1,0.8333333333333334
-4,-2,4,-1,5,4,-0.625
3,0,1,-5,-2,4,inf
-3,-1,1,-1,-1,-1,-0.3333333333333333
-3,-3,-4,-5,-3,-5,0.08333333333333333
-5,2,3,0,2,4,inf
3,-4,2,0,5,0,inf
-3,1,3,3,-4,4,0.5925925925925926
1,4,-2,5,0,-3,-0.0
5,-2,2,0,3,-1,inf
-2,5,-5,2,-5,-5,0.25
-4,-3,-3,3,-2,2,0.037037037037037035
-3,0,-2,-4,1,4,inf
-5,-1,2,5,-5,4,-0.4
3,4,5,0,4,-3,inf
3,2,0,3,-2,-3,inf
0,-2,-2,5,3,1,inf
2,1,3,1,1,5,0.8333333333333334
-3,3,-3,-2,-2,-1,-0.037037037037037035
4,-3,-4,-4,5,0,-0.0
2,4,-1,1,-4,4,2.0
5,0,-1,-2,4,2,inf
2,4,-4,-5,-1,-2,0.0125
2,2,0,5,-2,4,inf
2,5,-4,-1,4,5,0.5
-3,3,1,0,3,-1,inf
-4,4,1,2,2,-3,0.1875
1,-2,-2,3,-1,-3,0.25
-1,1,2,-2,-1,-2,0.5
-1,3,3,2,-3,2,0.3333333333333333
-1,-4,-5,5,-1,3,0.03
5,3,-2,4,0,2,-0.0
-5,1,-3,3,4,-1,-0.08888888888888889
3,-4,2,4,4,0,-0.0
-2,4,4,-2,0,2,0.0
-5,5,3,-3,1,-2,-0.008888888888888889
-3,3,-4,5,-4,0,0.0
2,5,-1,-2,3,-4,-0.6
4,2,-2,-2,0,-3,0.0
-4,-2,-1,0,-4,-4,inf
3,-2,-5,2,3,0,0.0
4,-4,-1,2,-5,-1,0.15625
-4,0,-3,4,0,-1,inf
-3,1,-5,2,2,-3,-0.2
1,1,-1,-1,-4,5,-20.0
1,-1,4,-3,2,0,0.0
4,3,4,4,2,-1,-0.010416666666666666
4,-3,1,1,-3,-2,-0.5
-5,0,4,-5,2,-2,inf
1,2,-1,-4,-2,-4,1.0
1,2,-2,3,-2,5,0.8333333333333334
5,-5,-2,1,-2,-3,0.12
5,-2,1,1,-1,-1,-0.1
5,-4,2,2,-4,-5,-0.25
4,2,-2,2,3,0,-0.0
1,-5,5,-5,-1,-2,0.016
-5,1,3,-2,-3,3,-0.3
4,4,-5,-2,0,2,0.0
-2,-3,0,3,-2,4,inf
2,-2,2,4,4,1,-0.125
0,1,0,0,-2,-3,inf
1,-2,-4,-2,0,-4,-0.0
-4,4,-3,-2,4,1,-0.041666666666666664
2,-2,-1,-3,1,-1,0.08333333333333333
1,-2,-4,-2,5,-4,1.25
-4,-5,4,-5,-1,-4,-0.01
-4,5,-2,4,1,1,0.00625
0,5,2,-2,-4,2,inf
0,5,-1,-1,-5,5,inf
-1,5,3,0,-5,-3,inf
0,-4,4,-5,4,-2,inf
-3,-2,-5,1,-4,-4,-0.5333333333333333
-4,3,-2,-5,4,-1,0.03333333333333333
-4,0,0,3,-1,-2,inf
2,3,5,2,4,-2,-0.13333333333333333
3,0,5,0,-5,4,inf
-2,-5,-3,2,-3,2,0.1
-1,-2,4,5,-2,-5,0.25
-5,-5,2,-5,-3,-3,-0.036
-2,-5,1,-2,3,0,-0.0
-1,-2,5,-2,-4,-1,-0.2
2,-4,-3,-4,4,2,-0.08333333333333333
2,5,2,-5,-1,-5,-0.05
-1,5,1,-3,4,3,0.8
0,2,2,4,3,-5,inf
0,5,1,2,0,1,inf
4,0,5,-1,-1,0,inf
1,1,-2,3,4,-5,3.3333333333333335
5,3,4,5,4,3,0.04
-5,-4,1,-1,4,-5,1.0
2,-4,-3,5,-3,0,0.0
-2,2,-5,3,-3,5,-0.25
-3,1,-2,0,0,4,inf
1,-5,0,3,-2,-4,inf
2,-1,-3,2,3,-4,-1.0
1,1,-1,-1,-5,-3,15.0
-1,5,-4,2,2,-2,-0.1
2,2,-3,-3,-3,3,-0.25
-4,-4,0,-5,4,5,inf
-4,-1,-1,2,-4,3,1.5
4,4,0,0,4,-3,inf
0,-2,-3,3,-5,3,inf
-5,-5,-5,3,5,-2,0.02666666666666667
-4,3,-4,-2,-3,-5,-0.15625
1,-3,-1,4,-5,5,-2.0833333333333335
1,-2,-4,1,4,-4,-2.0
5,-2,0,1,-5,4,inf
-2,5,-1,4,3,-1,-0.075
3,1,-5,0,3,2,inf
-3,-1,-3,-5,-5,3,-0.3333333333333333
-1,2,0,0,1,1,inf
-1,3,3,-3,-5,2,-0.37037037037037035
0,-2,-2,-1,1,3,inf
-4,0,3,4,0,2,inf
3,1,4,1,-1,-3,0.25
-5,-1,-1,3,-1,-1,-0.06666666666666667
0,2,0,0,5,-4,inf
0,3,4,5,-1,-1,inf
-1,5,5,1,1,-5,0.2
0,0,5,4,3,0,inf
1,-5,-2,1,-4,0,0.0
1,4,2,-4,-1,2,0.0625
2,0,0,4,-1,1,inf
-5,3,5,-5,-1,1,-0.0026666666666666666
3,3,-2,-3,3,-4,-0.2222222222222222
2,0,0,-2,0,3,inf
-2,-5,3,1,1,1,0.03333333333333333
-5,-1,0,-5,3,5,inf
3,-1,-5,4,5,5,0.4166666666666667
4,5,0,0,2,5,inf
-3,-1,1,-5,0,5,-0.0
-2,5,-1,-5,-2,2,0.08
5,-4,-5,-5,4,0,-0.0
1,-5,-5,2,-5,2,-0.2
-1,-2,-4,-4,-4,4,-0.5
-1,1,-5,5,3,3,0.36
-4,2,2,3,2,2,-0.08333333333333333
-1,-5,3,3,5,0,0.0
3,-3,2,5,-4,-1,-0.044444444444444446
3,-5,-4,-3,2,-2,0.022222222222222223
-3,-5,-2,1,-1,-3,-0.1
5,1,-3,-5,-3,3,-0.12
-4,1,0,2,0,4,inf
5,5,-5,-1,-2,-5,0.08
-1,2,4,-1,1,-4,-0.5
3,-1,-2,3,-5,2,-0.5555555555555556
1,2,-5,4,3,4,-0.3
-3,-3,3,1,1,-4,-0.14814814814814814
-2,1,-2,3,5,-3,-1.25
2,-1,-1,-2,3,-2,1.5
-2,1,2,-4,2,-1,-0.125
0,-5,-2,-5,-4,-4,inf
-5,5,0,4,-4,4,inf
4,5,5,1,5,1,0.05
-3,-4,-5,3,4,0,-0.0
-3,-5,-3,4,4,-4,0.08888888888888889
-2,-5,4,0,0,-4,inf
4,-1,0,-2,2,5,inf
-1,2,-4,3,1,5,0.20833333333333334
-4,2,4,-5,-3,0,0.0
1,-3,-2,5,2,-1,-0.06666666666666667
3,4,0,5,3,5,inf
2,0,-1,2,-1,3,inf
2,2,-2,1,4,4,-2.0
1,5,0,0,5,4,inf
-2,-4,4,4,-4,3,-0.09375
1,-2,3,-5,-4,0,0.0
-5,-4,4,2,-1,-5,0.03125
-4,0,5,-5,-5,-3,inf
1,0,2,0,-4,2,inf
5,-1,4,-2,5,2,0.25
4,2,3,5,5,4,0.16666666666666666
-2,4,-4,-2,-4,-2,-0.125
2,5,-5,3,2,-3,0.04
-3,-5,-3,-3,3,3,0.06666666666666667
-5,-5,-1,4,-3,-3,-0.09
0,2,0,5,3,1,inf
5,-3,5,0,2,-3,inf
-4,-1,-1,-5,-4,-4,0.8
4,-4,3,3,3,-5,0.10416666666666667
5,-3,2,-5,0,1,0.0
-5,-2,-2,3,0,2,-0.0
4,-5,-2,2,-2,-2,0.05
-4,1,3,5,3,-3,0.15
0,5,5,-2,-5,-1,inf
3,4,-1,4,-3,-2,-0.125
4,-5,-2,5,-2,-1,0.01
2,5,-2,2,2,-3,0.15
-5,3,4,3,-5,4,0.1111111111111111
3,5,-1,1,1,1,-0.06666666666666667
0,3,0,-5,1,4,inf
3,1,-1,2,2,2,-0.6666666666666666
-5,-3,5,4,-3,0,0.0
3,0,-4,-3,5,-1,inf
-3,2,-5,-2,-4,-4,-0.26666666666666666
5,2,2,-3,0,4,-0.0
-1,5,2,-4,-2,5,-0.25
-4,-5,1,4,-3,-2,0.075
0,-5,2,-2,-4,-3,inf
-1,1,-2,3,-1,-1,0.16666666666666666
-3,-2,4,5,-1,-4,0.03333333333333333
3,-4,2,0,-5,1,inf
-4,3,5,-5,-2,-3,0.02
2,2,3,2,5,-3,-0.625
-5,-3,4,4,0,1,0.0
2,4,-5,4,-1,-4,-0.025
3,2,2,-1,-3,4,1.0
2,1,-2,-4,-2,2,-0.25
2,-4,5,-3,0,2,0.0
1,0,5,4,-1,5,inf
-4,0,4,1,3,3,inf
1,3,-4,1,4,-5,1.6666666666666667
-4,-1,5,1,-5,3,-0.75
2,5,2,-4,-1,2,0.025
0,1,1,2,3,1,inf
-3,-1,3,3,5,2,0.37037037037037035
-3,5,-1,-1,5,0,-0.0
2,4,2,0,2,-1,inf
-5,-4,3,1,-1,3,-0.05
3,5,2,-3,-1,-1,-0.011111111111111112
4,0,0,-1,-2,4,inf
-4,-3,5,5,4,0,0.0
2,-4,-3,-5,0,1,-0.0
4,2,-4,2,2,-5,0.15625
-4,3,-4,-4,-3,-3,-0.046875
-3,4,2,-2,4,2,0.16666666666666666
5,2,-5,-5,1,-4,-0.016
-1,4,4,0,-1,4,inf
-3,1,-4,-2,-2,-5,-0.4166666666666667
-5,-5,1,-4,-2,-3,-0.06
1,3,-5,-1,-1,-3,0.2
4,1,1,5,-4,-3,0.6
2,5,-1,1,-4,5,2.0
2,1,3,3,-1,4,-0.2222222222222222
2,-2,-5,3,2,-1,-0.03333333333333333
5,2,1,-3,4,1,-0.13333333333333333
0,-1,3,3,-5,4,inf
-5,3,4,-5,0,2,0.0
-1,0,-2,-4,2,4,inf
-5,-3,2,-3,-4,-1,-0.044444444444444446
5,1,-3,-2,-2,-1,0.06666666666666667
3,4,3,3,4,2,0.07407407407407407
5,0,-4,5,1,4,inf
-5,-4,2,-5,0,-5,-0.0
-1,2,-2,-5,4,-2,0.4
-2,-2,-1,-2,1,-5,-0.625
-4,-4,-4,-5,-4,0,0.0
3,1,0,4,0,2,inf
4,3,0,3,0,-3,inf
2,1,-3,2,-5,0,-0.0
0,-2,-1,0,3,5,inf
-4,-4,3,0,-5,-4,inf
5,-2,5,1,-2,3,0.12
-2,-1,-5,1,-5,2,1.0
-2,0,-1,-2,-5,2,inf
-4,3,-2,0,2,3,inf
-5,3,0,-3,0,-5,inf
4,-3,4,0,3,1,inf
1,3,1,-5,2,-1,0.13333333333333333
-2,-4,-4,2,2,-3,0.09375
-3,-3,1,3,-3,1,-0.1111111111111111
0,-2,4,-4,1,2,inf
4,0,2,-3,-4,4,inf
-4,1,2,-5,4,2,0.2
1,-4,1,5,2,1,-0.1
0,-5,-4,1,-1,3,inf
2,3,-3,-5,5,-2,-0.1111111111111111
-2,5,5,2,-4,-2,-0.08
5,-2,-4,-2,0,5,-0.0
-5,-3,0,5,4,-1,inf
3,4,4,-1,2,-1,0.041666666666666664
0,4,-2,-2,-5,-5,inf
0,5,-4,-5,5,-4,inf
-5,2,4,-3,-2,4,-0.06666666666666667
2,4,5,3,4,1,0.03333333333333333
1,-4,3,2,-4,0,-0.0
-4,0,3,-1,0,3,inf
5,0,-3,-2,-2,4,inf
-1,-3,-1,-3,2,-3,-0.6666666666666666
1,-4,3,1,-1,1,0.08333333333333333
4,-5,1,0,-1,-5,inf
4,5,0,-1,1,-5,inf
0,5,0,4,-1,4,inf
1,-5,3,3,-1,2,0.044444444444444446
0,-4,4,1,1,-4,inf
-3,1,-2,1,-2,-4,1.3333333333333333
-2,5,-5,5,-4,-2,0.032
-5,3,-5,-1,-5,-2,-0.13333333333333333
1,-5,-4,-2,-2,1,0.05
4,-3,4,-1,-3,-1,0.0625
5,5,0,-5,-3,5,inf
3,3,-3,2,3,-2,0.1111111111111111
-5,2,3,-4,1,3,0.025
2,1,-5,-4,3,-3,-0.225
5,0,-3,-3,3,4,inf
4,-5,-1,5,-2,-1,0.02
1,0,-4,-1,3,3,inf
4,2,-2,2,-2,2,0.125
5,2,-2,0,1,2,inf
0,-5,1,5,2,-4,inf
5,1,-3,-5,-5,-4,0.26666666666666666
4,2,-2,4,-2,5,0.15625
5,2,-3,-5,0,-3,0.0
-1,0,-4,3,5,-2,inf
-3,1,-1,5,-2,-4,0.5333333333333333
-4,-5,2,3,-3,-3,0.075
3,-2,-4,2,-2,1,-0.041666666666666664
-5,1,-2,4,5,1,0.125
4,5,5,-1,4,2,-0.08
-2,-1,4,-2,3,-1,0.1875
