rows,100
columns,11
x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,F20
3,5,-4,3,-1,0,-4,-4,4,-4,-0.8833333333333333
5,-1,-5,2,4,3,-4,-5,2,0,0.1333333333333333
-3,3,3,-4,-4,1,5,4,1,-1,1.2833333333333332
4,-1,1,-1,-1,0,3,-5,3,1,-0.28333333333333344
1,0,4,-4,1,-5,4,4,1,4,3.55
0,0,1,-5,-1,5,-5,2,-5,4,0.35000000000000003
-2,2,-2,5,-2,4,2,1,4,1,2.2
1,4,-2,-2,1,2,0,0,-5,2,2.05
-5,-5,3,-3,-4,5,-5,2,-3,2,0.016666666666666663
1,-3,3,-4,-1,-5,4,2,-1,0,-0.7
-3,-3,0,2,-5,4,3,3,5,-1,-0.25
5,5,-5,-2,0,1,2,3,-5,-1,0.33333333333333326
2,-5,-2,4,4,2,5,0,-3,-4,0.41666666666666674
-4,0,1,0,-5,-1,-3,4,0,-4,-0.7833333333333332
-3,-1,-5,-2,5,2,2,2,2,-5,-0.03333333333333327
-3,2,-1,-3,5,4,4,-5,2,-4,-0.4166666666666665
-1,3,2,4,5,-4,2,-1,2,-4,-0.21666666666666679
-2,-3,-2,2,5,-5,-1,3,1,0,-0.5
-3,3,1,1,-3,-5,5,2,-1,-5,0.966666666666667
1,-5,5,1,-5,0,-4,2,-5,5,2.05
0,1,1,-3,-4,4,-3,-2,-4,4,0.8333333333333335
3,-2,4,-1,-5,1,4,-2,3,3,0.29999999999999993
-4,1,-5,1,-1,4,-4,5,0,-3,0.4166666666666667
2,4,1,-2,5,0,-4,-3,0,2,1.3666666666666667
2,5,2,2,4,-3,1,2,-4,5,3.066666666666667
4,5,1,5,2,5,1,-2,-4,2,3.1
3,4,2,-3,-4,1,-2,-1,-1,2,-0.5
1,4,5,4,-4,5,-2,-5,-2,-4,0.19999999999999996
5,3,4,4,5,4,-3,-3,0,-3,0.48333333333333334
5,5,-2,-4,1,3,2,-4,-3,5,1.1
-5,-1,-2,0,1,-3,4,-2,2,5,-0.5833333333333333
-5,5,0,-1,3,2,2,-2,-3,0,-0.5
1,2,1,2,-1,2,0,4,2,3,3.5833333333333335
3,5,-4,5,1,5,-5,-3,-3,4,1.0666666666666669
2,4,2,5,3,-2,4,0,1,0,2.533333333333333
2,-5,1,1,1,5,0,-1,-1,-2,1.0
2,1,3,4,-1,-5,-2,-3,-1,-3,-1.2833333333333334
2,-5,-4,-3,3,4,4,-2,5,4,0.5
1,-5,0,2,4,5,4,-2,1,1,3.5
1,-3,3,-4,5,-2,5,3,-4,3,1.0666666666666664
-4,-3,2,5,-4,-2,4,0,0,-1,-1.3833333333333333
2,2,-1,5,-4,1,-3,-5,-1,1,0.41666666666666674
-1,-1,5,0,1,5,2,4,1,4,1.4
1,4,1,1,-2,1,5,5,5,-2,3.8500000000000005
5,5,1,-3,1,1,3,0,-4,1,4.15
-1,3,1,2,5,-3,5,-3,4,-4,0.5666666666666667
4,2,0,0,4,-1,1,0,-3,-1,-0.33333333333333326
-1,2,-2,-4,0,-3,2,-4,0,-4,-1.5833333333333333
3,4,-1,1,5,5,3,-2,3,-4,0.8999999999999997
-1,3,4,-1,-5,3,3,0,3,-5,-0.8166666666666669
2,-2,-4,5,-1,0,-1,5,-5,-3,-2.3833333333333333
5,-5,-4,5,1,-3,-3,3,0,-5,0.4166666666666667
1,2,2,-3,2,-1,-4,-3,-3,4,0.5000000000000004
5,3,4,-2,2,-1,-2,-1,3,1,-0.3833333333333335
3,-5,-5,-5,3,-2,2,-2,-2,-1,-1.9333333333333333
0,4,1,-5,3,-1,0,5,-1,-4,-0.6666666666666667
-3,2,-3,2,4,-5,4,5,4,-3,0.75
-4,1,1,-3,2,-1,-1,-1,1,0,-0.08333333333333326
1,-3,1,5,-1,5,-5,-5,4,-3,0.5833333333333335
4,0,3,3,-4,-4,-4,2,4,-2,0.4166666666666665
-1,3,0,0,3,3,2,4,5,0,0.95
4,0,4,-3,-4,-1,-4,1,-3,-4,-0.9166666666666665
3,-2,-3,3,-3,4,1,1,-2,-3,0.9166666666666667
0,-3,2,5,3,5,-1,-3,-5,-1,-1.6333333333333333
-3,3,3,-3,-3,-4,4,-5,-4,4,-0.5333333333333332
-4,-4,3,1,2,4,1,-3,4,4,2.7499999999999996
