rows,50000
columns,11
x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,F20
1,1,0,5,0,-1,-5,4,0,-3,0.916666666666667
0,5,3,-2,-4,5,4,1,-4,1,1.9833333333333334
0,-5,-5,1,2,-3,-1,5,4,0,0.21666666666666684
-3,1,5,-3,1,2,5,-2,-3,2,1.9000000000000001
-4,4,2,0,0,3,3,0,5,5,1.5666666666666664
0,-2,5,2,1,4,-4,-5,-1,-5,-0.2
5,-3,5,2,4,1,-2,2,5,0,2.0166666666666666
-3,-1,5,-4,0,-3,-2,4,5,-4,-2.0166666666666666
-3,-4,2,-5,1,5,-1,0,-3,-3,-0.7499999999999999
4,5,5,1,2,-5,-2,-4,0,-2,0.7
1,-1,1,-5,-4,0,5,-5,-5,0,0.35000000000000003
-4,-4,-3,4,5,3,5,-3,5,5,0.21666666666666679
-4,-2,3,-3,1,-4,-4,5,-4,5,-0.09999999999999998
1,5,3,-5,5,-4,2,-1,-3,-3,0.11666666666666659
-3,1,-3,-3,1,5,1,-2,-3,5,1.5666666666666669
-1,-4,3,5,0,-2,-4,0,-2,2,-1.4666666666666668
1,1,4,1,5,0,-4,-2,3,0,3.0333333333333337
3,5,5,-1,-2,-3,5,-2,0,1,-0.3999999999999999
-3,-1,0,5,1,-3,4,5,3,2,0.8166666666666667
2,5,2,-5,-3,-2,0,-3,4,-5,-0.11666666666666659
2,2,0,-3,5,-2,-5,5,-3,-4,-0.21666666666666662
-5,4,-2,3,-2,3,0,-2,0,1,0.21666666666666656
4,4,-5,-3,-4,3,-3,5,-5,1,0.7166666666666667
-4,2,2,0,-4,3,-4,1,-3,-4,1.0
-4,3,0,-4,0,1,-5,-3,5,-4,0.25
2,1,-3,-2,-2,2,-2,2,5,1,1.8666666666666667
-5,5,0,5,2,4,5,-2,4,-2,0.3999999999999999
-4,0,-4,-2,-4,-4,0,-3,1,-5,-1.0333333333333332
-3,-2,-5,-1,-1,-2,5,3,3,3,-2.3333333333333326
5,2,-1,4,-1,2,-2,-4,2,1,0.19999999999999996
-5,0,1,-3,5,-5,-2,-4,4,5,0.16666666666666674
4,-4,4,-2,2,-1,-4,2,4,1,0.75
-2,-5,5,0,4,-1,-1,5,-4,5,-2.0999999999999996
-1,-2,1,2,-5,4,-1,1,-3,3,0.050000000000000044
-1,3,-4,-1,0,3,-3,5,3,1,-0.3833333333333335
5,-1,0,0,-2,1,0,5,-5,4,-0.050000000000000044
1,2,-2,-1,0,-2,-4,-1,-1,5,-2.55
-3,-5,-3,2,1,1,-4,0,-3,-2,0.55
4,-2,-4,5,0,-5,0,-4,-4,0,-1.0
2,-1,-2,1,5,-3,3,-4,0,0,-0.04999999999999999
-3,-5,3,-4,4,3,0,-2,-3,3,-0.36666666666666664
-4,-3,0,-5,-1,0,4,4,1,0,-0.2833333333333332
-5,0,4,3,5,5,-4,-4,-5,-5,-0.11666666666666681
-3,5,-4,1,-1,1,5,4,-3,-1,-0.2666666666666666
2,-2,2,3,-3,4,-4,2,-1,2,0.5
0,5,-1,-1,2,0,-2,-1,-1,4,-3.55
2,-1,-3,-4,5,-2,3,5,1,-3,-0.1833333333333334
0,2,5,-5,4,3,-4,3,-4,-3,0.5833333333333333
5,-1,0,-3,3,3,2,-2,-2,-5,-1.1666666666666667
5,0,-2,4,-5,5,-2,-3,-5,4,-0.8333333333333333
-1,-3,5,-3,-3,-5,-2,-1,4,-3,-3.5833333333333335
1,1,0,0,4,1,2,-3,-5,5,3.4166666666666665
-1,0,-2,1,-5,3,4,2,5,1,1.5833333333333335
0,2,4,5,5,2,5,-5,-1,1,1.65
1,4,2,0,-5,0,3,-5,0,-1,0.6833333333333333
3,-1,2,2,3,1,4,0,-2,3,1.7499999999999998
3,2,-1,0,3,1,1,-5,5,-3,1.8333333333333333
0,2,-4,5,-5,-3,-1,1,-5,-3,-0.6166666666666666
3,-3,-4,2,-5,3,5,-1,-1,-5,-1.6166666666666667
4,4,-1,2,-2,-5,-1,-5,-5,1,-1.1
-2,0,5,1,-3,0,0,4,3,-5,0.75
0,4,-4,3,-4,-3,2,5,4,-1,-0.30000000000000004
-3,5,4,5,5,-1,-5,-4,4,-4,-0.9333333333333333
2,4,-3,3,-5,-3,-3,5,1,-3,0.7500000000000002
3,5,-5,3,-4,0,-5,5,1,2,1.9166666666666665
2,-3,2,-2,5,5,5,5,5,3,1.5
-3,-4,-5,-5,3,4,-3,-3,-3,0,-1.3999999999999997
4,5,-2,-3,1,2,-3,-4,-5,1,1.3333333333333335
1,-3,0,5,-5,2,2,-1,-3,-2,-0.16666666666666657
3,5,3,1,-4,5,-4,0,-2,5,1.2666666666666666
2,-3,-3,-1,-1,-4,3,4,2,5,-1.133333333333333
-4,-4,4,-5,5,2,-2,3,-1,2,-0.41666666666666674
-1,5,1,4,-4,-2,-3,-4,-2,0,-1.3833333333333333
-4,4,1,2,-3,0,0,4,4,3,2.0
2,0,-5,5,-3,-5,5,-3,0,1,0.8333333333333334
1,0,-5,4,3,1,-1,-3,-3,1,1.7166666666666668
-4,-4,-1,1,-1,-3,5,0,0,5,-1.4333333333333333
1,1,1,2,-5,0,2,-5,5,-4,3.55
-3,-4,1,-1,-2,-2,-2,3,3,4,-1.1666666666666665
1,-4,-2,2,-1,4,1,0,3,2,1.8333333333333333
2,5,-4,-5,-3,0,0,2,-4,-2,-0.33333333333333337
2,-1,3,4,5,1,2,2,4,-2,2.033333333333333
-1,3,-1,2,-3,-3,-3,-1,-3,3,-3.1666666666666665
1,2,-2,-5,3,-2,-2,3,0,4,0.7166666666666666
3,-4,-2,-2,-3,0,5,-2,5,3,-1.0166666666666668
4,-1,1,2,3,3,-4,-3,4,-3,0.75
-3,3,-1,-4,-4,0,-5,1,-1,1,-0.7
4,-1,0,2,4,-3,-2,4,-2,-5,-1.2833333333333332
-2,-4,2,3,3,-2,2,4,-4,1,1.4166666666666665
-3,4,3,3,4,-2,-4,-3,-3,4,-0.33333333333333337
5,-4,5,-3,-2,4,-3,3,1,5,0.7666666666666666
3,0,2,5,-2,3,-5,-3,-3,0,-1.1102230246251565e-16
5,-2,-4,-1,-1,4,2,5,-5,4,-1.5499999999999998
5,-1,-2,-3,-4,1,-4,1,-5,2,0.16666666666666669
-4,5,1,0,-1,0,2,-4,-2,1,0.7
2,5,-4,4,1,-1,1,3,3,3,2.7
-3,-3,-5,1,0,0,-3,-5,3,3,0.2666666666666666
-4,1,-5,4,-3,-2,-5,-4,0,-1,-1.4833333333333334
3,3,-5,-3,-5,-3,0,0,-4,0,-0.65
-4,-4,2,-2,-3,-3,-5,5,-1,-2,-2.6666666666666665
3,3,0,3,4,-4,-3,-5,-2,-3,-0.3666666666666666
4,5,-3,-4,-3,3,-5,-5,-4,-1,-1.7833333333333332
4,-2,-1,0,-1,-2,3,-4,5,-4,-2.7166666666666663
-2,5,5,-1,-1,3,-5,1,4,-5,-0.9166666666666667
1,-3,-5,0,-4,4,-3,4,3,0,0.7166666666666668
-5,5,-3,-2,-1,0,2,-3,2,2,-0.6666666666666665
-4,-5,2,-3,4,5,0,5,5,-3,0.23333333333333334
-2,5,5,-2,2,0,1,0,4,5,1.3499999999999999
-1,-2,2,1,3,3,1,-2,1,5,2.3666666666666667
-4,-4,5,2,-5,-1,4,-1,-2,4,-2.0
-3,5,4,5,-2,5,-5,-4,0,-5,-0.6333333333333333
1,1,-3,-5,4,1,-2,2,1,0,3.716666666666667
-5,2,2,0,-1,2,5,1,-4,0,1.25
-2,-5,4,5,1,5,2,3,4,-5,1.8333333333333333
3,2,0,4,2,2,-4,-2,-2,2,1.333333333333333
-2,5,-5,-2,5,3,-5,-4,3,5,-0.38333333333333347
0,2,1,5,3,-3,-5,4,2,0,2.25
-1,3,-2,-4,3,4,3,2,-3,5,-0.13333333333333353
2,4,4,2,1,3,4,0,-5,-2,2.3833333333333333
0,1,-3,-1,1,-4,4,-2,0,-5,-0.03333333333333327
-5,2,3,-1,-5,4,5,0,3,1,1.2166666666666668
-3,1,-4,-5,-4,2,-4,1,-5,-2,0.5166666666666668
1,2,2,0,0,-3,2,-3,4,3,2.4166666666666674
2,-4,1,-4,-2,-4,4,4,-3,3,0.75
1,-1,4,4,-4,5,-4,-2,-5,3,-0.16666666666666669
-5,3,-2,5,3,2,-2,-5,1,5,1.1666666666666665
-5,-5,3,2,0,-5,5,-5,3,0,0.5666666666666667
2,1,-1,2,-2,-1,5,-5,2,4,0.25
1,1,4,-2,-3,5,3,0,-4,-2,1.2
2,-1,-3,3,4,-1,4,-2,-3,1,-0.8333333333333333
4,0,-1,3,2,4,-4,1,-3,3,1.0833333333333333
3,5,-2,0,-1,-5,0,-4,-1,-2,-2.916666666666667
2,2,-4,-2,4,1,-3,-2,-1,4,-0.08333333333333326
5,-3,-4,-4,3,3,1,-2,1,4,1.7833333333333332
0,3,-2,4,5,-1,-2,2,2,5,-0.016666666666666774
-2,-4,1,-3,3,0,5,0,-3,-3,-0.21666666666666662
1,-1,2,5,0,0,-2,1,4,3,1.7833333333333332
2,-2,-1,4,-1,1,0,4,-4,-3,-1.0833333333333333
-5,-1,-1,1,0,3,-4,3,0,3,-0.45000000000000034
-2,0,0,3,3,-1,0,-4,1,2,0.4166666666666665
-1,5,4,0,-2,5,1,-3,3,2,0.6499999999999999
1,-5,2,2,-4,-5,0,-3,-3,-5,0.48333333333333356
0,-5,-4,5,3,-5,-4,0,-1,-1,-2.3666666666666667
3,2,3,1,2,4,1,-3,3,-3,3.583333333333333
2,3,3,4,0,4,-4,-5,4,-4,1.2166666666666666
-3,-2,0,-1,-4,-2,-1,3,4,3,-2.666666666666666
-4,4,3,-3,4,5,5,4,-2,-2,-0.09999999999999998
-1,0,0,-3,-2,4,0,-4,1,-1,-1.8333333333333333
2,-2,-2,1,2,-3,4,2,-3,-1,0.08333333333333348
3,1,5,1,1,5,-5,-5,5,-3,3.1999999999999997
0,5,2,0,1,-5,-2,0,0,3,1.3333333333333333
5,-4,3,2,4,1,3,-3,-5,3,2.1666666666666665
-3,2,1,-1,-3,5,0,-3,-3,-5,-0.8333333333333333
-3,1,5,4,-1,-1,-1,0,4,3,-1.3
-3,4,-1,3,5,4,-3,2,2,-2,-0.1333333333333333
-2,0,-1,2,2,4,4,1,4,-4,1.0
1,-2,-4,1,-2,-2,-4,-3,-4,5,-0.38333333333333325
-2,5,-4,-4,-5,5,-1,-1,0,4,-2.55
-4,5,-1,-5,-3,-4,0,-1,5,2,-2.133333333333333
5,4,3,-2,-1,-3,-2,2,0,-1,-2.05
-2,-2,0,2,-1,-3,-2,4,-1,1,-2.083333333333333
-3,-4,-1,-2,-4,2,4,3,3,-3,-1.2499999999999998
0,-1,-4,0,3,-4,3,-5,4,-1,-1.7833333333333334
3,-2,5,-5,-3,-4,-2,-1,3,-3,-2.25
0,-5,-3,3,3,-3,-4,-4,0,1,0.30000000000000004
-4,5,-5,-3,-5,-1,-2,5,0,3,-1.7499999999999998
1,-3,-3,4,3,1,2,-3,5,2,2.7833333333333337
-2,-3,3,5,3,-4,-4,4,1,-4,0.5333333333333334
-1,-5,-1,5,0,-1,4,0,3,1,-1.4166666666666665
-2,-4,0,5,4,-1,1,4,-4,2,0.19999999999999996
4,1,-5,0,1,4,5,0,-4,4,2.5
-5,-1,-3,-5,5,5,1,3,1,-3,0.6666666666666667
0,-3,0,0,-2,-2,3,1,-3,-4,-0.5833333333333333
-2,-4,-5,-4,0,-2,-4,0,-3,-1,-3.283333333333333
5,-5,3,0,3,1,5,0,-1,-2,0.3666666666666665
0,2,-5,2,-5,-3,-4,2,3,5,1.05
2,0,5,-2,-1,-5,-4,-3,1,-5,-0.7833333333333332
-5,-5,5,-3,-3,4,3,-3,-2,3,-0.7833333333333334
5,2,2,5,5,1,2,2,-4,-2,2.8499999999999996
-1,-4,-2,2,5,0,4,1,-2,-3,-0.6333333333333333
-2,5,-4,3,-1,-4,-3,-2,-5,4,-2.25
2,0,-4,0,-1,-2,-2,-3,0,-3,-2.416666666666667
-3,-5,-4,-2,-4,5,0,-4,-3,3,-1.5833333333333333
4,-5,4,1,5,3,5,-5,2,4,2.583333333333333
3,-5,-5,2,-2,-4,-2,0,4,-4,-0.8166666666666667
4,5,-1,5,-1,-3,-1,-4,2,1,-1.4333333333333336
-3,3,-5,2,2,-4,-3,1,-2,-3,0.38333333333333347
-4,5,0,4,-2,2,-1,-1,-5,-3,-2.3333333333333335
2,-3,5,4,-2,0,-1,-3,3,-3,-1.2166666666666666
0,-4,-1,-2,1,-5,-3,2,-4,1,-0.033333333333333215
0,-3,0,-4,2,-4,-4,-2,3,3,-0.4166666666666667
5,5,3,3,-5,5,-5,-4,5,0,0.8166666666666667
1,-2,3,-3,-3,1,-3,-3,-1,-2,-1.0
-3,1,2,4,-3,-5,-1,-2,-3,3,-0.6166666666666665
2,0,4,-1,-5,4,3,5,3,-4,0.41666666666666663
2,3,-4,4,0,5,3,-1,-5,-1,-0.8333333333333335
0,-3,-5,3,5,3,-3,-3,4,3,0.25
0,-2,-1,-4,-2,-2,-1,-2,5,1,-3.05
2,-4,-1,1,3,-3,-3,2,0,-4,0.16666666666666663
2,0,-4,-3,1,-1,4,1,5,-5,1.1666666666666667
-5,5,5,3,-3,2,-4,-4,-4,1,0.95
0,5,5,-3,-3,4,3,4,2,4,1.3166666666666667
-1,1,-2,-1,-2,4,-2,5,3,3,-1.3833333333333333
-1,1,2,4,-1,2,2,-2,3,-4,0.33333333333333326
4,-1,-1,5,-3,5,5,3,5,0,-0.9500000000000002
3,5,0,2,5,1,-2,-5,4,1,2.783333333333333
2,-3,-3,-2,1,-4,-2,-3,-2,1,-0.25
5,-5,-2,3,3,4,-3,-1,-5,-5,-1.3166666666666667
1,1,5,2,3,5,1,0,-3,0,3.900000000000001
1,0,-2,3,-3,-4,-1,-3,-1,0,-2.083333333333333
4,2,2,-2,0,-4,-3,-4,0,4,0.16666666666666669
1,-5,0,-2,3,-4,2,1,-5,-5,1.4833333333333334
4,1,-1,-4,1,-2,3,5,-3,-1,-0.30000000000000004
2,-4,4,4,0,4,3,2,-1,-1,-0.16666666666666674
5,1,-2,-4,1,1,-5,-2,1,-1,1.75
3,-3,4,5,-3,4,-3,2,4,2,1.2833333333333334
1,2,-3,5,-2,-2,-5,5,2,-4,0.6166666666666667
5,2,2,2,-2,-4,-4,2,2,-3,1.3666666666666667
1,4,-5,5,4,-1,3,-4,3,-3,0.5833333333333333
3,-5,-3,5,0,-5,-4,-4,-1,3,-1.3666666666666667
5,-3,1,-4,-2,-1,5,-4,5,-3,-1.0666666666666667
4,-4,3,-5,-4,3,5,-5,4,-3,0.1333333333333333
5,-5,-2,-5,0,-3,-4,-2,-5,5,-1.7833333333333332
-4,0,5,-4,4,3,-5,2,-5,-5,0.18333333333333324
3,-3,2,-5,2,4,0,0,-3,0,0.7166666666666668
-2,-3,2,2,0,-4,5,0,-3,-3,-0.5499999999999998
4,0,-3,-2,4,0,-3,1,4,-1,-0.4166666666666665
0,-5,-3,-5,4,4,1,0,0,2,1.2666666666666666
2,4,3,4,-2,4,-1,3,4,5,0.8666666666666665
5,0,-4,-2,-5,0,-2,1,3,-4,-0.16666666666666669
2,4,1,-3,-1,-5,-2,1,5,-1,-0.08333333333333326
5,-4,-5,-3,3,-1,5,1,2,3,0.7833333333333332
0,3,0,-1,-3,1,0,-2,3,2,0.3333333333333333
1,-2,-4,3,0,-3,3,1,-1,2,1.0833333333333333
4,2,-1,3,-5,0,-2,-4,-5,-3,-1.4
5,-3,3,5,-4,1,2,0,5,4,2.0999999999999996
0,5,-2,-2,4,2,1,-3,0,2,1.1166666666666667
3,4,4,-5,4,-4,5,-4,4,-5,0.6333333333333333
4,-4,-1,-4,-2,3,-4,-3,-4,5,-2.05
-1,4,-1,4,1,2,2,3,-3,-1,-0.5
5,-5,-4,1,3,2,4,0,-5,4,1.8833333333333333
-1,1,-3,-2,-1,4,-5,-2,-4,-3,-2.8666666666666667
3,1,2,5,4,-1,1,0,5,4,2.7333333333333334
-4,-4,-3,2,4,4,-1,-2,-5,-5,-1.7333333333333332
-3,2,-3,3,-1,1,1,-2,-3,2,0.8333333333333335
4,-2,2,-1,4,4,3,5,2,-5,0.5833333333333333
0,-5,1,2,2,-3,2,-1,1,2,2.466666666666667
-3,-2,-3,-4,-2,5,5,-2,4,-1,-2.7666666666666666
5,-3,-2,-3,-2,-2,-2,-1,-4,2,-3.216666666666667
1,3,-5,1,0,4,-5,3,-1,2,2.0166666666666666
-5,1,-2,-4,-5,-4,-4,5,4,4,0.0500000000000001
3,0,2,5,-5,3,5,-3,0,-1,0.033333333333333215
-2,-4,-1,5,-3,-1,1,1,0,5,-0.6833333333333333
-5,5,-5,-3,5,-4,-2,-4,5,-3,-1.4666666666666666
-2,0,1,1,-2,1,2,2,5,3,3.5333333333333337
5,-5,0,-3,4,-2,5,4,-2,1,0.3666666666666667
2,-4,5,-3,-5,-3,-2,5,-4,1,0.03333333333333344
-1,5,-1,5,1,5,4,4,2,4,0.8499999999999999
2,-3,5,3,1,0,1,3,1,1,5.033333333333333
-5,1,-5,-5,1,-5,3,4,3,3,2.45
3,5,-3,1,1,1,-4,-3,-3,-4,2.033333333333333
5,-2,-1,-2,3,-1,1,-4,3,1,-0.3833333333333335
-2,2,-4,5,-3,3,-4,2,-1,-5,-1.0
0,-3,2,1,-1,5,-5,0,-1,4,-0.5833333333333333
-1,2,3,3,0,-2,-4,0,-1,1,-0.5833333333333335
-2,-4,2,5,-5,-5,1,2,3,4,1.6333333333333333
-3,2,2,2,1,-1,4,0,-3,0,1.0833333333333337
-1,-3,4,-4,1,0,3,5,-2,0,-0.29999999999999993
1,-2,-4,-2,-1,-4,-4,4,3,-4,-1.4166666666666667
4,-5,2,-3,0,3,2,-3,-5,-1,-0.48333333333333317
-1,-3,-5,-1,4,2,3,-4,2,3,-0.8666666666666667
-4,-1,-3,-5,0,-5,-2,-2,4,3,-2.4
3,-5,-3,2,0,-3,3,1,-5,0,1.1
1,4,2,1,3,3,-4,4,2,5,4.116666666666667
-2,-4,4,2,0,-5,3,-3,1,-4,0.55
-2,5,-5,-5,-2,1,5,3,5,4,0.7833333333333334
2,2,0,1,0,0,-5,5,5,5,2.4000000000000004
-3,-2,5,4,-3,1,1,-3,5,2,1.6500000000000001
0,1,-2,-2,5,-1,2,4,-1,5,-0.8500000000000001
2,2,-5,1,4,-2,-1,5,5,5,1.1499999999999997
-1,-5,-1,-1,-1,1,-1,-4,1,3,-3.1166666666666667
0,1,2,3,-2,5,3,-3,2,-1,1.0333333333333332
4,-1,4,-4,-3,-1,3,-5,2,0,-1.4499999999999997
3,5,-1,-2,-2,-3,-5,0,5,-5,-2.0
-2,-3,1,-1,-5,-1,-2,1,0,4,-1.2833333333333332
-2,2,-4,-3,0,3,-5,3,-4,-3,-0.7
2,2,4,-4,-3,-4,2,5,2,-1,0.6166666666666667
0,0,-4,-5,-1,0,-4,2,2,0,-0.7
4,2,-1,1,-3,4,1,2,-5,1,2.966666666666667
3,2,-1,2,2,2,1,-5,5,2,2.833333333333333
4,-3,2,-4,-2,-4,0,-3,-5,-1,-2.1166666666666663
-3,1,-4,-3,5,-3,-5,-3,2,2,0.41666666666666674
3,-2,0,-1,0,0,-4,-1,-1,-1,-4.416666666666667
-4,1,5,5,3,4,4,-4,4,3,2.3166666666666664
-5,4,-2,-5,-4,-2,-5,0,0,0,-1.5999999999999999
0,-1,3,-3,4,3,5,1,0,-2,0.2833333333333333
5,-2,3,-2,0,-3,-2,-3,5,2,-0.9333333333333333
2,1,-2,5,5,-3,-2,4,-3,-3,0.15000000000000002
1,3,3,0,4,3,2,0,2,4,3.5
-2,-3,-4,5,5,5,1,4,-4,-3,0.1833333333333333
1,3,1,-2,5,2,-2,5,-1,-3,0.9000000000000001
-5,0,3,1,-3,1,5,0,4,4,2.5
-1,-5,-4,-3,-3,-1,5,-3,-5,-5,-3.6500000000000004
5,3,-2,-3,3,2,5,4,2,-1,0.4833333333333334
5,3,-5,2,5,-3,0,5,-1,2,0.3999999999999999
-1,-1,-2,3,5,4,2,-2,-1,1,-1.7166666666666668
4,5,-4,-1,2,3,5,-1,1,-2,-0.2666666666666667
4,-2,1,2,-2,5,3,2,-5,-5,1.3833333333333333
3,4,5,2,-3,-5,-4,2,-1,-4,-0.25
5,2,-4,0,4,-5,-2,-1,-4,-4,-1.5
1,2,2,3,4,4,-5,-1,1,-4,2.3833333333333333
1,5,3,0,1,-2,-2,4,1,3,3.1166666666666667
-3,-1,-3,-1,-1,2,-3,-5,-3,-4,-4.283333333333333
2,1,3,-1,1,-1,5,5,4,2,1.9833333333333332
1,-2,-3,1,-3,3,-2,5,-4,-4,0.3666666666666667
2,-4,5,0,-1,-4,0,0,0,2,-0.30000000000000004
-4,5,-4,0,3,1,1,2,5,3,3.066666666666667
5,4,1,-4,4,1,2,5,3,-5,3.2833333333333337
-1,1,3,3,-5,-5,5,2,-1,-4,-0.28333333333333344
4,3,-4,-4,2,-2,3,2,-4,2,1.1666666666666665
-5,-5,4,4,1,-3,-3,0,-2,4,0.18333333333333351
0,3,-1,1,-1,-3,4,2,5,2,0.45
5,5,-1,5,5,1,3,0,-1,-2,-0.3666666666666667
-2,1,-1,-3,3,-3,-3,-5,3,5,-0.8333333333333333
1,2,2,-3,-3,3,-3,-2,4,-5,0.8833333333333335
-1,4,-2,3,-5,-5,-3,-4,1,2,-0.3999999999999999
3,-1,3,-3,-2,2,1,2,-1,2,0.33333333333333326
-5,5,0,5,1,3,-4,-1,-1,2,-0.21666666666666679
5,-4,4,-4,3,-1,0,-5,4,-5,-0.8666666666666667
-3,4,4,5,3,-2,2,2,4,3,1.7833333333333332
-2,2,1,4,-5,-5,4,-4,-5,1,1.6500000000000001
4,1,4,-2,0,4,-1,2,4,0,1.0
-5,-1,1,-2,3,5,1,-2,4,3,0.9166666666666667
-1,1,-2,-2,-1,0,1,-1,1,3,-0.6666666666666667
2,3,-3,-5,-3,-5,-5,3,-1,0,-1.1
-1,-5,0,0,-3,-2,-4,4,-3,-2,-2.8666666666666667
0,3,-5,-1,-5,-5,5,1,0,4,0.18333333333333335
2,0,-5,2,-1,1,1,-3,-2,5,1.1666666666666667
-5,2,-2,4,-2,-4,-1,-3,3,-4,-1.95
-2,-2,5,-5,2,4,-5,2,-3,2,0.21666666666666667
4,-3,-1,-4,-3,4,1,4,3,1,1.1666666666666667
2,0,4,1,-1,-2,-2,0,-3,4,-0.33333333333333326
5,3,-3,2,5,-5,-4,0,-2,-1,-1.05
5,-1,1,-3,1,-2,-3,-3,5,1,0.9000000000000001
-4,3,-2,4,2,1,2,-1,4,1,2.083333333333333
1,4,0,3,-4,-3,4,-3,-4,-5,0.46666666666666673
-1,-2,2,-2,-2,2,5,4,4,1,0.19999999999999996
-2,-4,2,-1,-2,-2,3,-1,5,4,-2.466666666666667
1,5,4,-2,-1,-5,3,3,4,-5,0.4666666666666665
5,-1,-3,-1,-1,3,-3,-2,-4,0,-3.8833333333333333
-2,-3,1,2,4,-2,3,-2,3,-2,0.08333333333333326
-5,-4,0,1,4,4,2,0,-2,-1,0.050000000000000044
3,-2,-3,3,2,-1,1,-5,-4,-3,-0.45000000000000007
0,0,-1,-5,-5,2,4,-3,4,5,-0.5333333333333332
-2,-2,-5,5,-3,0,-2,-1,-1,2,-3.333333333333333
3,-3,2,-3,0,-4,-4,3,-1,2,-0.5
-3,-2,-2,5,3,5,2,4,0,-5,-0.0500000000000001
-3,-2,0,4,-5,-2,1,3,4,-4,0.0500000000000001
-3,-1,-4,-5,4,1,-5,5,-3,-1,-1.8666666666666665
