rows,500
columns,11
x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,F20
2,2,-4,3,3,5,1,-4,2,0,2.8666666666666663
5,1,3,3,-3,0,3,2,-3,4,2.2833333333333328
-3,-3,1,0,-1,1,2,-3,0,4,0.75
3,5,-4,5,5,5,-4,4,1,4,2.1333333333333333
5,-4,-3,4,5,-4,-1,-4,-4,1,-0.6833333333333333
0,3,0,1,3,5,-1,-2,5,-4,0.31666666666666643
3,-1,4,3,0,-3,1,-1,2,-1,-0.9166666666666667
-4,2,-4,2,4,-2,4,1,-1,5,0.7
5,-2,0,5,1,5,-1,-4,3,-1,-0.8166666666666667
1,-1,1,-4,-4,4,-2,-4,2,1,1.5
-4,-5,-4,-4,4,-3,-3,-2,-1,0,-2.8666666666666663
0,-3,5,-1,-2,5,-5,0,-3,3,-1.6333333333333333
0,2,-1,5,-5,-5,5,4,-4,0,-0.49999999999999994
-3,0,2,-5,0,-5,1,4,4,5,1.4666666666666666
-3,-4,5,0,-2,4,-5,2,-1,-4,-1.5833333333333333
1,4,-4,-1,-2,3,5,0,-1,-4,-1.2166666666666668
-2,4,2,0,3,-3,5,3,-4,-3,0.1999999999999999
-3,-5,-1,2,3,-3,-3,-5,1,-1,-1.5666666666666664
-1,0,-1,1,-4,-3,2,4,3,-2,-1.0
-1,-5,-1,3,1,-3,-2,2,3,3,-0.5333333333333337
-4,4,-3,3,4,-5,-1,5,5,-4,-0.8
-5,-5,-3,0,3,-3,-2,-4,-4,3,-1.4000000000000001
5,2,-5,1,-1,-2,2,-2,-3,1,0.6666666666666667
5,2,-1,-1,-5,4,-2,-1,2,-1,-3.25
-2,-3,5,1,-5,-5,0,-1,-2,-4,-1.7833333333333332
-4,2,5,3,-5,-3,1,2,1,-5,2.55
-2,0,4,-3,-3,3,2,1,-2,1,1.4166666666666667
1,3,-1,-2,4,-2,2,5,3,1,1.6166666666666667
2,1,-5,0,2,1,5,5,-4,1,3.95
5,5,0,3,1,-4,-5,-1,-1,-5,-0.9166666666666665
3,5,-4,2,5,-5,2,3,-2,-2,0.6166666666666667
0,5,5,-3,-2,-5,2,-1,2,-5,-0.8333333333333333
3,1,2,3,-3,-1,1,1,3,4,3.4166666666666665
-5,0,1,0,1,5,1,2,-4,0,3.25
5,-1,1,-3,2,5,2,2,-2,-1,0.06666666666666665
-5,-1,-3,3,-2,-3,-5,2,0,-1,-2.7333333333333334
1,-3,3,4,-1,-1,2,-2,3,1,0.5833333333333333
2,-4,-2,-5,4,-4,-5,2,2,-4,0.09999999999999998
-3,4,5,5,2,-2,0,2,-1,5,0.016666666666666663
5,4,4,2,4,-4,0,-5,3,-2,0.8333333333333333
-1,-2,-2,-2,-2,-4,3,-4,1,0,-2.1666666666666665
0,-5,-3,-3,-4,0,0,-3,2,-2,-1.45
4,-1,-5,-5,2,2,-3,4,-1,3,-0.8999999999999999
5,3,3,0,-5,2,-4,1,-1,-1,-0.08333333333333326
-5,-1,1,5,0,-1,4,-4,5,-5,-1.0
1,3,-4,2,-1,1,3,-4,0,2,2.1666666666666665
4,-2,-2,4,-1,5,-2,4,3,3,-0.8833333333333335
1,0,-5,2,4,-4,-3,-2,4,-3,0.38333333333333347
4,1,4,2,-3,5,-4,-4,-4,5,1.3166666666666667
-5,-2,-5,4,-5,0,0,3,-3,4,-0.5999999999999999
-2,-1,-3,2,5,4,-5,-2,3,-3,-1.5833333333333333
2,2,0,2,-2,-3,-5,2,1,4,2.216666666666667
2,-2,-4,2,-4,-4,4,1,1,3,2.3333333333333335
-1,-2,4,-3,1,5,4,3,2,-4,0.45000000000000007
-3,-4,-2,1,1,-5,3,5,3,-1,0.5833333333333333
-3,3,3,-4,-2,1,-4,5,5,3,1.0666666666666664
2,2,5,0,5,3,3,1,3,-4,3.15
3,-1,3,-1,5,3,0,-4,0,-4,-1.3000000000000003
-2,5,2,4,-2,1,3,2,2,-2,1.7833333333333332
-3,4,3,1,2,2,-5,5,3,2,3.0833333333333335
-1,1,-5,2,4,1,-1,3,3,0,1.2166666666666666
0,1,-3,-3,4,-2,0,3,1,-2,0.9166666666666667
-2,5,1,2,0,-1,-4,1,-3,-4,0.3666666666666667
3,0,-2,3,1,1,-4,0,5,-2,1.6166666666666667
-2,0,4,5,0,-3,-2,-2,3,-4,-1.3
2,-4,4,3,4,4,1,4,1,-1,2.583333333333333
-3,-5,-2,5,5,5,-2,-1,-1,-5,-3.1333333333333337
-2,-2,1,-5,4,-3,4,5,-1,3,-0.49999999999999994
1,-5,0,-2,-2,3,3,-4,-4,2,0.4666666666666667
5,5,-3,-5,-1,2,0,-4,3,-4,-0.8
-2,5,0,3,2,0,2,4,0,4,1.5333333333333332
-5,-2,1,4,-4,5,0,4,4,-1,0.0
-4,3,-3,3,-4,0,-5,-5,-1,4,-1.3166666666666667
-1,2,1,4,-1,1,-5,4,5,3,1.3333333333333333
0,2,-4,-1,1,-4,2,1,0,4,1.75
3,0,-4,3,5,-1,-4,2,5,0,0.06666666666666671
-4,2,0,3,2,0,-5,-2,5,-5,0.38333333333333325
-1,5,4,2,3,3,4,-5,-2,3,0.49999999999999983
3,5,-2,3,1,2,-1,-2,2,2,1.3666666666666667
2,-5,-1,-4,-5,3,3,2,-1,-2,-1.4833333333333334
0,-5,-4,3,-2,-4,4,-1,5,5,-1.2166666666666668
4,5,-3,-4,1,2,1,5,-2,3,2.4000000000000004
0,-3,3,-5,-2,-3,4,0,-4,-4,-1.2833333333333332
-3,-3,-4,-2,-2,-3,0,0,1,1,-0.25
-5,-3,4,4,3,-1,5,4,1,0,0.75
0,5,-1,-2,-3,1,1,-5,-4,4,0.16666666666666669
2,-5,5,5,5,3,-5,2,-1,5,0.7333333333333332
-4,0,-4,2,-3,1,5,5,1,-4,1.8166666666666664
3,-3,3,3,3,-2,-5,0,1,-4,1.05
1,1,5,-1,2,5,2,-4,-4,5,2.1000000000000005
-4,1,0,3,3,-4,1,-4,-4,2,2.1666666666666665
5,-1,0,0,-5,4,-2,1,4,-1,-1.0
-3,-5,-4,3,-1,4,-2,0,-1,-5,-2.9000000000000004
-1,-5,-1,3,2,3,-1,-4,0,3,-1.9500000000000004
0,-5,2,5,5,-5,4,5,0,5,1.15
2,2,4,0,4,-1,4,-4,3,-3,0.49999999999999994
-4,-2,1,1,-4,-1,-5,3,-1,-4,-1.1166666666666667
0,4,-3,5,-1,-1,-4,4,-3,-3,-2.5500000000000003
5,-2,-3,5,1,5,3,1,-5,1,2.8999999999999995
3,-4,-3,-4,-4,-3,2,4,3,-4,-0.24999999999999994
4,3,-1,-2,-4,-5,-2,-3,-2,-4,-2.95
-4,5,1,2,-5,0,-2,5,-2,-1,-0.55
-4,4,-2,-4,4,-3,1,-2,-4,0,-0.5833333333333333
5,-4,5,-5,-1,1,0,3,-5,-2,-0.41666666666666674
4,2,1,4,0,0,0,-2,-2,-1,0.0
0,5,-5,2,1,2,-2,0,-5,3,1.6333333333333333
2,2,-2,4,-3,-5,3,-5,-1,4,-0.3999999999999999
3,1,2,3,4,-2,4,-2,-5,-1,0.46666666666666656
3,-1,-3,-5,-1,4,1,4,3,-3,-0.7000000000000002
3,1,-3,0,0,3,2,0,-3,1,2.5
0,-2,-5,-1,-4,-1,4,0,-1,-5,-3.9000000000000004
-1,-2,1,5,0,-2,-4,-4,-1,0,-2.3
1,-1,-1,-1,5,-2,-2,4,2,-3,-2.3833333333333333
-3,0,-2,0,-3,5,4,5,-5,2,-0.21666666666666656
-2,5,2,-2,-1,3,5,-1,5,-2,-2.066666666666667
-2,0,5,3,-2,-5,-1,0,5,-1,-2.466666666666667
3,-2,4,-2,-2,-5,1,4,-3,5,0.0
4,0,-5,-4,-1,2,5,0,-4,4,-0.5
-5,3,4,-2,-5,-3,2,-3,3,-2,-0.65
3,-1,-5,2,2,-4,-1,1,-4,-5,-0.5666666666666667
5,3,-2,2,2,-2,-1,-2,0,2,-0.4666666666666668
-3,-2,-2,-1,1,0,5,5,5,5,-0.5333333333333332
-3,3,4,1,-5,0,-2,2,3,0,1.3833333333333333
-2,4,2,-5,-2,-3,3,2,-4,5,0.0
0,3,-5,-5,3,-5,0,0,-3,-5,-0.46666666666666673
-5,-3,0,2,1,-5,3,3,5,-5,1.4333333333333331
-5,-4,4,0,0,-3,-3,4,-4,4,-0.6166666666666667
1,4,-5,5,1,5,-4,-5,1,-3,2.6666666666666665
-4,-1,0,3,2,-4,5,0,2,-3,-0.30000000000000004
-5,1,-4,3,1,-4,1,5,4,0,3.0833333333333335
-3,-1,3,-4,-4,0,-1,5,5,5,-1.8999999999999997
5,-1,-3,-1,-3,-2,2,1,1,3,-0.13333333333333347
-3,2,0,0,-3,-1,4,-4,2,2,-0.16666666666666652
-1,3,2,-3,1,-4,0,5,-1,0,-0.55
1,-1,-3,2,2,-1,0,5,-2,4,-0.3833333333333333
2,3,3,0,-5,4,5,4,-2,-1,0.16666666666666652
0,-2,-4,-5,-5,1,-3,5,2,4,0.4666666666666668
2,2,0,-2,-1,3,-4,-4,1,0,0.33333333333333326
-4,0,-2,4,2,5,5,-4,-2,-2,-0.85
-3,2,-5,1,5,0,0,-3,-4,-4,0.3333333333333335
2,1,-3,-5,4,2,1,-4,2,-4,2.716666666666667
3,3,0,3,5,-4,3,2,5,1,2.9833333333333334
2,-1,4,2,5,1,1,5,1,-4,3.4000000000000004
2,3,-5,-4,-1,3,-5,-3,3,2,0.016666666666666663
-5,4,3,-1,0,-4,2,0,5,-1,-1.1666666666666667
-1,-5,-5,-4,5,0,-3,1,-3,-4,-1.3666666666666665
-2,-1,-5,-3,0,5,4,-5,-3,-2,-2.6166666666666667
0,5,3,1,2,4,-3,3,-5,-3,1.7499999999999998
4,5,-2,-4,-2,-4,-1,-4,-2,0,-2.8
-5,-5,3,-3,1,4,2,0,2,-5,1.6500000000000001
-5,0,4,5,0,2,4,4,-3,1,1.9166666666666667
-4,-5,0,5,1,5,0,-1,-1,1,-0.050000000000000044
2,-3,5,-5,1,2,3,-4,-2,3,1.5833333333333333
-3,4,0,4,5,1,3,-3,0,5,1.5666666666666667
5,0,-4,-1,5,-5,1,-2,-2,3,-0.7166666666666668
-5,5,-3,5,1,-2,1,0,3,0,1.7
3,3,2,-5,-2,4,-5,-1,0,-2,-0.9833333333333334
-2,3,-4,-5,1,1,-1,3,-5,0,0.5166666666666666
-4,-3,-3,-4,3,0,2,1,-5,2,0.9666666666666668
5,5,1,-3,-4,3,0,5,-1,-2,-0.15000000000000013
1,-2,0,-1,3,-4,1,0,-3,-2,-0.25000000000000006
0,3,3,-3,1,5,5,-3,-3,-1,0.06666666666666665
4,0,-5,4,4,-5,4,-2,-2,3,-0.0666666666666666
3,-2,4,1,4,-2,-4,1,-2,5,1.2833333333333332
-3,0,-4,-4,3,0,0,-3,3,-4,-0.75
-2,5,0,-2,-4,0,-1,-3,-2,3,-2.55
-2,1,2,3,-2,3,-4,2,4,-2,1.1666666666666665
2,-1,4,4,-1,0,-5,-5,2,5,-0.7
3,0,4,-2,-5,5,1,-4,0,-1,-0.16666666666666674
4,2,-2,5,0,5,2,-4,-2,-3,0.0666666666666666
-5,5,-3,5,2,2,-5,5,2,5,1.5666666666666667
5,4,2,4,-1,-2,-4,3,-5,-1,-1.4166666666666667
-3,-3,5,-2,-3,5,0,0,1,-3,-0.4333333333333332
5,2,-1,1,-2,-2,-4,4,4,1,0.95
3,5,-3,3,-2,4,-5,2,4,-3,0.49999999999999994
-4,-1,-4,-4,4,1,1,3,-3,-3,0.16666666666666663
4,4,5,1,0,4,2,-2,-5,-2,1.2500000000000002
-5,3,-2,-4,3,-1,-5,4,-1,2,-1.7333333333333334
1,0,1,4,-5,-5,-4,-5,3,1,2.7333333333333334
0,-2,-5,1,5,-5,2,-4,-2,-4,-0.19999999999999996
2,-3,1,-3,-2,1,0,4,-5,-5,1.1833333333333336
0,-3,1,-1,-3,-4,1,3,-1,1,0.41666666666666674
-5,-1,-4,0,0,2,4,3,4,-3,-0.44999999999999996
-2,1,0,3,-2,4,-5,5,3,3,1.2499999999999998
4,-1,2,3,3,3,3,-5,1,-5,1.6833333333333333
4,5,0,2,-3,-3,2,-4,5,5,0.9333333333333333
2,-1,-4,-1,-5,5,-3,-4,2,2,-1.3333333333333335
-5,-1,4,3,5,-1,2,3,2,-1,-1.0833333333333335
1,1,-3,2,2,3,4,-3,-5,-3,2.3833333333333333
-4,-5,1,1,5,5,0,5,4,-1,1.4
-5,-5,4,3,4,-5,2,2,0,5,1.4333333333333333
5,-1,-3,2,-3,1,0,0,-2,3,-0.13333333333333325
5,5,-1,5,-5,1,5,1,4,1,2.85
-3,3,3,-4,-2,0,-5,-4,5,5,-0.46666666666666673
1,2,-4,-1,4,-2,1,-5,-1,5,5.551115123125783e-17
-1,3,-3,3,1,-3,5,-2,4,-2,-0.55
-2,-5,-1,-2,0,3,1,3,3,-5,-0.40000000000000036
3,3,2,4,5,-2,2,-1,0,1,1.6166666666666665
0,4,-4,0,-1,5,-5,-5,2,2,-0.19999999999999996
4,-4,-3,-3,5,2,-4,-5,2,0,0.08333333333333337
0,2,-1,5,3,1,2,-2,0,1,2.033333333333333
-1,4,-3,-1,-4,2,4,4,-1,-1,-3.333333333333333
4,-3,5,5,-4,4,1,2,2,1,3.3166666666666664
-1,5,5,-1,-3,5,1,-1,2,-4,-1.4833333333333334
4,-3,-3,4,-4,2,4,4,2,-4,0.8333333333333335
-2,0,4,4,-3,0,-5,-5,3,-4,-0.6500000000000001
5,-1,-1,1,0,-3,4,1,5,5,0.5166666666666667
4,3,5,3,-2,3,-4,4,-5,-2,0.24999999999999978
-5,-1,-2,-1,2,-4,-5,0,-3,-1,-3.983333333333334
-2,-5,-1,3,-4,-3,-4,4,5,-3,-2.0833333333333335
-5,5,4,4,-3,-2,5,1,0,4,1.1166666666666667
5,-2,4,-5,4,-4,3,1,5,5,1.4833333333333332
5,4,-5,-4,2,3,-4,5,-1,0,-0.21666666666666679
-4,1,5,2,-5,-1,-5,5,1,-1,0.25
-3,2,1,0,4,-2,1,-4,3,-2,1.5
-5,-1,-2,-3,-5,2,2,3,-1,5,-1.7000000000000002
-2,2,1,0,-3,-2,3,2,4,4,1.5
0,-2,4,4,5,-5,5,1,1,1,3.2
5,4,3,5,-2,-5,5,-1,1,-5,0.2833333333333334
4,-3,-4,1,0,0,-4,0,4,0,0.6666666666666667
-4,3,-5,1,2,1,-4,-1,2,4,1.8833333333333333
-1,-1,1,4,3,0,2,3,-5,4,0.4666666666666666
1,-2,5,1,-5,5,0,0,5,4,2.15
4,1,-2,-2,-4,-1,0,0,3,0,-0.6666666666666667
-2,-5,-2,1,2,-4,0,-5,-4,4,-0.14999999999999997
2,0,1,-1,3,5,4,4,3,4,2.1166666666666663
-1,-1,3,3,-3,5,3,-2,-2,5,-1.9333333333333338
-5,1,0,4,1,2,-5,-2,-4,-3,1.2666666666666664
3,-4,-5,5,2,-3,-2,3,2,0,0.5833333333333333
2,-3,-1,-4,-3,-2,1,4,1,5,0.5333333333333334
-4,3,2,1,-5,1,1,5,1,-1,3.583333333333334
5,1,1,2,-2,4,2,-5,3,4,3.3333333333333335
5,-3,1,2,3,3,0,4,-4,-5,1.8333333333333333
0,-5,-4,-4,-3,5,0,-2,0,0,-1.3333333333333333
1,2,2,-3,4,-1,0,4,-5,1,1.9666666666666668
1,2,-5,-1,-3,-1,2,-3,-1,-1,-2.8666666666666663
4,-3,2,5,-5,-1,3,-1,1,-2,-0.75
-2,4,-1,5,0,-3,3,-4,-2,-3,-2.1333333333333333
1,3,2,-3,-1,1,3,3,2,-3,2.333333333333333
3,5,-5,1,2,-4,1,-2,0,-2,1.583333333333333
-2,1,-2,-5,-5,-1,-4,-3,-5,-1,-3.183333333333333
1,5,3,-4,5,3,-4,5,2,-3,1.9333333333333333
1,0,-4,-5,0,0,3,0,-4,-5,0.4333333333333333
4,-3,2,1,-1,2,-3,2,3,-5,1.2166666666666668
2,0,0,-3,-5,3,5,-4,-5,-2,-0.45
-1,1,0,-3,3,1,2,2,-5,4,2.05
3,-1,1,-4,2,4,5,-1,2,4,0.7833333333333332
5,-4,2,-3,-4,-4,-4,1,0,-5,0.16666666666666669
-4,-1,1,-4,-5,-5,-5,-4,-5,-4,-1.7999999999999998
-4,1,0,3,5,0,1,-2,3,-2,1.6166666666666667
-1,3,5,4,1,4,3,3,4,-3,1.6166666666666665
-5,-1,1,-1,0,1,-1,-1,-5,1,-1.4000000000000004
4,-5,-2,-2,3,0,4,1,-2,4,0.3833333333333333
2,-1,-2,1,5,-5,-5,3,2,0,0.6333333333333333
1,5,-1,5,-5,-2,3,-4,-5,0,-0.41666666666666674
1,5,1,2,0,3,-4,-3,5,1,3.6500000000000004
5,5,4,-5,-1,-1,-5,5,1,-4,-0.8
4,5,-4,2,-1,-2,4,1,2,-2,0.44999999999999996
-2,-4,2,0,4,4,-2,1,5,-2,0.44999999999999996
0,-4,0,5,0,2,5,-5,4,-3,0.36666666666666664
-2,1,3,-4,2,-4,2,1,3,-4,2.4166666666666665
2,5,-4,4,0,-3,0,3,-3,-2,-0.13333333333333336
4,0,0,-3,4,4,-2,2,-5,1,1.2166666666666668
-4,4,-3,2,1,0,0,1,-4,-5,1.716666666666667
1,-4,5,-5,0,-3,-2,-4,5,1,0.8666666666666667
-1,5,-5,-4,-3,-5,-5,-1,-3,1,-2.316666666666667
5,2,1,3,-2,-1,2,1,3,-3,2.033333333333333
-3,-4,5,-5,3,-1,5,-3,2,-3,-1.2166666666666666
-3,-3,3,5,-3,0,-1,-2,0,-4,-2.216666666666667
3,1,-3,1,3,4,-3,-4,-4,4,2.0
-4,-3,3,-1,1,2,1,0,-5,4,1.3
0,5,4,0,3,-4,-5,1,4,0,1.5833333333333333
0,-2,-1,2,1,2,1,1,5,-5,2.5
-4,-2,5,-2,-4,2,-5,2,-1,1,-0.5
-4,4,0,-1,0,0,-3,-4,0,4,-1.3333333333333333
3,2,4,-4,3,1,5,5,-5,5,2.566666666666667
-4,4,4,-3,5,5,0,-3,4,0,0.2333333333333334
-1,0,-4,-1,-5,-3,-4,-5,-1,5,-4.033333333333334
0,5,-4,-1,4,5,0,1,-4,4,0.3999999999999999
-5,-4,3,1,5,-2,4,-5,-2,-3,-0.2
5,4,4,1,-3,4,4,-5,5,-4,1.6166666666666667
-4,3,1,-1,-4,5,0,5,-5,2,0.5333333333333332
3,-3,1,-4,-4,4,4,-1,5,-3,-0.1333333333333333
-1,-3,4,-2,0,0,-2,-5,-3,-3,-2.95
4,-2,4,-3,-3,-2,-3,-3,-1,-1,-3.833333333333333
-1,4,3,0,5,5,-4,5,-1,-2,-1.5666666666666667
2,0,-3,-1,-2,2,-4,-3,2,-5,-1.1166666666666665
3,-4,4,-1,-4,-1,-2,2,5,-4,-1.966666666666667
-1,-4,-2,1,5,5,2,-4,-5,-5,-0.5
2,-2,-4,-5,0,3,1,-5,3,-5,0.8166666666666667
-2,2,4,5,-1,1,2,-4,-4,5,0.6499999999999999
-4,3,4,4,2,3,3,2,-5,5,2.25
-2,3,-4,3,1,1,5,-5,5,-5,1.9166666666666667
5,2,-1,-2,0,-1,4,-2,-5,3,-1.9166666666666667
-2,-3,2,4,0,-1,0,3,-3,1,-0.08333333333333326
0,2,-2,1,3,1,5,-3,-2,4,1.9499999999999997
3,-3,-2,-5,-3,-2,-3,4,-5,-4,-2.0666666666666664
-1,3,-3,1,2,4,-4,-1,-3,-1,-1.8333333333333333
4,-2,-5,4,0,-3,-1,1,-5,-1,-1.7333333333333332
5,-1,1,-2,5,0,2,4,3,-3,0.6499999999999999
1,1,-3,-5,-2,-2,-5,1,1,1,3.2666666666666666
-5,4,-4,2,4,3,-4,5,1,-1,0.8333333333333333
-5,-2,3,4,2,-5,0,3,5,5,0.9166666666666665
-3,-4,3,-4,2,-3,5,-4,-5,5,-0.38333333333333325
-2,-5,4,5,4,-4,2,-2,-2,-3,-1.0833333333333333
-3,0,-5,1,-4,0,-5,-5,5,-4,-0.23333333333333334
-1,5,-5,5,-1,-1,-3,-3,2,-5,-3.166666666666667
5,-1,-2,2,1,4,-3,-2,0,-1,-1.3833333333333333
-3,-1,2,4,-3,-5,-2,4,-1,-2,-2.8666666666666663
-4,5,-2,-4,5,0,5,5,-1,-4,-1.4500000000000002
-3,4,1,5,3,-2,-3,4,-1,2,0.3666666666666667
2,-1,0,-2,3,4,-4,4,0,-4,-0.6666666666666667
-3,4,5,3,-4,-5,-1,1,-2,4,-0.25
4,2,-3,5,5,-2,5,3,5,-2,0.5499999999999998
-2,3,1,0,3,-2,0,-2,0,5,0.36666666666666653
0,4,4,-3,1,1,4,-3,2,5,2.7833333333333337
1,3,4,1,-5,-2,2,5,5,-5,2.583333333333333
-4,4,2,0,2,-3,-4,0,-2,-2,-0.5833333333333333
-3,2,1,5,-4,-5,1,3,4,2,3.0
1,-4,1,-1,-2,-2,-1,2,5,5,-0.35000000000000003
4,-3,-4,-5,-3,0,-4,-3,4,-2,-1.7
-2,5,4,-1,-3,0,4,-5,-1,-2,-2.833333333333333
-2,-4,5,2,1,-4,4,-5,4,5,1.2
-5,1,-3,-3,-5,-1,-5,-1,-5,-4,-2.716666666666667
-3,5,0,1,0,-1,5,0,-4,3,0.15000000000000002
2,3,3,3,2,-5,-3,-5,-3,4,1.1833333333333333
5,2,4,-3,3,3,-5,0,4,1,2.333333333333333
3,-3,4,-1,-5,0,-3,-3,4,2,-0.8666666666666665
4,3,4,-3,0,4,2,0,3,0,1.5833333333333333
-1,-3,-2,3,-4,0,-4,-4,3,-1,-2.916666666666667
-5,5,-4,5,5,2,0,-4,-5,3,0.5333333333333333
1,5,3,2,-3,2,5,-2,3,2,2.733333333333334
-2,5,0,5,1,5,3,-2,5,-2,0.6333333333333333
-5,5,-4,4,5,-4,5,-3,-1,-2,-1.6833333333333333
2,4,3,3,-4,5,3,3,-5,-3,1.5
2,0,5,0,1,-5,-5,-5,3,4,1.6833333333333333
4,2,4,4,4,0,3,-4,-4,-1,0.33333333333333326
2,-1,-4,1,5,-3,1,-3,3,5,1.3166666666666667
-2,3,0,5,5,-1,2,0,5,-2,-0.5666666666666667
-1,4,5,-3,-3,5,2,0,2,3,0.3166666666666667
-4,-3,-4,4,5,-3,2,3,-2,3,-0.04999999999999993
-2,-2,0,0,-3,2,-5,4,0,4,-0.5333333333333332
-2,3,-2,4,0,0,-2,-2,2,3,-0.5833333333333335
-2,-4,-4,5,3,3,2,5,-3,3,0.5666666666666667
-3,1,2,3,-1,-1,0,1,-2,-3,-0.3333333333333333
3,-5,-1,-2,1,1,-2,-1,2,5,-0.16666666666666669
0,1,-5,5,1,-5,1,4,0,1,4.05
1,-5,2,-1,4,-4,4,2,5,0,1.25
-4,3,-3,1,4,1,3,0,-1,-1,0.3333333333333335
5,-3,2,2,5,3,3,-2,-2,-2,0.23333333333333317
5,1,-1,5,4,-4,-2,2,-5,2,0.7
3,0,-2,-2,-4,-3,0,1,-2,2,-0.25
5,5,-2,5,-4,-1,1,3,-2,0,-0.3166666666666666
-2,4,1,0,-2,0,2,1,2,2,2.75
3,3,-2,-4,-2,5,1,4,-2,-2,-0.1333333333333333
-5,1,0,0,-3,5,4,2,-4,4,1.4166666666666667
2,-5,5,2,4,2,5,5,-2,-1,0.6499999999999999
-1,0,-5,-1,-5,4,-3,2,3,-5,-1.8500000000000005
3,-1,5,1,4,3,-2,-1,1,3,0.9499999999999997
-1,4,2,-1,5,2,3,0,5,-5,-0.21666666666666673
4,3,0,-4,1,0,-4,-2,0,3,0.9166666666666665
5,3,-2,3,0,-3,4,-5,-1,0,-0.9166666666666667
0,0,0,2,-4,0,-2,5,3,3,0.6166666666666667
-3,0,-1,-4,1,1,-2,-1,-1,2,-1.583333333333333
-1,5,-3,-3,-3,-2,0,3,3,5,-1.4333333333333333
3,-5,-5,2,3,0,-3,3,-2,-3,-0.06666666666666671
5,-5,1,-1,-4,1,3,-3,-2,-3,-0.08333333333333331
-5,0,3,5,-1,-2,2,4,4,-5,-0.36666666666666675
1,5,-2,-1,-3,1,-1,2,3,3,0.5333333333333333
-4,3,3,-5,-5,-2,2,5,2,0,0.7166666666666666
-3,-1,-1,-3,0,1,-5,-2,5,-5,-2.3666666666666663
-2,-4,-1,1,-2,-3,2,4,1,-4,-0.08333333333333326
0,3,2,2,-4,3,5,0,0,2,2.1166666666666663
4,3,3,-2,0,1,-5,-4,0,-1,-0.03333333333333344
4,-1,3,-3,3,-5,4,-5,-5,-5,-0.9666666666666666
-4,-4,-4,1,4,-1,3,3,0,2,0.6666666666666666
2,2,0,4,-2,-4,4,-2,3,3,0.9166666666666665
-2,4,-4,1,4,0,4,4,2,4,2.0
2,-5,1,-3,2,-5,-5,-5,3,-3,0.8666666666666669
5,2,-1,3,-2,-4,-4,-5,-5,-2,-1.8666666666666667
2,-4,0,-1,-3,-2,-4,-2,1,4,-1.083333333333333
2,-5,3,2,-1,2,2,-4,2,5,1.5833333333333333
-4,0,-5,-5,-1,-3,3,5,2,1,0.050000000000000044
3,1,-1,-4,-3,2,0,3,5,-4,0.5333333333333332
1,5,-4,4,3,2,-4,-3,0,2,1.95
0,-3,1,-2,-5,-2,-1,-2,1,3,-0.7
1,2,2,-4,-2,1,2,5,0,4,3.2
1,3,1,1,4,-4,-4,-5,-4,-2,2.133333333333333
1,1,5,-1,-2,-1,4,4,5,-5,0.20000000000000018
4,2,5,2,2,-1,4,4,-1,2,0.95
-1,-5,-5,-1,3,2,-1,-3,-4,1,-2.15
-5,0,0,5,0,5,5,-4,4,-1,-0.6
-2,1,2,4,5,-2,-1,-5,5,5,0.14999999999999997
