rows,50000
columns,4
x1,x2,x3,F4
-5,2,4,9.0
-4,3,-2,-3.5714285714285716
-5,-3,4,4.0
4,1,5,-60.0
-2,5,-2,-0.9
3,-4,5,-2.142857142857143
-2,1,-3,-30.0
0,2,-2,-2.25
-4,5,-5,-2.5714285714285716
-4,5,1,-0.0
1,-2,3,-0.0
-4,5,-3,-1.7142857142857142
-2,3,-1,-1.6666666666666667
2,-1,3,-7.5
-2,5,-3,-1.2
4,0,-3,inf
1,-2,3,-0.0
-3,-1,0,-9.23076923076923
1,-5,2,-0.0
1,2,1,-0.0
-2,-1,1,-0.0
-5,4,-1,-1.5
-5,-4,5,3.0
3,-5,-4,1.7142857142857142
-3,4,4,1.7307692307692308
0,0,1,inf
3,-1,-2,25.714285714285715
-5,-1,-3,-48.0
4,-2,3,-7.5
-4,1,-1,-21.428571428571427
5,-5,2,-0.96
2,-3,-5,2.5
-3,1,-1,-18.46153846153846
-3,0,-5,inf
-2,-5,-3,-1.2
-3,3,-1,-2.051282051282051
2,1,-3,15.0
0,3,-1,-0.6666666666666666
4,-5,1,-0.0
-4,5,-3,-1.7142857142857142
-1,3,-4,-3.0303030303030303
4,4,1,-0.0
-3,2,-1,-4.615384615384615
-2,-2,-5,-11.25
-2,4,-3,-1.875
5,5,-2,2.88
-3,-2,-1,-4.615384615384615
-5,2,3,6.0
-4,-1,5,42.857142857142854
-3,-4,4,1.7307692307692308
-3,-3,0,-1.0256410256410255
-5,3,-4,-6.666666666666667
-2,-4,3,0.9375
-2,2,-2,-5.625
0,1,-2,-9.0
4,2,-3,15.0
3,5,4,-1.0285714285714285
-4,4,5,2.6785714285714284
4,-3,-1,3.3333333333333335
5,1,1,-0.0
-1,-2,-3,-5.454545454545454
1,5,4,-0.0
-2,5,5,1.2
-2,3,-2,-2.5
3,-2,2,-2.142857142857143
-3,-5,1,-0.0
-1,-2,-5,-8.181818181818182
5,5,2,-0.96
4,-3,0,1.6666666666666667
-1,-5,-2,-0.6545454545454545
-2,2,-5,-11.25
2,-4,-3,0.9375
0,-2,5,3.0
-2,-2,1,-0.0
0,5,2,0.12
0,-4,0,-0.1875
-3,0,-1,inf
0,-1,1,-0.0
1,-5,-3,-0.0
-5,1,4,36.0
5,3,3,-5.333333333333333
5,4,1,-0.0
-1,3,-2,-1.8181818181818181
-5,4,2,0.75
-2,0,-5,inf
1,1,-2,-0.0
5,-5,4,-2.88
-2,0,1,inf
2,-2,3,-1.875
5,-3,-2,8.0
-5,3,-4,-6.666666666666667
5,-3,-4,13.333333333333334
5,-2,2,-6.0
2,3,5,-1.6666666666666667
-1,3,2,0.6060606060606061
-3,0,4,inf
4,3,3,-3.3333333333333335
-5,-3,0,-1.3333333333333333
1,-1,4,-0.0
-5,-4,-4,-3.75
5,-1,3,-48.0
5,4,5,-6.0
4,3,-2,5.0
-2,2,-5,-11.25
4,0,-3,inf
-5,3,3,2.6666666666666665
2,-3,-1,0.8333333333333334
5,-5,0,0.96
-5,-5,1,-0.0
2,5,3,-0.3
-1,2,0,-1.3636363636363635
-5,-5,2,0.48
2,-4,2,-0.234375
-4,1,3,21.428571428571427
-1,-3,-5,-3.6363636363636362
0,-4,1,-0.0
0,-3,2,0.3333333333333333
-3,0,-5,inf
-5,2,3,6.0
-2,-3,5,3.3333333333333335
-5,-1,4,36.0
-4,-4,5,2.6785714285714284
-2,-2,-2,-5.625
-1,5,-5,-1.309090909090909
4,0,3,inf
-4,1,2,10.714285714285714
5,-4,4,-4.5
-2,5,0,-0.3
0,-3,1,-0.0
-4,3,2,1.1904761904761905
2,-4,3,-0.46875
-5,-1,-5,-72.0
-1,-5,5,0.8727272727272727
-5,-4,1,-0.0
4,4,3,-1.875
-3,2,3,4.615384615384615
-2,-1,-2,-22.5
5,-4,-3,6.0
-2,-3,0,-0.8333333333333334
-4,4,3,1.3392857142857142
-2,3,-5,-5.0
1,2,-3,-0.0
2,4,3,-0.46875
-2,2,2,1.875
2,3,-2,1.25
2,-1,0,3.75
-2,-2,5,7.5
-5,2,-2,-9.0
4,-1,-5,90.0
-3,-1,2,9.23076923076923
4,-2,5,-15.0
-2,-5,5,1.2
5,-4,1,-0.0
-2,-4,5,1.875
1,-5,3,-0.0
0,2,-4,-3.75
2,1,3,-7.5
-3,0,1,inf
4,2,-5,22.5
-2,4,2,0.46875
4,1,0,15.0
3,3,-3,3.8095238095238093
4,5,-3,2.4
-3,3,5,4.102564102564102
-5,-3,2,1.3333333333333333
-3,2,-3,-9.23076923076923
0,2,-2,-2.25
-4,-5,-1,-0.8571428571428571
-5,1,0,-12.0
-3,1,-5,-55.38461538461539
-1,-1,-2,-16.363636363636363
3,-2,5,-8.571428571428571
5,4,-2,4.5
-1,-3,4,1.8181818181818181
-1,-1,2,5.454545454545454
4,3,4,-5.0
-1,-4,1,-0.0
-2,-1,-1,-15.0
-1,-5,1,-0.0
-4,-3,4,3.5714285714285716
2,4,0,0.234375
-1,5,0,-0.21818181818181817
-2,-1,-2,-22.5
2,-2,-3,3.75
0,-1,-2,-9.0
1,-1,4,-0.0
-2,4,2,0.46875
-3,-3,2,1.0256410256410255
-5,3,2,1.3333333333333333
2,4,3,-0.46875
-5,-1,2,12.0
1,5,2,-0.0
-3,0,4,inf
-4,-2,5,10.714285714285714
5,3,1,-0.0
-2,1,2,7.5
-3,4,-1,-1.1538461538461537
2,-4,3,-0.46875
4,5,4,-1.8
-3,-2,1,-0.0
-1,-2,-1,-2.727272727272727
5,3,-1,5.333333333333333
0,-5,0,-0.12
2,-5,0,0.15
1,-5,-5,-0.0
-4,4,1,-0.0
5,-4,0,1.5
-3,-5,2,0.36923076923076925
4,-5,2,-0.6
2,-5,-4,0.75
-5,2,5,12.0
-2,-2,3,3.75
2,-4,0,0.234375
-2,-2,-2,-5.625
-5,4,0,-0.75
-1,-4,-5,-2.0454545454545454
3,3,-2,2.857142857142857
5,5,2,-0.96
5,0,0,inf
0,2,-3,-3.0
-5,3,-3,-5.333333333333333
-1,-1,4,16.363636363636363
0,4,1,-0.0
4,-5,0,0.6
-5,-1,4,36.0
2,-4,3,-0.46875
-5,-2,1,-0.0
1,2,3,-0.0
4,-4,3,-1.875
3,2,3,-4.285714285714286
1,1,5,-0.0
0,-1,-4,-15.0
-5,2,3,6.0
-2,2,-2,-5.625
-3,3,0,-1.0256410256410255
5,-1,-2,72.0
4,1,4,-45.0
-1,4,2,0.3409090909090909
0,-3,5,1.3333333333333333
4,-1,1,-0.0
5,0,-4,inf
2,0,-3,inf
-4,3,3,2.380952380952381
0,1,1,-0.0
-1,-1,-1,-10.909090909090908
5,3,-4,13.333333333333334
2,1,-2,11.25
-5,5,2,0.48
0,4,-5,-1.125
-2,-2,1,-0.0
-1,3,-5,-3.6363636363636362
1,3,5,-0.0
-4,4,-3,-2.6785714285714284
4,-5,-4,3.0
-4,-5,-4,-2.142857142857143
4,-4,-3,3.75
4,3,-4,8.333333333333334
2,4,4,-0.703125
-5,3,5,5.333333333333333
0,-4,-4,-0.9375
4,2,-3,15.0
-5,-2,0,-3.0
5,-5,4,-2.88
2,-4,4,-0.703125
-5,-2,-4,-15.0
3,1,4,-25.714285714285715
-2,0,-3,inf
-5,-3,-1,-2.6666666666666665
4,-5,1,-0.0
-1,-3,2,0.6060606060606061
-1,0,3,inf
0,4,-4,-0.9375
3,4,2,-0.5357142857142857
4,-1,0,15.0
-3,3,-1,-2.051282051282051
4,0,-5,inf
-5,-2,2,3.0
-2,-3,1,-0.0
-4,5,2,0.42857142857142855
-3,5,2,0.36923076923076925
5,4,-1,3.0
4,-5,0,0.6
3,0,1,inf
-3,-4,-1,-1.1538461538461537
1,-3,1,-0.0
-2,3,-3,-3.3333333333333335
0,-4,-3,-0.75
4,2,2,-3.75
5,2,-1,12.0
4,-3,3,-3.3333333333333335
-3,-2,5,9.23076923076923
2,-3,4,-1.25
0,-5,5,0.48
-5,3,-4,-6.666666666666667
2,3,-2,1.25
5,-2,-1,12.0
0,3,5,1.3333333333333333
5,-4,4,-4.5
-4,4,-4,-3.3482142857142856
-4,-2,-4,-13.392857142857142
2,3,2,-0.4166666666666667
-4,5,2,0.42857142857142855
-2,1,0,-7.5
-5,-4,-1,-1.5
-1,3,-3,-2.4242424242424243
0,-4,-5,-1.125
4,4,-4,4.6875
0,1,0,-3.0
3,-5,5,-1.3714285714285714
-2,-2,5,7.5
-3,0,-2,inf
-5,-1,4,36.0
0,0,5,inf
5,-1,-3,96.0
0,2,-5,-4.5
-4,-2,-5,-16.071428571428573
1,-2,-1,-0.0
-5,0,3,inf
0,4,0,-0.1875
0,-3,5,1.3333333333333333
-1,-5,-3,-0.8727272727272727
-1,4,4,1.0227272727272727
-5,-1,-4,-60.0
-5,4,5,3.0
2,1,3,-7.5
1,3,5,-0.0
1,3,-2,-0.0
5,3,-3,10.666666666666666
-4,2,4,8.035714285714286
3,-5,3,-0.6857142857142857
-4,2,1,-0.0
-2,2,0,-1.875
3,5,2,-0.34285714285714286
-1,-4,2,0.3409090909090909
5,3,1,-0.0
-3,-5,-1,-0.7384615384615385
2,5,1,-0.0
5,-3,-5,16.0
2,-2,-1,1.875
0,1,-1,-6.0
-2,2,5,7.5
2,2,5,-3.75
0,-3,-5,-2.0
2,0,-5,inf
1,-5,4,-0.0
2,5,4,-0.45
-1,-2,0,-1.3636363636363635
2,3,2,-0.4166666666666667
1,-2,2,-0.0
-4,2,-3,-10.714285714285714
-4,-3,5,4.761904761904762
-5,4,-1,-1.5
1,5,4,-0.0
5,0,4,inf
5,-4,-3,6.0
-5,-5,3,0.96
-5,-3,1,-0.0
1,4,4,-0.0
-1,-2,0,-1.3636363636363635
3,5,-4,1.7142857142857142
5,1,-4,120.0
2,0,-1,inf
1,0,2,inf
1,-3,4,-0.0
-4,2,-1,-5.357142857142857
-5,4,3,1.5
4,1,5,-60.0
-4,1,-5,-64.28571428571429
-3,-5,-5,-2.2153846153846155
-4,3,-4,-5.9523809523809526
0,5,-4,-0.6
2,3,1,-0.0
3,-5,3,-0.6857142857142857
-5,3,4,4.0
1,1,-4,-0.0
3,3,-5,5.714285714285714
3,-5,-3,1.3714285714285714
-4,3,1,-0.0
0,-1,4,9.0
-1,-3,5,2.4242424242424243
0,-2,0,-0.75
5,2,-5,36.0
-1,-2,-2,-4.090909090909091
4,4,2,-0.9375
5,-5,1,-0.0
-3,0,-2,inf
0,2,0,-0.75
1,-3,-3,-0.0
-5,0,4,inf
4,-3,5,-6.666666666666667
3,-2,-3,8.571428571428571
-5,1,-4,-60.0
3,-3,4,-2.857142857142857
0,-4,-1,-0.375
1,-1,5,-0.0
-5,0,-3,inf
3,-5,2,-0.34285714285714286
-3,2,5,9.23076923076923
-5,-5,3,0.96
5,5,-3,3.84
5,-2,-3,24.0
-5,4,-2,-2.25
-3,-5,0,-0.36923076923076925
4,-5,-4,3.0
-5,-4,2,0.75
-4,5,-4,-2.142857142857143
-5,5,-2,-1.44
-1,-4,0,-0.3409090909090909
2,-3,-1,0.8333333333333334
-2,0,2,inf
4,-3,-1,3.3333333333333335
0,4,-2,-0.5625
4,5,5,-2.4
-3,-1,-2,-27.692307692307693
4,2,-2,11.25
5,5,-4,4.8
-2,5,-1,-0.6
1,-4,-4,-0.0
2,5,3,-0.3
-2,-1,2,7.5
1,4,-4,-0.0
-5,4,4,2.25
-4,0,-3,inf
0,1,1,-0.0
2,-3,0,0.4166666666666667
3,4,-3,2.142857142857143
1,-5,0,-0.0
2,-4,4,-0.703125
2,0,-2,inf
-3,3,-3,-4.102564102564102
-3,3,-3,-4.102564102564102
-3,0,-2,inf
-1,-3,0,-0.6060606060606061
5,-5,5,-3.84
0,1,2,3.0
-3,-1,-1,-18.46153846153846
2,-2,4,-2.8125
-1,-5,-3,-0.8727272727272727
0,-1,-3,-12.0
0,2,-1,-1.5
2,-5,-5,0.9
0,0,1,inf
-4,2,4,8.035714285714286
-2,1,3,15.0
0,3,-1,-0.6666666666666666
4,5,1,-0.0
2,3,5,-1.6666666666666667
-2,-1,3,15.0
2,-4,5,-0.9375
3,-1,3,-17.142857142857142
-2,5,-1,-0.6
-4,-3,-5,-7.142857142857143
-5,-5,0,-0.48
4,-4,4,-2.8125
-1,-5,1,-0.0
-3,5,1,-0.0
5,-1,-1,48.0
-4,-4,5,2.6785714285714284
-4,-3,-4,-5.9523809523809526
5,1,0,24.0
1,-1,1,-0.0
-2,-5,-5,-1.8
-3,5,-5,-2.2153846153846155
-1,-4,3,0.6818181818181818
-3,-5,3,0.7384615384615385
2,-1,3,-7.5
-1,4,3,0.6818181818181818
-1,-4,0,-0.3409090909090909
3,-3,1,-0.0
-5,-5,0,-0.48
-1,2,0,-1.3636363636363635
-2,4,5,1.875
1,2,0,-0.0
-5,5,1,-0.0
2,-3,5,-1.6666666666666667
-2,-4,-2,-1.40625
-4,-5,-5,-2.5714285714285716
-1,5,-4,-1.0909090909090908
-3,3,5,4.102564102564102
-3,2,0,-2.3076923076923075
-1,4,3,0.6818181818181818
3,-2,1,-0.0
-1,2,-5,-8.181818181818182
-1,-3,-3,-2.4242424242424243
4,3,-4,8.333333333333334
1,2,1,-0.0
-2,-4,2,0.46875
3,3,5,-3.8095238095238093
3,-3,0,0.9523809523809523
5,-1,5,-96.0
3,2,-5,12.857142857142858
0,1,5,12.0
4,5,-1,1.2
-5,0,5,inf
-1,2,-5,-8.181818181818182
4,5,-3,2.4
-2,5,3,0.6
-3,-2,-4,-11.538461538461538
-4,1,2,10.714285714285714
0,-3,3,0.6666666666666666
-3,4,-3,-2.3076923076923075
-5,2,2,3.0
-1,3,2,0.6060606060606061
2,1,0,3.75
2,1,4,-11.25
-5,0,-5,inf
2,2,1,-0.0
-2,3,3,1.6666666666666667
2,-2,4,-2.8125
-1,-5,-4,-1.0909090909090908
4,-4,-1,1.875
-1,1,-5,-32.72727272727273
-2,-3,-2,-2.5
5,0,4,inf
-5,1,-5,-72.0
-3,-5,-4,-1.8461538461538463
0,-3,0,-0.3333333333333333
-1,2,2,1.3636363636363635
4,2,3,-7.5
5,0,-2,inf
4,-4,-5,5.625
-3,0,5,inf
4,-3,-3,6.666666666666667
3,5,-5,2.057142857142857
3,3,2,-0.9523809523809523
3,2,-3,8.571428571428571
4,0,5,inf
4,-5,-1,1.2
-3,4,4,1.7307692307692308
-4,-4,-2,-2.0089285714285716
1,2,-2,-0.0
0,1,4,9.0
5,2,3,-12.0
-3,-1,-2,-27.692307692307693
-3,-4,-5,-3.4615384615384617
-2,0,3,inf
-2,3,-5,-5.0
4,5,4,-1.8
-3,-5,-2,-1.1076923076923078
-2,5,1,-0.0
-5,3,-4,-6.666666666666667
0,4,5,0.75
-5,-5,-5,-2.88
0,-2,4,2.25
5,3,-1,5.333333333333333
-4,5,-2,-1.2857142857142858
2,1,-2,11.25
5,1,3,-48.0
-5,1,-1,-24.0
5,5,5,-3.84
5,4,-5,9.0
-5,-4,4,2.25
3,-1,2,-8.571428571428571
-3,-2,-3,-9.23076923076923
1,-5,-5,-0.0
-5,-5,5,1.92
-1,0,4,inf
-1,-2,5,5.454545454545454
3,0,-3,inf
-4,-5,1,-0.0
-3,4,-3,-2.3076923076923075
-5,4,0,-0.75
-5,3,-2,-4.0
-2,0,-4,inf
-4,-5,1,-0.0
4,1,-4,75.0
0,-2,0,-0.75
-5,2,5,12.0
1,2,1,-0.0
2,0,4,inf
0,1,0,-3.0
-3,-4,-3,-2.3076923076923075
0,-3,-2,-1.0
0,4,1,-0.0
-3,3,-4,-5.128205128205129
5,4,-3,6.0
-3,1,4,27.692307692307693
-1,0,1,inf
-3,5,4,1.1076923076923078
-1,-4,1,-0.0
4,2,2,-3.75
1,-3,-5,-0.0
-4,-5,-4,-2.142857142857143
3,-5,5,-1.3714285714285714
-4,3,-1,-2.380952380952381
-2,5,1,-0.0
3,3,5,-3.8095238095238093
1,1,-1,-0.0
-3,-2,2,2.3076923076923075
-3,-1,3,18.46153846153846
-4,2,0,-2.6785714285714284
4,2,-5,22.5
3,0,-2,inf
0,-3,-3,-1.3333333333333333
1,-2,1,-0.0
-3,-4,-5,-3.4615384615384617
-2,5,2,0.3
4,-2,3,-7.5
-1,4,-4,-1.7045454545454546
4,-5,3,-1.2
0,1,-5,-18.0
2,0,-1,inf
0,-4,3,0.375
0,4,1,-0.0
-4,4,-1,-1.3392857142857142
1,0,4,inf
-2,5,-3,-1.2
2,5,0,0.15
2,4,1,-0.0
1,1,3,-0.0
3,-2,-3,8.571428571428571
-4,0,-3,inf
3,1,-3,34.285714285714285
2,-1,0,3.75
-5,-5,2,0.48
1,4,0,-0.0
1,-4,-3,-0.0
5,4,-2,4.5
0,2,-5,-4.5
-4,0,4,inf
0,-2,5,3.0
3,4,0,0.5357142857142857
-3,-2,4,6.923076923076923
5,2,4,-18.0
-4,-1,-4,-53.57142857142857
-3,1,5,36.92307692307692
0,2,1,-0.0
-1,4,-4,-1.7045454545454546
2,5,2,-0.15
-4,2,-3,-10.714285714285714
-5,-5,-1,-0.96
4,1,-3,60.0
5,1,-5,144.0
-3,-5,1,-0.0
-5,1,-5,-72.0
4,-3,5,-6.666666666666667
0,1,0,-3.0
-4,-3,0,-1.1904761904761905
-1,-4,1,-0.0
-1,-2,-1,-2.727272727272727
0,-2,5,3.0
-3,-5,0,-0.36923076923076925
3,-2,0,2.142857142857143
0,-4,-2,-0.5625
0,-3,-4,-1.6666666666666667
2,-2,-5,5.625
0,-4,2,0.1875
4,5,-1,1.2
-4,5,3,0.8571428571428571
0,4,4,0.5625
-4,5,4,1.2857142857142858
-4,-4,0,-0.6696428571428571
-2,-5,-3,-1.2
4,-1,-4,75.0
1,-5,-2,-0.0
4,-3,0,1.6666666666666667
-5,-5,-1,-0.96
3,-3,-4,4.761904761904762
0,1,-5,-18.0
2,1,5,-15.0
0,-2,-2,-2.25
3,1,1,-0.0
-2,-2,5,7.5
5,-5,-4,4.8
5,-2,1,-0.0
0,1,-2,-9.0
-1,-3,-1,-1.2121212121212122
4,0,-2,inf
5,-3,2,-2.6666666666666665
-4,4,2,0.6696428571428571
-2,1,3,15.0
5,-5,-3,3.84
2,-4,3,-0.46875
-3,4,0,-0.5769230769230769
-4,3,0,-1.1904761904761905
-1,0,-3,inf
4,-5,-3,2.4
0,-4,-4,-0.9375
3,-3,3,-1.9047619047619047
4,5,3,-1.2
-1,-5,4,0.6545454545454545
1,-2,5,-0.0
1,0,-5,inf
3,3,4,-2.857142857142857
1,5,-4,-0.0
4,5,0,0.6
0,2,5,3.0
-2,-1,4,22.5
3,-1,4,-25.714285714285715
0,1,-2,-9.0
3,5,-3,1.3714285714285714
0,-4,-2,-0.5625
1,2,-5,-0.0
-1,3,2,0.6060606060606061
-5,-1,-4,-60.0
-3,4,-3,-2.3076923076923075
2,3,-3,1.6666666666666667
0,3,-1,-0.6666666666666666
-2,3,-1,-1.6666666666666667
4,-3,-1,3.3333333333333335
0,-2,4,2.25
0,-5,1,-0.0
5,3,0,2.6666666666666665
4,1,0,15.0
5,4,1,-0.0
4,4,-3,3.75
0,-4,2,0.1875
-2,1,-1,-15.0
-3,-5,-3,-1.476923076923077
-1,3,-3,-2.4242424242424243
-2,3,0,-0.8333333333333334
-3,2,5,9.23076923076923
0,3,-5,-2.0
2,0,2,inf
5,-1,-4,120.0
-1,-1,1,-0.0
5,5,0,0.96
1,0,3,inf
2,3,-1,0.8333333333333334
5,3,-1,5.333333333333333
-1,4,2,0.3409090909090909
1,1,-2,-0.0
-2,3,-1,-1.6666666666666667
-3,-5,0,-0.36923076923076925
4,-2,3,-7.5
3,-2,4,-6.428571428571429
1,5,0,-0.0
-3,3,-1,-2.051282051282051
0,3,5,1.3333333333333333
1,-3,1,-0.0
-3,-5,3,0.7384615384615385
5,-2,2,-6.0
4,-2,-4,18.75
5,2,-3,24.0
5,-5,-1,1.92
4,-1,5,-60.0
2,-4,3,-0.46875
3,-5,-3,1.3714285714285714
-2,3,-1,-1.6666666666666667
-4,2,-2,-8.035714285714286
3,3,4,-2.857142857142857
-4,2,3,5.357142857142857
4,-5,1,-0.0
-4,-5,-3,-1.7142857142857142
-3,-1,2,9.23076923076923
-5,4,2,0.75
-2,0,2,inf
-1,1,-2,-16.363636363636363
4,4,-1,1.875
0,5,-5,-0.72
4,-5,-4,3.0
-1,3,-2,-1.8181818181818181
0,2,-1,-1.5
5,-1,-4,120.0
-5,-3,-4,-6.666666666666667
-5,0,-4,inf
-5,0,0,inf
1,4,-4,-0.0
4,-5,4,-1.8
-4,0,-4,inf
3,-4,5,-2.142857142857143
-1,-1,1,-0.0
4,0,-1,inf
0,-5,-4,-0.6
-3,4,1,-0.0
-1,0,-1,inf
-2,3,-3,-3.3333333333333335
5,-1,-1,48.0
5,5,-3,3.84
-5,-1,1,-0.0
0,2,3,1.5
-2,-1,-4,-37.5
2,5,4,-0.45
-3,0,4,inf
-4,-5,0,-0.42857142857142855
-2,4,3,0.9375
0,-3,-1,-0.6666666666666666
5,-3,-5,16.0
5,1,-1,48.0
4,3,4,-5.0
-3,0,5,inf
3,-2,1,-0.0
-5,-4,1,-0.0
-4,2,5,10.714285714285714
-5,0,0,inf
-5,-5,5,1.92
-5,3,0,-1.3333333333333333
-2,-1,0,-7.5
-4,4,-2,-2.0089285714285716
4,5,0,0.6
0,-4,-5,-1.125
-1,-4,-3,-1.3636363636363635
4,3,-1,3.3333333333333335
3,4,4,-1.6071428571428572
5,-5,5,-3.84
-1,1,-4,-27.272727272727273
-3,-1,-3,-36.92307692307692
-1,4,-1,-0.6818181818181818
0,-2,-4,-3.75
-4,3,0,-1.1904761904761905
-4,3,1,-0.0
-4,-4,-2,-2.0089285714285716
-5,-3,-5,-8.0
-3,0,3,inf
-2,-5,1,-0.0
-4,-3,4,3.5714285714285716
-4,3,-4,-5.9523809523809526
2,-2,-3,3.75
5,-5,5,-3.84
0,5,0,-0.12
-4,-1,5,42.857142857142854
0,3,-3,-1.3333333333333333
1,0,0,inf
-1,-4,3,0.6818181818181818
-4,2,1,-0.0
3,-1,2,-8.571428571428571
1,4,5,-0.0
0,-3,1,-0.0
-2,-1,-5,-45.0
1,5,4,-0.0
1,0,1,inf
0,3,4,1.0
-2,-3,1,-0.0
3,0,-4,inf
3,2,-2,6.428571428571429
-2,2,4,5.625
4,3,3,-3.3333333333333335
4,-3,0,1.6666666666666667
4,2,5,-15.0
4,0,-1,inf
1,3,-2,-0.0
0,5,0,-0.12
5,-3,3,-5.333333333333333
1,-3,-4,-0.0
-4,-5,-1,-0.8571428571428571
-2,-4,5,1.875
1,0,5,inf
-3,4,-3,-2.3076923076923075
5,1,-4,120.0
2,5,2,-0.15
0,-5,-1,-0.24
5,5,-2,2.88
-1,-4,-5,-2.0454545454545454
-2,-3,2,0.8333333333333334
3,2,5,-8.571428571428571
-5,1,5,48.0
-5,2,-3,-12.0
-5,4,-3,-3.0
1,0,-5,inf
1,0,-2,inf
4,-1,2,-15.0
-4,0,-5,inf
-5,0,-5,inf
0,3,-1,-0.6666666666666666
1,3,-2,-0.0
5,5,-3,3.84
0,-4,-2,-0.5625
5,-3,2,-2.6666666666666665
1,4,3,-0.0
-4,-5,0,-0.42857142857142855
0,3,0,-0.3333333333333333
-1,2,4,4.090909090909091
3,-5,3,-0.6857142857142857
-2,-1,-4,-37.5
2,1,3,-7.5
2,1,-5,22.5
-1,5,-2,-0.6545454545454545
3,-2,-5,12.857142857142858
1,4,0,-0.0
3,-5,-3,1.3714285714285714
3,3,3,-1.9047619047619047
2,4,4,-0.703125
-4,-4,-2,-2.0089285714285716
-2,5,-1,-0.6
4,0,-4,inf
-5,5,-4,-2.4
5,-1,-4,120.0
4,-3,2,-1.6666666666666667
5,3,-2,8.0
4,-2,5,-15.0
0,-3,-2,-1.0
5,-5,5,-3.84
-2,-3,-3,-3.3333333333333335
4,5,1,-0.0
-1,1,-5,-32.72727272727273
0,-5,1,-0.0
-5,4,3,1.5
-1,3,1,-0.0
4,2,0,3.75
-4,-3,4,3.5714285714285716
0,-2,0,-0.75
-2,-2,-5,-11.25
-5,4,-2,-2.25
-4,2,1,-0.0
-4,-3,5,4.761904761904762
-1,-5,4,0.6545454545454545
-4,4,4,2.0089285714285716
-5,5,2,0.48
5,-2,2,-6.0
-3,3,-3,-4.102564102564102
-5,4,1,-0.0
-2,-4,2,0.46875
-1,-1,3,10.909090909090908
-1,0,-3,inf
0,0,-1,inf
-2,-1,1,-0.0
-3,1,-2,-27.692307692307693
4,1,0,15.0
0,0,4,inf
-2,-3,-3,-3.3333333333333335
2,1,-4,18.75
2,-2,-4,4.6875
1,-5,-1,-0.0
3,-2,-3,8.571428571428571
-2,-3,-3,-3.3333333333333335
-1,-2,2,1.3636363636363635
2,4,0,0.234375
-5,-4,-5,-4.5
4,-1,-1,30.0
-4,0,0,inf
-1,-3,-4,-3.0303030303030303
-1,0,3,inf
1,2,-4,-0.0
-3,3,-1,-2.051282051282051
1,4,-5,-0.0
5,-2,0,6.0
1,0,5,inf
5,0,1,inf
3,3,-2,2.857142857142857
3,-1,2,-8.571428571428571
-2,5,-1,-0.6
-3,1,-4,-46.15384615384615
1,3,-3,-0.0
-1,1,-5,-32.72727272727273
-3,-4,2,0.5769230769230769
-3,-4,5,2.3076923076923075
2,3,4,-1.25
