rows,500
columns,4
x1,x2,x3,F4
3,1,-1,17.142857142857142
-4,1,5,42.857142857142854
1,-5,-2,-0.0
2,4,-1,0.46875
4,-5,-3,2.4
-2,5,-4,-1.5
2,1,-4,18.75
-3,3,4,3.076923076923077
5,0,5,inf
-5,-3,-5,-8.0
-2,-5,-4,-1.5
5,-5,5,-3.84
5,2,2,-6.0
-4,3,4,3.5714285714285716
-4,4,3,1.3392857142857142
0,3,1,-0.0
3,-3,1,-0.0
-2,-1,1,-0.0
5,-4,2,-1.5
5,5,0,0.96
3,-5,-3,1.3714285714285714
5,3,4,-8.0
5,-4,-4,7.5
3,0,5,inf
5,1,2,-24.0
-3,-1,-5,-55.38461538461539
3,-4,2,-0.5357142857142857
5,5,5,-3.84
3,-2,0,2.142857142857143
-4,4,2,0.6696428571428571
5,-5,-1,1.92
1,5,-3,-0.0
1,5,-4,-0.0
0,4,-4,-0.9375
0,0,0,inf
2,-4,0,0.234375
1,4,-3,-0.0
-3,-5,-4,-1.8461538461538463
5,2,1,-0.0
0,5,3,0.24
-5,0,4,inf
0,-2,3,1.5
-2,4,-2,-1.40625
-4,-1,3,21.428571428571427
5,-5,4,-2.88
3,-5,-3,1.3714285714285714
3,-4,-2,1.6071428571428572
3,1,3,-17.142857142857142
-3,4,5,2.3076923076923075
-5,1,3,24.0
1,1,3,-0.0
2,2,5,-3.75
-2,-2,-5,-11.25
5,-4,-2,4.5
4,-4,2,-0.9375
3,-3,-3,3.8095238095238093
-2,-2,5,7.5
-4,5,-1,-0.8571428571428571
-1,4,0,-0.3409090909090909
0,-3,5,1.3333333333333333
-1,2,2,1.3636363636363635
5,-3,1,-0.0
2,4,1,-0.0
-1,-5,5,0.8727272727272727
-5,-1,3,24.0
-3,3,-3,-4.102564102564102
2,2,5,-3.75
-5,-4,0,-0.75
2,4,0,0.234375
4,0,1,inf
-5,1,-1,-24.0
2,2,3,-1.875
-4,-3,-2,-3.5714285714285716
-4,-4,-1,-1.3392857142857142
5,2,5,-24.0
2,-2,-4,4.6875
-5,-1,-1,-24.0
-3,-2,0,-2.3076923076923075
4,-4,4,-2.8125
5,-1,4,-72.0
0,-5,0,-0.12
-2,-4,5,1.875
-5,-4,2,0.75
2,-4,-5,1.40625
3,3,-4,4.761904761904762
-3,5,-5,-2.2153846153846155
3,-5,2,-0.34285714285714286
-5,4,-5,-4.5
2,1,-4,18.75
-4,3,5,4.761904761904762
3,0,-3,inf
3,2,1,-0.0
-5,4,-4,-3.75
2,5,-5,0.9
0,1,1,-0.0
-4,-4,3,1.3392857142857142
-3,4,2,0.5769230769230769
0,-4,-2,-0.5625
1,1,0,-0.0
-4,5,3,0.8571428571428571
5,3,0,2.6666666666666665
1,-2,-5,-0.0
2,-5,4,-0.45
-2,3,-2,-2.5
-1,-4,1,-0.0
0,3,-4,-1.6666666666666667
-5,-2,-5,-18.0
-3,-2,-2,-6.923076923076923
5,5,-1,1.92
-2,-1,-1,-15.0
4,4,-2,2.8125
-2,-1,-1,-15.0
2,-5,-4,0.75
-1,0,2,inf
4,1,1,-0.0
2,-4,-1,0.46875
-4,2,2,2.6785714285714284
4,-1,2,-15.0
-3,-2,5,9.23076923076923
3,3,2,-0.9523809523809523
-2,-4,-5,-2.8125
-2,-3,0,-0.8333333333333334
-5,3,0,-1.3333333333333333
-3,3,4,3.076923076923077
4,0,-4,inf
5,2,-5,36.0
-5,5,-4,-2.4
3,1,3,-17.142857142857142
-3,3,3,2.051282051282051
5,-1,5,-96.0
4,-2,2,-3.75
3,0,4,inf
-3,-3,-3,-4.102564102564102
5,4,0,1.5
-4,0,-2,inf
3,4,4,-1.6071428571428572
2,-2,5,-3.75
0,4,-3,-0.75
4,1,5,-60.0
2,2,-3,3.75
-4,-1,-4,-53.57142857142857
-2,1,-2,-22.5
0,3,-3,-1.3333333333333333
-1,-4,2,0.3409090909090909
-5,5,1,-0.0
-3,5,0,-0.36923076923076925
-1,-2,-4,-6.818181818181818
-4,-2,5,10.714285714285714
2,2,5,-3.75
-2,-4,-4,-2.34375
0,-3,-3,-1.3333333333333333
-1,-4,5,1.3636363636363635
-2,-2,4,5.625
-4,0,0,inf
-2,-3,-4,-4.166666666666667
0,-2,0,-0.75
-4,2,0,-2.6785714285714284
-4,5,-2,-1.2857142857142858
2,-5,5,-0.6
1,3,2,-0.0
-2,-1,2,7.5
1,-3,-5,-0.0
-5,2,4,9.0
5,-5,2,-0.96
1,0,3,inf
-2,-4,1,-0.0
1,-2,5,-0.0
-4,-4,-3,-2.6785714285714284
5,-4,-5,9.0
-4,-3,1,-0.0
-5,2,-2,-9.0
-2,2,-3,-7.5
-5,1,2,12.0
5,2,5,-24.0
-5,1,-5,-72.0
0,-2,0,-0.75
5,2,1,-0.0
2,3,0,0.4166666666666667
4,-1,-4,75.0
0,-4,-1,-0.375
-4,5,-4,-2.142857142857143
4,4,2,-0.9375
1,-5,4,-0.0
3,-4,-5,3.2142857142857144
-1,-3,-3,-2.4242424242424243
-4,-2,2,2.6785714285714284
-5,-1,1,-0.0
5,3,3,-5.333333333333333
-4,-1,1,-0.0
-2,-2,-2,-5.625
-3,4,1,-0.0
1,0,-2,inf
-4,0,-3,inf
1,0,0,inf
1,0,0,inf
-4,0,-3,inf
0,5,3,0.24
0,0,-3,inf
-3,-5,1,-0.0
1,4,3,-0.0
-2,4,4,1.40625
3,5,0,0.34285714285714286
0,3,2,0.3333333333333333
3,3,4,-2.857142857142857
3,4,4,-1.6071428571428572
2,3,5,-1.6666666666666667
0,-5,-4,-0.6
3,-1,2,-8.571428571428571
-1,3,2,0.6060606060606061
4,-1,4,-45.0
2,-1,5,-15.0
2,2,0,0.9375
-3,-3,-3,-4.102564102564102
-5,-3,3,2.6666666666666665
4,4,-3,3.75
-5,2,2,3.0
3,2,-5,12.857142857142858
-4,-5,-2,-1.2857142857142858
-1,4,4,1.0227272727272727
-2,-2,2,1.875
-1,1,-4,-27.272727272727273
-4,1,0,-10.714285714285714
1,2,-1,-0.0
-5,0,-4,inf
-2,-1,-4,-37.5
1,-5,-1,-0.0
2,-3,1,-0.0
1,-5,-1,-0.0
2,-4,4,-0.703125
-1,3,0,-0.6060606060606061
-2,3,5,3.3333333333333335
-5,2,-1,-6.0
1,-1,-4,-0.0
4,-3,-5,10.0
2,-3,-5,2.5
-1,-1,3,10.909090909090908
-5,3,3,2.6666666666666665
-5,-3,-4,-6.666666666666667
-4,-1,-2,-32.142857142857146
-5,0,2,inf
0,-1,-3,-12.0
0,-1,2,3.0
2,-3,3,-0.8333333333333334
1,1,4,-0.0
5,3,1,-0.0
0,-2,1,-0.0
2,3,2,-0.4166666666666667
2,4,0,0.234375
0,4,0,-0.1875
-5,-3,-4,-6.666666666666667
3,-3,-5,5.714285714285714
2,-2,-1,1.875
3,5,3,-0.6857142857142857
5,-3,-5,16.0
1,-1,-3,-0.0
-1,4,4,1.0227272727272727
-5,-4,4,2.25
-5,-4,-5,-4.5
1,5,-2,-0.0
1,-5,-4,-0.0
-3,2,0,-2.3076923076923075
-2,-5,4,0.9
2,-3,-4,2.0833333333333335
-4,-1,2,10.714285714285714
-2,5,2,0.3
3,4,-1,1.0714285714285714
-4,5,-5,-2.5714285714285716
-4,-2,-1,-5.357142857142857
-1,-2,-5,-8.181818181818182
3,1,2,-8.571428571428571
3,-4,-1,1.0714285714285714
-5,-1,1,-0.0
-5,1,-2,-36.0
-2,3,-3,-3.3333333333333335
3,0,-4,inf
-4,-5,-4,-2.142857142857143
4,4,1,-0.0
-4,3,-4,-5.9523809523809526
-3,-1,4,27.692307692307693
-2,0,5,inf
3,0,-1,inf
-3,0,4,inf
-4,4,1,-0.0
-4,-2,1,-0.0
4,4,2,-0.9375
-5,0,4,inf
-4,5,-2,-1.2857142857142858
-4,-4,1,-0.0
-1,5,-2,-0.6545454545454545
-4,4,5,2.6785714285714284
3,-1,-5,51.42857142857143
2,-3,0,0.4166666666666667
-4,3,1,-0.0
5,3,5,-10.666666666666666
5,2,3,-12.0
0,4,0,-0.1875
0,-5,0,-0.12
1,4,-1,-0.0
-4,-5,-1,-0.8571428571428571
5,1,-1,48.0
5,3,-3,10.666666666666666
-4,5,5,1.7142857142857142
3,5,3,-0.6857142857142857
-4,-2,4,8.035714285714286
